step,train_loss,val_loss
0,5.548827,5.548936
1000,2.833167,2.755287
2000,2.459286,2.441638
3000,2.278586,2.261548
4000,2.109795,2.095646
5000,1.986990,1.967916
6000,1.900207,1.890094
7000,1.835004,1.831393
8000,1.788566,1.782972
9000,1.758046,1.754932
10000,1.732736,1.729605
11000,1.704387,1.706081
12000,1.680566,1.683804
13000,1.663451,1.662789
14000,1.654364,1.649329
15000,1.639506,1.639558
16000,1.624181,1.627763
17000,1.613931,1.615068
18000,1.610995,1.609027
19000,1.600579,1.602250
20000,1.593204,1.591209
21000,1.589223,1.587566
22000,1.583485,1.579961
23000,1.575253,1.571979
24000,1.570995,1.566773
25000,1.565975,1.560843
26000,1.558598,1.558196
27000,1.559830,1.557599
28000,1.550448,1.552805
29000,1.545429,1.544462
30000,1.543406,1.542658
31000,1.542118,1.539659
32000,1.538869,1.534709
33000,1.530400,1.530772
34000,1.533017,1.528322
35000,1.523098,1.525331
36000,1.517001,1.521013
37000,1.517298,1.518737
38000,1.517067,1.515973
39000,1.512454,1.513177
40000,1.512493,1.509486
41000,1.507070,1.507008
42000,1.506965,1.504297
43000,1.509423,1.501585
44000,1.506019,1.499635
45000,1.501616,1.498505
46000,1.499557,1.497413
47000,1.491490,1.493731
48000,1.496731,1.491175
49000,1.487930,1.490041
50000,1.489025,1.487760
51000,1.484461,1.484983
52000,1.488296,1.483484
53000,1.485512,1.482057
54000,1.486210,1.480198
55000,1.482187,1.478478
56000,1.478799,1.476899
57000,1.475722,1.476219
58000,1.473537,1.474244
59000,1.471419,1.472533
60000,1.470256,1.470174
61000,1.466101,1.467722
62000,1.467836,1.468236
63000,1.464552,1.465744
64000,1.465950,1.463830
65000,1.466914,1.463238
66000,1.464260,1.461901
67000,1.462375,1.459499
68000,1.460625,1.459343
69000,1.462559,1.458112
70000,1.457361,1.456623
71000,1.454471,1.456031
72000,1.454026,1.453875
73000,1.454184,1.453562
74000,1.449110,1.453120
75000,1.455472,1.451817
76000,1.449144,1.449902
77000,1.451453,1.449632
78000,1.450905,1.449253
79000,1.450891,1.447877
80000,1.450469,1.447728
81000,1.445880,1.445953
82000,1.449300,1.445205
83000,1.443230,1.444659
84000,1.442851,1.443331
85000,1.446312,1.443196
86000,1.442384,1.442662
87000,1.436359,1.441672
88000,1.440620,1.440917
89000,1.444666,1.441650
90000,1.438041,1.440508
91000,1.442728,1.439972
92000,1.444637,1.439595
93000,1.442040,1.439336
94000,1.438861,1.438678
95000,1.436642,1.439478
96000,1.434984,1.438294
97000,1.435608,1.437295
98000,1.443102,1.436939
99000,1.437430,1.436779
