step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.591070,0.362757,0.000000,6.605242,
1000,1.937902,0.422265,0.000000,1.880018,
2000,1.729752,0.450811,0.000000,1.716451,
3000,1.674071,0.465194,0.000000,1.673699,
4000,1.647252,0.474351,0.000000,1.644962,
5000,1.630424,0.481729,0.000000,1.629860,
6000,1.608277,0.487196,0.000000,1.604860,
7000,1.592275,0.491475,0.000000,1.591651,
8000,1.586095,0.494313,0.000000,1.581503,
9000,1.575505,0.496567,0.000000,1.573374,
10000,1.562173,0.497762,0.000000,1.564288,
11000,1.555658,0.498688,0.000000,1.562748,
12000,1.548597,0.499086,0.000000,1.555783,
13000,1.545963,0.499441,0.000000,1.542810,
14000,1.541423,0.499583,0.000000,1.541640,
15000,1.530333,0.499663,0.000000,1.534003,
16000,1.526028,0.499937,0.000000,1.530894,
17000,1.524602,0.500028,0.000000,1.521874,
18000,1.520231,0.499867,0.000000,1.521874,
19000,1.513053,0.499980,0.000000,1.516059,
20000,1.515226,0.499893,0.000000,1.511765,
21000,1.505518,0.499973,0.000000,1.509444,
22000,1.503784,0.499972,0.000000,1.502027,
23000,1.500647,0.499982,0.000000,1.500816,
24000,1.493336,0.499942,0.000000,1.496901,
25000,1.493767,0.499951,0.000000,1.493422,
26000,1.485597,0.499892,0.000000,1.489544,
27000,1.491285,0.499950,0.000000,1.486148,
28000,1.485259,0.499896,0.000000,1.484161,
29000,1.483935,0.499847,0.000000,1.480934,
30000,1.473758,0.499944,0.000000,1.479323,
31000,1.474141,0.499915,0.000000,1.475603,
32000,1.470304,0.499885,0.000000,1.472557,
33000,1.467359,0.499723,0.000000,1.470531,
34000,1.468583,0.499953,0.000000,1.468506,
35000,1.463235,0.499738,0.000000,1.465152,
36000,1.468396,0.500036,0.000000,1.463638,
37000,1.457640,0.499982,0.000000,1.461592,
38000,1.458117,0.500146,0.000000,1.459749,
39000,1.456812,0.499743,0.000000,1.459360,
40000,1.453086,0.499646,0.000000,1.455226,
41000,1.449981,0.499924,0.000000,1.454471,
42000,1.451807,0.500138,0.000000,1.453214,
43000,1.450103,0.500046,0.000000,1.451741,
44000,1.446152,0.499591,0.000000,1.449790,
45000,1.450151,0.500056,0.000000,1.449836,
46000,1.445182,0.500288,0.000000,1.447288,
47000,1.446018,0.500059,0.000000,1.446461,
48000,1.441758,0.499979,0.000000,1.445840,
49000,1.446467,0.499841,0.000000,1.445523,
