step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,5.545100,0.362850,0.000000,4.662622,
1000,1.987554,0.508935,0.000000,1.979686,
2000,1.871293,0.507604,0.000000,1.869544,
3000,1.831810,0.506791,0.000000,1.814392,
4000,1.789507,0.506186,0.000000,1.784457,
5000,1.754763,0.505645,0.000000,1.759187,
6000,1.736237,0.505346,0.000000,1.739274,
7000,1.718429,0.505130,0.000000,1.726024,
8000,1.709315,0.504844,0.000000,1.713023,
9000,1.694967,0.504582,0.000000,1.699585,
10000,1.680476,0.504328,0.000000,1.684751,
11000,1.677439,0.504279,0.000000,1.676672,
12000,1.648833,0.503995,0.000000,1.664381,
13000,1.652135,0.504017,0.000000,1.657017,
14000,1.638280,0.504044,0.000000,1.645028,
15000,1.641473,0.503654,0.000000,1.635216,
16000,1.617841,0.503648,0.000000,1.623668,
17000,1.614798,0.503493,0.000000,1.615112,
18000,1.605748,0.503596,0.000000,1.607423,
19000,1.598798,0.503480,0.000000,1.600754,
20000,1.591928,0.503609,0.000000,1.593319,
21000,1.581157,0.503353,0.000000,1.589235,
22000,1.579910,0.503265,0.000000,1.583558,
23000,1.583680,0.503358,0.000000,1.579537,
24000,1.573931,0.503538,0.000000,1.576657,
