step,train_loss,val_loss
0,5.573322,5.566766
1000,2.309220,2.278078
2000,1.903733,1.862780
3000,1.731147,1.716605
4000,1.671896,1.670360
5000,1.648915,1.650898
6000,1.640769,1.632645
7000,1.623055,1.631718
8000,1.631895,1.627717
9000,1.639037,1.623674
10000,1.591984,1.592750
11000,1.583381,1.585356
12000,1.577419,1.575842
13000,1.594062,1.577682
14000,1.572279,1.571896
15000,1.559043,1.560271
16000,1.561177,1.550738
17000,1.542596,1.542362
18000,1.533580,1.538460
19000,1.543409,1.536051
20000,1.543573,1.533429
21000,1.525713,1.528245
22000,1.540013,1.528822
23000,1.530028,1.527198
24000,1.523721,1.526839
