step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,4.264501,1.297694,18.748037,22.856930,23.766405,23.745232,25.202765,24.334642,0.956560,1.165939,1.212317,1.211296,1.285637,1.241106,16.162582,19.367893,18.734632,19.118410,21.322081,20.871704,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.50809884,3.75022340,4.39478874,4.28993416,4.99644375,3.97940946,2.12866378,0.88357896,0.69735950,0.70048046,0.48138079,0.54682600,5.58469607e-03,5.67637524e-03,5.69751672e-03,5.33587392e-03,5.19879349e-03,5.68771781e-03,5.91189926e-03
6000,4.206517,1.285478,18.434082,23.133266,24.120287,24.092243,25.738155,24.794123,0.940499,1.179982,1.230320,1.228954,1.312889,1.264423,15.961948,19.319448,18.636177,19.062235,21.415354,20.956959,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.44151437,3.85882258,4.54685116,4.43095207,5.26480627,4.18087673,2.37371039,0.90254474,0.69779605,0.69362926,0.45654878,0.51843208,5.61968408e-03,5.34965098e-03,5.82455890e-03,5.43498946e-03,5.28360810e-03,5.79017494e-03,6.03512209e-03
6500,4.176770,1.276819,18.211979,23.397511,24.463646,24.421116,26.247879,25.236958,0.929128,1.193408,1.247783,1.245689,1.338838,1.286887,15.783670,19.277151,18.550018,19.015854,21.496012,21.034609,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39729381,3.94337535,4.66597462,4.53840256,5.47929001,4.36855221,2.62790871,0.92386985,0.69738501,0.68825722,0.43736541,0.49412513,5.60684727e-03,4.99806600e-03,5.88451978e-03,5.49531821e-03,5.32175042e-03,5.83631918e-03,6.10511005e-03
7000,4.133643,1.267204,18.088535,23.660530,24.797594,24.743647,26.750031,25.672140,0.922797,1.206779,1.264774,1.262098,1.364402,1.308955,15.637790,19.233839,18.468727,18.978039,21.568336,21.106697,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.37470293,4.02825403,4.76477242,4.64596844,5.65982437,4.56282425,2.87845969,0.94015008,0.69706678,0.68205827,0.42017493,0.47099167,5.55259859e-03,4.64636274e-03,5.90918027e-03,5.50382398e-03,5.29873371e-03,5.82984928e-03,6.12764154e-03
7500,4.106904,1.258736,18.078800,23.904150,25.113213,25.053543,27.238857,26.098335,0.922275,1.219157,1.280833,1.277859,1.389292,1.330561,15.536733,19.193928,18.401255,18.948708,21.628340,21.183867,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.37763035,4.09702730,4.86170149,4.73261404,5.86746788,4.75337648,3.10589576,0.95612746,0.69432133,0.67501140,0.40255100,0.44990292,5.46680236e-03,4.29972261e-03,5.88545483e-03,5.47654275e-03,5.25016058e-03,5.77469217e-03,6.11424120e-03
8000,4.073228,1.251795,18.125252,24.143127,25.411501,25.349764,27.706923,26.509773,0.924618,1.231299,1.296017,1.292927,1.413121,1.351423,15.435651,19.161282,18.342342,18.924103,21.688061,21.244356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39103174,4.15950346,4.93226767,4.82137728,6.04927444,4.93648148,3.29206419,0.97103125,0.69234091,0.66848594,0.38733137,0.43109789,5.35982382e-03,3.95400403e-03,5.83690545e-03,5.41753415e-03,5.17864618e-03,5.70640294e-03,6.06545014e-03
8500,4.046075,1.244444,18.176252,24.359961,25.696857,25.627644,28.146421,26.898901,0.927197,1.242325,1.310537,1.307059,1.435491,1.371141,15.360171,19.134203,18.292849,18.908283,21.741148,21.303127,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.40568185,4.20742035,5.00337029,4.89841843,6.23061132,5.09869623,3.45477104,0.98545688,0.68948150,0.66092390,0.37335971,0.41551664,5.23208221e-03,3.59966978e-03,5.76384552e-03,5.34034288e-03,5.08233439e-03,5.61069278e-03,5.99560793e-03
9000,4.038440,1.239204,18.254461,24.569813,25.962395,25.897430,28.563257,27.265533,0.931158,1.252998,1.324045,1.320781,1.456707,1.389718,15.302100,19.110872,18.249916,18.895788,21.786814,21.356783,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42892587,4.26513624,5.05809498,4.99136400,6.39604950,5.25853205,3.57745934,0.99659675,0.68768519,0.65262812,0.36223230,0.40106711,5.09796470e-03,3.28848604e-03,5.67730889e-03,5.24148392e-03,4.97825909e-03,5.50176390e-03,5.90048637e-03
9500,4.000416,1.233454,18.338503,24.762810,26.207638,26.145273,28.958443,27.614265,0.935426,1.262805,1.336517,1.333375,1.476817,1.407393,15.249266,19.087694,18.216812,18.886353,21.831554,21.405228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45143497,4.31289482,5.11815310,5.05686092,6.55298615,5.40303612,3.66097665,1.00597882,0.68346578,0.64609033,0.35161886,0.38896015,4.96216700e-03,3.01428977e-03,5.57356700e-03,5.13653550e-03,4.86263772e-03,5.38936723e-03,5.79660479e-03
10000,3.987359,1.228156,18.418354,24.945223,26.432013,26.375639,29.318630,27.938894,0.939477,1.272079,1.347936,1.345099,1.495152,1.423849,15.215154,19.067284,18.191553,18.883251,21.872194,21.451057,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.47535229,4.36683273,5.16628885,5.12540627,6.70237160,5.54551268,3.72774506,1.01257777,0.68113816,0.63880378,0.34193152,0.37776580,4.82878667e-03,2.80561461e-03,5.45969000e-03,5.02032181e-03,4.74086963e-03,5.26057323e-03,5.68565074e-03
10500,3.995580,1.223340,18.489313,25.105949,26.638128,26.583279,29.644575,28.239721,0.943080,1.280256,1.358424,1.355660,1.511744,1.439097,15.187867,19.050583,18.171959,18.878527,21.906658,21.491392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.49686706,4.41044140,5.21538782,5.19013166,6.83533382,5.68752623,3.78054738,1.02088428,0.67754108,0.63229126,0.33343887,0.36751711,4.69501375e-03,2.59931036e-03,5.33899153e-03,4.90877777e-03,4.61944845e-03,5.13204746e-03,5.57150692e-03
11000,3.939770,1.219210,18.561899,25.255575,26.827705,26.777578,29.944279,28.503771,0.946763,1.287867,1.368073,1.365540,1.527001,1.452486,15.174896,19.035812,18.155115,18.878153,21.941187,21.527119,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.51999211,4.45738745,5.26681614,5.25349092,6.96351576,5.79776812,3.81036353,1.02647281,0.67343694,0.62529808,0.32621408,0.35964319,4.56131603e-03,2.41511711e-03,5.22009749e-03,4.78897011e-03,4.49823868e-03,4.99847531e-03,5.44699747e-03
11500,3.928999,1.215355,18.642176,25.393719,26.996586,26.951496,30.209597,28.744375,0.950846,1.294895,1.376665,1.374384,1.540504,1.464684,15.162773,19.023081,18.142134,18.879368,21.970036,21.556688,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.54555559,4.50393486,5.31120253,5.31737661,7.08469963,5.90551853,3.82053399,1.02973485,0.66949636,0.61868680,0.31962782,0.35220483,4.43757869e-03,2.25198315e-03,5.10782795e-03,4.67631035e-03,4.38255444e-03,4.87360172e-03,5.33319451e-03
12000,3.922234,1.212034,18.716394,25.514885,27.144915,27.103975,30.443207,28.955788,0.954613,1.301061,1.384218,1.382141,1.552391,1.475399,15.146286,19.012579,18.131462,18.882772,21.999422,21.583958,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57047713,4.54861593,5.35023546,5.36546612,7.19263840,5.98946714,3.81530046,1.03286469,0.66608274,0.61408430,0.31415066,0.34659615,4.31973441e-03,2.11309362e-03,4.99802548e-03,4.56944667e-03,4.27272590e-03,4.75064432e-03,5.21447044e-03
12500,3.898232,1.208904,18.795626,25.621935,27.279673,27.240799,30.651407,29.144243,0.958638,1.306508,1.391080,1.389101,1.562992,1.484959,15.143833,19.001471,18.125540,18.887026,22.021261,21.609001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.59578264,4.58315039,5.39088964,5.41753340,7.29413986,6.06838751,3.79582500,1.03575099,0.66204953,0.60930026,0.30933028,0.34145018,4.21527447e-03,1.99559331e-03,4.89785895e-03,4.47396701e-03,4.17426974e-03,4.64086002e-03,5.10909781e-03
13000,3.883147,1.205853,18.867109,25.716759,27.395229,27.360489,30.836287,29.306820,0.962275,1.311332,1.396964,1.395189,1.572401,1.493204,15.144312,18.993322,18.119534,18.889853,22.041847,21.628321,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.61976135,4.61974382,5.42659664,5.45910025,7.38351679,6.13685274,3.77614522,1.03749168,0.65845436,0.60503787,0.30525571,0.33713147,4.12050479e-03,1.89224631e-03,4.80803940e-03,4.38588019e-03,4.08381782e-03,4.54137893e-03,5.01166610e-03
13500,3.880577,1.203477,18.935986,25.800634,27.496456,27.464260,30.992615,29.450272,0.965775,1.315601,1.402117,1.400468,1.580358,1.500479,15.148108,18.986895,18.114416,18.893974,22.060957,21.643970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.64315605,4.65548611,5.45880127,5.49653435,7.45089865,6.19762754,3.75085044,1.03781271,0.65536451,0.60142738,0.30205873,0.33340243,4.03741276e-03,1.80422061e-03,4.72838897e-03,4.30847472e-03,4.00354620e-03,4.45450936e-03,4.92533669e-03
14000,3.859737,1.201237,18.999676,25.872673,27.584938,27.557661,31.130690,29.575396,0.969015,1.319268,1.406625,1.405218,1.587387,1.506827,15.147255,18.979624,18.111055,18.897827,22.076307,21.658504,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.66456211,4.68896294,5.48576164,5.53511381,7.51952410,6.25357103,3.72562218,1.03877890,0.65295649,0.59778833,0.29880914,0.33003369,3.96466822e-03,1.72776822e-03,4.65775607e-03,4.24019108e-03,3.93615896e-03,4.37743915e-03,4.84869583e-03
14500,3.845046,1.199557,19.061152,25.937263,27.662590,27.640244,31.251791,29.682749,0.972141,1.322557,1.410577,1.409419,1.593552,1.512276,15.151239,18.974670,18.107588,18.900331,22.090286,21.669947,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.68487585,4.72031069,5.51443291,5.57181454,7.58210707,6.29688072,3.69808626,1.03910279,0.65054709,0.59448564,0.29624853,0.32737258,3.90256093e-03,1.66251941e-03,4.59771696e-03,4.18275781e-03,3.87795246e-03,4.31276439e-03,4.78165457e-03
15000,3.848316,1.198171,19.114985,25.995596,27.730946,27.713156,31.359310,29.779663,0.974881,1.325524,1.414056,1.413128,1.599026,1.517194,15.155909,18.968874,18.106024,18.903391,22.102110,21.680641,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.70274043,4.75077677,5.54097986,5.60416603,7.63853455,6.33629656,3.67396045,1.03914797,0.64840370,0.59177065,0.29406622,0.32514584,3.84967310e-03,1.60556578e-03,4.54767607e-03,4.13358584e-03,3.82800959e-03,4.25676443e-03,4.72643692e-03
15500,3.837487,1.196835,19.171162,26.048885,27.793097,27.780052,31.456669,29.869665,0.977737,1.328237,1.417222,1.416533,1.603982,1.521761,15.160627,18.964092,18.104704,18.906183,22.113796,21.689632,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.72111762,4.77942753,5.56247759,5.63354635,7.68383551,6.37622452,3.64544940,1.03921020,0.64662784,0.58929139,0.29210705,0.32285401,3.80408127e-03,1.55712385e-03,4.50477842e-03,4.09066025e-03,3.78545886e-03,4.20734240e-03,4.67912387e-03
16000,3.831322,1.196248,19.224794,26.099665,27.853327,27.844204,31.550230,29.955639,0.980467,1.330824,1.420289,1.419797,1.608745,1.526123,15.167878,18.959923,18.102730,18.907997,22.124617,21.699921,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.73806107,4.80762053,5.58346748,5.66299486,7.73453856,6.41439581,3.62003398,1.03964198,0.64508349,0.58688289,0.29002616,0.32066929,3.76448384e-03,1.51478476e-03,4.46622772e-03,4.05411562e-03,3.74844973e-03,4.16520983e-03,4.63811541e-03
