step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
8000,3.958617,1.219334,19.607843,19.597242,19.612570,19.606112,19.591101,19.430109,1.000475,0.999863,1.000558,1.000269,0.999509,0.991233,13.709706,18.173681,21.673567,20.208378,20.326887,22.488697
8500,3.926488,1.212452,19.607815,19.595903,19.612738,19.605583,19.589264,19.419167,1.000466,0.999785,1.000556,1.000234,0.999405,0.990659,13.597367,18.103207,21.703024,20.212976,20.341145,22.586588
9000,3.913866,1.206482,19.608353,19.595316,19.612530,19.604988,19.589081,19.409859,1.000489,0.999751,1.000533,1.000195,0.999389,0.990169,13.509518,18.043385,21.733885,20.218662,20.354103,22.674696
9500,3.871292,1.200541,19.608528,19.594177,19.611971,19.604927,19.588293,19.400105,1.000491,0.999688,1.000500,1.000186,0.999338,0.989656,13.441855,17.996138,21.767633,20.227884,20.372087,22.757238
10000,3.853152,1.195451,19.608875,19.593861,19.611366,19.604853,19.588026,19.393436,1.000508,0.999666,1.000461,1.000175,0.999323,0.989304,13.389732,17.956177,21.801270,20.238131,20.394154,22.832848
10500,3.860263,1.190904,19.609009,19.593456,19.611458,19.604500,19.587568,19.387634,1.000512,0.999642,1.000456,1.000151,0.999298,0.989000,13.348497,17.918358,21.827829,20.249069,20.414579,22.901363
11000,3.799593,1.186641,19.609285,19.592697,19.611362,19.604158,19.586823,19.381060,1.000523,0.999598,1.000451,1.000133,0.999258,0.988656,13.319795,17.891087,21.855455,20.263933,20.438322,22.967381
11500,3.786729,1.182498,19.609123,19.592445,19.611370,19.603802,19.586493,19.375340,1.000514,0.999583,1.000448,1.000111,0.999236,0.988355,13.306108,17.868172,21.881708,20.275305,20.456453,23.024622
12000,3.777819,1.178814,19.609375,19.591913,19.611265,19.603134,19.585436,19.370058,1.000527,0.999554,1.000439,1.000072,0.999181,0.988076,13.298320,17.853495,21.905254,20.288376,20.478640,23.074392
12500,3.752536,1.175591,19.609308,19.591454,19.611462,19.602987,19.584930,19.367531,1.000522,0.999528,1.000449,1.000064,0.999151,0.987943,13.293451,17.840763,21.925436,20.300081,20.495007,23.118059
13000,3.734802,1.173146,19.609350,19.591585,19.611330,19.602818,19.584560,19.364767,1.000524,0.999533,1.000439,1.000055,0.999130,0.987797,13.296935,17.833553,21.943996,20.313128,20.509382,23.157742
13500,3.729386,1.170672,19.609419,19.591375,19.611172,19.602753,19.584320,19.362213,1.000525,0.999521,1.000430,1.000052,0.999115,0.987662,13.300987,17.826054,21.960218,20.322952,20.524853,23.188883
14000,3.707547,1.168619,19.609365,19.591200,19.611004,19.602407,19.583946,19.360136,1.000523,0.999511,1.000421,1.000032,0.999095,0.987553,13.305119,17.821499,21.975237,20.335342,20.538406,23.218138
14500,3.689491,1.167185,19.609455,19.591021,19.610823,19.602509,19.583868,19.358519,1.000528,0.999502,1.000412,1.000036,0.999091,0.987468,13.311471,17.816393,21.987930,20.343878,20.550247,23.244141
15000,3.691927,1.165637,19.609539,19.591137,19.610567,19.602499,19.583843,19.357100,1.000532,0.999508,1.000399,1.000035,0.999090,0.987394,13.317006,17.814342,21.999418,20.352856,20.560673,23.265791
15500,3.681857,1.164838,19.609570,19.590912,19.610477,19.602594,19.583612,19.356239,1.000533,0.999495,1.000393,1.000039,0.999078,0.987350,13.321809,17.812859,22.012514,20.360201,20.571495,23.287779
16000,3.675689,1.163912,19.609583,19.590900,19.610456,19.602638,19.583534,19.354891,1.000534,0.999495,1.000391,1.000041,0.999074,0.987279,13.327480,17.811024,22.024462,20.368385,20.581562,23.309208
