step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
500,6.904751,1.962190,19.596836,19.599606,19.599239,19.600182,19.598644,19.596926,1.000046,1.000187,1.000169,1.000216,1.000138,1.000051,19.667725,19.650072,19.656094,19.667772,19.671511,19.657797
1000,5.745060,1.717457,19.598516,19.605061,19.603876,19.603121,19.601677,19.598549,1.000130,1.000463,1.000402,1.000363,1.000290,1.000130,19.529541,19.660065,19.687616,19.713343,19.754803,19.742428
1500,5.263146,1.587998,19.600471,19.608488,19.607594,19.606161,19.602823,19.597519,1.000226,1.000631,1.000583,1.000510,1.000338,1.000068,19.139429,19.640169,19.696730,19.767126,19.846310,19.908655
2000,4.946649,1.498331,19.602425,19.609842,19.609270,19.607790,19.602602,19.592873,1.000317,1.000685,1.000652,1.000578,1.000307,0.999817,18.501394,19.591589,19.752111,19.873201,19.972969,20.195345
2500,4.724860,1.433354,19.603006,19.609922,19.610172,19.607845,19.602146,19.585125,1.000338,1.000672,1.000678,1.000561,1.000263,0.999403,17.813231,19.515589,20.143618,20.004049,20.095402,20.516062
3000,4.538928,1.381255,19.603493,19.608438,19.611301,19.607510,19.601748,19.574343,1.000351,1.000579,1.000711,1.000524,1.000221,0.998830,17.151344,19.383652,20.615068,20.108006,20.168747,20.794571
3500,4.406026,1.344921,19.604584,19.608274,19.611462,19.607317,19.600655,19.562243,1.000396,1.000552,1.000694,1.000494,1.000146,0.998189,16.543913,19.233046,20.898748,20.166592,20.205677,21.033848
4000,4.328656,1.318916,19.604959,19.607294,19.612217,19.607042,19.598770,19.549017,1.000402,1.000481,1.000708,1.000457,1.000025,0.997492,16.009886,19.082027,21.090378,20.199385,20.229429,21.254679
4500,4.253033,1.298123,19.605663,19.607054,19.613100,19.607805,19.597652,19.534184,1.000428,1.000454,1.000727,1.000473,0.999947,0.996711,15.539852,18.939028,21.222410,20.214354,20.247507,21.453421
5000,4.204740,1.281959,19.606045,19.605289,19.613634,19.607517,19.596960,19.519426,1.000435,1.000348,1.000734,1.000439,0.999896,0.995935,15.126132,18.799564,21.335690,20.222498,20.260376,21.644199
5500,4.167936,1.266863,19.606398,19.604143,19.612663,19.607197,19.595451,19.503937,1.000442,1.000275,1.000659,1.000401,0.999803,0.995120,14.771705,18.665640,21.419674,20.219866,20.274103,21.823048
6000,4.107861,1.254871,19.606754,19.602505,19.613707,19.607027,19.594355,19.487881,1.000449,1.000175,1.000692,1.000373,0.999728,0.994274,14.473086,18.546261,21.487543,20.218859,20.286659,21.979931
6500,4.075504,1.244457,19.607513,19.601217,19.613037,19.605959,19.593758,19.472088,1.000480,1.000097,1.000634,1.000301,0.999687,0.993445,14.222713,18.437313,21.546566,20.216063,20.294630,22.128983
7000,4.028710,1.235334,19.607527,19.599630,19.614050,19.606768,19.592974,19.457262,1.000475,1.000002,1.000669,1.000326,0.999630,0.992663,14.017273,18.338221,21.594034,20.208555,20.304375,22.259567
7500,3.998378,1.226758,19.607925,19.597561,19.612793,19.606865,19.592497,19.442892,1.000486,0.999885,1.000586,1.000319,0.999592,0.991907,13.846653,18.249281,21.635187,20.209169,20.309999,22.375727
