step,train_loss,val_loss
0,5.537586,5.522927
1000,2.076452,1.995235
2000,1.741098,1.726252
3000,1.623101,1.611887
4000,1.550649,1.548711
5000,1.516510,1.514652
6000,1.487925,1.493020
7000,1.483886,1.473293
8000,1.456306,1.457482
9000,1.451522,1.441957
10000,1.436027,1.431728
11000,1.427083,1.417205
12000,1.414365,1.411178
13000,1.396515,1.398536
14000,1.389312,1.391155
15000,1.380743,1.382574
16000,1.373263,1.374843
17000,1.374868,1.368425
18000,1.361279,1.361915
19000,1.360156,1.356255
20000,1.351501,1.352564
21000,1.347878,1.348265
22000,1.348305,1.345045
23000,1.331352,1.341938
24000,1.337219,1.338968
