step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
500,7.050381,2.009685,19.600502,19.600510,19.600037,19.599255,19.597721,19.597816,1.000230,1.000232,1.000208,1.000169,1.000091,1.000095,19.708914,19.694397,19.666546,19.656246,19.656971,19.646627
1000,5.887779,1.759708,19.601719,19.606298,19.607428,19.604258,19.604383,19.602329,1.000289,1.000523,1.000579,1.000419,1.000425,1.000320,19.625904,19.724777,19.680622,19.687897,19.719212,19.696135
1500,5.379709,1.621417,19.602842,19.615122,19.616602,19.611580,19.611023,19.605576,1.000338,1.000961,1.001031,1.000778,1.000748,1.000472,19.395151,19.729548,19.614107,19.629213,19.727074,19.760382
2000,5.053229,1.532308,19.603634,19.619343,19.624317,19.617180,19.614811,19.599735,1.000364,1.001153,1.001392,1.001037,1.000909,1.000150,19.030569,19.738400,19.474897,19.508625,19.720627,19.880415
2500,4.853320,1.476238,19.604116,19.622808,19.629665,19.620556,19.615940,19.586790,1.000370,1.001304,1.001625,1.001178,1.000928,0.999466,18.639288,19.744507,19.324133,19.390186,19.742800,20.078691
3000,4.705824,1.431477,19.596191,19.623919,19.631527,19.622549,19.613218,19.568556,0.999946,1.001330,1.001682,1.001235,1.000720,0.998507,18.204695,19.723259,19.175961,19.287769,19.807827,20.434101
3500,4.556627,1.388485,19.409199,19.624195,19.634035,19.618301,19.602400,19.544952,0.989710,1.001316,1.001764,1.000919,1.000028,0.997269,17.742636,19.677691,19.010454,19.195827,19.891718,20.912281
4000,4.463412,1.359614,19.117979,19.624638,19.635431,19.612503,19.587317,19.519598,0.973481,1.001318,1.001792,1.000492,0.999090,0.995943,17.320068,19.651348,18.857565,19.100679,19.937937,21.268673
4500,4.378991,1.336276,18.848448,19.623112,19.635523,19.604259,19.573792,19.495874,0.958265,1.001210,1.001750,0.999916,0.998216,0.994694,16.923830,19.628845,18.734953,19.012266,19.981636,21.539137
5000,4.327012,1.320002,18.659487,19.621656,19.636465,19.595808,19.558699,19.473839,0.947132,1.001108,1.001748,0.999313,0.997256,0.993534,16.568920,19.608625,18.637547,18.944818,20.037842,21.764397
