step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
5500,4.287926,1.303507,18.493681,19.619465,19.638802,19.586800,19.545238,19.453148,0.937444,1.000967,1.001813,0.998680,0.996395,0.992444,16.249275,19.595280,18.556751,18.888252,20.093349,21.946739
6000,4.227395,1.292935,18.371323,19.617563,19.638969,19.578011,19.529312,19.430956,0.930326,1.000839,1.001774,0.998063,0.995387,0.991274,15.966800,19.583866,18.507643,18.840178,20.146486,22.110046
6500,4.194149,1.281633,18.251755,19.615038,19.640053,19.569601,19.516685,19.412933,0.923468,1.000672,1.001793,0.997444,0.994538,0.990323,15.716894,19.578005,18.472593,18.802553,20.199163,22.256117
7000,4.150433,1.272989,18.121174,19.611565,19.641068,19.562283,19.503822,19.394104,0.916122,1.000460,1.001804,0.996912,0.993704,0.989331,15.511699,19.575981,18.455177,18.770264,20.252443,22.384972
7500,4.122223,1.264842,17.996971,19.607138,19.640955,19.555737,19.493896,19.376324,0.909039,1.000196,1.001760,0.996414,0.993049,0.988394,15.337130,19.573009,18.452845,18.752615,20.305281,22.504341
8000,4.088125,1.257097,17.853586,19.605558,19.640917,19.548990,19.485434,19.359692,0.900798,1.000079,1.001717,0.995937,0.992477,0.987516,15.192567,19.577940,18.455755,18.736715,20.352095,22.609591
8500,4.060203,1.251059,17.624977,19.601530,19.640745,19.544031,19.476755,19.345451,0.887768,0.999846,1.001673,0.995562,0.991901,0.986760,15.085877,19.580338,18.464359,18.728991,20.403261,22.705982
9000,4.052219,1.244256,17.317530,19.600262,19.640272,19.539757,19.470716,19.332952,0.870704,0.999757,1.001621,0.995264,0.991489,0.986094,14.991196,19.587759,18.479076,18.726763,20.448769,22.787861
9500,4.013389,1.238944,17.072374,19.597523,19.640684,19.536572,19.463755,19.321043,0.856908,0.999594,1.001618,0.995013,0.991019,0.985465,14.926284,19.592327,18.496065,18.727737,20.493818,22.873327
10000,3.998088,1.233911,16.881432,19.595320,19.640432,19.533154,19.459515,19.310535,0.846086,0.999465,1.001592,0.994778,0.990731,0.984905,14.875355,19.597576,18.516365,18.727652,20.533407,22.944695
10500,4.007067,1.229051,16.733915,19.593103,19.640688,19.532930,19.453796,19.301430,0.837705,0.999339,1.001594,0.994719,0.990368,0.984419,14.842968,19.602135,18.531349,18.734529,20.572716,23.011063
11000,3.949615,1.225623,16.629925,19.591673,19.640230,19.531185,19.452351,19.294468,0.831693,0.999255,1.001559,0.994586,0.990234,0.984046,14.821446,19.608492,18.547276,18.743006,20.609140,23.072577
11500,3.938279,1.221584,16.551760,19.591003,19.640678,19.530422,19.450441,19.287100,0.827170,0.999215,1.001571,0.994510,0.990081,0.983654,14.807203,19.614626,18.566710,18.751427,20.642002,23.128824
12000,3.931552,1.218196,16.493471,19.590145,19.640923,19.529097,19.449160,19.280836,0.823791,0.999163,1.001577,0.994405,0.989969,0.983325,14.799548,19.620192,18.584698,18.758116,20.672918,23.177019
12500,3.908782,1.214523,16.450769,19.589811,19.640993,19.528563,19.447790,19.276722,0.821312,0.999138,1.001578,0.994352,0.989866,0.983104,14.803691,19.624971,18.599775,18.766254,20.701340,23.217804
13000,3.894297,1.212475,16.420795,19.589499,19.640461,19.527622,19.445602,19.272898,0.819566,0.999119,1.001549,0.994287,0.989726,0.982901,14.807241,19.630758,18.614586,18.775513,20.724823,23.254213
13500,3.892230,1.210363,16.398882,19.589293,19.640446,19.527285,19.445126,19.270142,0.818295,0.999105,1.001547,0.994256,0.989676,0.982753,14.815420,19.634232,18.630627,18.783216,20.746552,23.285797
14000,3.873326,1.207912,16.383442,19.588593,19.640154,19.526974,19.443649,19.266958,0.817395,0.999067,1.001529,0.994229,0.989579,0.982583,14.823470,19.638109,18.643536,18.792253,20.766830,23.314053
14500,3.859324,1.206681,16.371914,19.588264,19.639992,19.526964,19.443277,19.264591,0.816727,0.999049,1.001519,0.994223,0.989549,0.982458,14.830848,19.641378,18.656914,18.799994,20.785036,23.338720
15000,3.864135,1.205148,16.363050,19.588137,19.639893,19.527079,19.442663,19.262300,0.816218,0.999042,1.001514,0.994226,0.989508,0.982336,14.839689,19.644789,18.667818,18.806999,20.800755,23.359331
15500,3.854402,1.204314,16.356218,19.587774,19.640059,19.527082,19.442308,19.260105,0.815822,0.999022,1.001523,0.994223,0.989478,0.982219,14.848674,19.648211,18.677763,18.813547,20.814924,23.380541
16000,3.849788,1.203936,16.350168,19.587807,19.639990,19.527079,19.441900,19.258173,0.815473,0.999024,1.001519,0.994218,0.989448,0.982114,14.858271,19.650688,18.687389,18.819948,20.829002,23.399145
