step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
500,7.039860,2.006310,19.677402,19.609854,19.608759,19.607668,19.608910,19.608032,1.004155,1.000709,1.000653,1.000598,1.000662,1.000617,19.711319,19.694168,19.667206,19.660286,19.659771,19.649824,2.39463135e-04,6.12088654e-04,1.94273933e-04,1.65103702e-04,1.56323396e-04,1.54087538e-04,1.54901587e-04
1000,5.889506,1.759988,19.698000,19.620125,19.620701,19.615904,19.617649,19.611858,1.005203,1.001229,1.001258,1.001014,1.001102,1.000808,19.627508,19.730291,19.690424,19.695065,19.723986,19.709768,1.19974650e-03,1.50741101e-03,1.14135758e-03,1.09081203e-03,1.11794809e-03,1.16761425e-03,1.17333606e-03
1500,5.383619,1.623103,19.671755,19.610462,19.618160,19.606003,19.600704,19.579102,1.003856,1.000726,1.001115,1.000493,1.000224,0.999126,19.401791,19.745554,19.636423,19.647680,19.709311,19.799711,3.58608493e-03,3.53075191e-03,3.48769641e-03,3.53911589e-03,3.60529334e-03,3.71367601e-03,3.63997603e-03
2000,5.055047,1.532599,19.583494,19.570692,19.587364,19.562769,19.543806,19.500170,0.999341,0.998677,0.999517,0.998265,0.997296,0.995079,19.060478,19.774597,19.518610,19.552015,19.651772,19.962343,7.28677919e-03,6.52384851e-03,7.22695095e-03,7.41774682e-03,7.48453196e-03,7.63619086e-03,7.43140606e-03
2500,4.850657,1.474773,19.465542,19.517143,19.537542,19.501711,19.464607,19.400198,0.993309,0.995924,0.996951,0.995121,0.993227,0.989950,18.683052,19.798254,19.398911,19.458410,19.597853,20.248102,1.09605890e-02,9.27672070e-03,1.09920464e-02,1.13268467e-02,1.13813682e-02,1.15470914e-02,1.12394607e-02
3000,4.681813,1.424076,19.331480,19.452322,19.473248,19.420469,19.366556,19.284086,0.986456,0.992594,0.993644,0.990954,0.988194,0.983982,18.248095,19.795700,19.288862,19.369358,19.539322,20.768087,1.44674640e-02,1.17260413e-02,1.46379024e-02,1.51019786e-02,1.51084941e-02,1.52631393e-02,1.49672283e-02
3500,4.535642,1.382317,19.188162,19.376062,19.402239,19.333374,19.263779,19.158697,0.979134,0.988680,0.989995,0.986493,0.982920,0.977531,17.797134,19.791271,19.159458,19.295090,19.498194,21.235264,1.78071666e-02,1.38535956e-02,1.81042422e-02,1.87543985e-02,1.86826847e-02,1.88152604e-02,1.86328180e-02
4000,4.447778,1.354369,19.039881,19.299997,19.327658,19.244421,19.159189,19.035189,0.971548,0.984777,0.986164,0.981932,0.977564,0.971169,17.377062,19.791124,19.045004,19.238937,19.465300,21.597261,2.09752573e-02,1.56897400e-02,2.14068443e-02,2.22559143e-02,2.21036673e-02,2.22208314e-02,2.21745465e-02
4500,4.367782,1.332655,18.890894,19.223679,19.253693,19.155457,19.056610,18.909864,0.963941,0.980864,0.982367,0.977362,0.972301,0.964705,17.000408,19.788954,18.946123,19.196951,19.449141,21.877604,2.39504774e-02,1.72710642e-02,2.45257616e-02,2.55704597e-02,2.53420807e-02,2.54310034e-02,2.55624950e-02
5000,4.317449,1.315948,18.744343,19.151829,19.181871,19.071308,18.956064,18.787952,0.956455,0.977182,0.978676,0.973046,0.967154,0.958413,16.655966,19.793251,18.859505,19.162186,19.441483,22.120342,2.67038736e-02,1.86414756e-02,2.74123270e-02,2.86849793e-02,2.83610858e-02,2.84011792e-02,2.87221950e-02
5500,4.279653,1.301700,18.603062,19.083862,19.108944,18.989574,18.856258,18.667801,0.949232,0.973700,0.974927,0.968858,0.962040,0.952207,16.354631,19.798534,18.783176,19.144674,19.437885,22.326681,2.92342054e-02,1.98232420e-02,3.01029701e-02,3.15411612e-02,3.11379470e-02,3.11256163e-02,3.16742957e-02
6000,4.219868,1.289228,18.468462,19.017735,19.042427,18.907766,18.760670,18.555220,0.942356,0.970310,0.971508,0.964665,0.957139,0.946386,16.102022,19.805342,18.725632,19.131611,19.438473,22.515720,3.15249423e-02,2.08109524e-02,3.25486735e-02,3.41699570e-02,3.36510129e-02,3.36130001e-02,3.43560576e-02
6500,4.186592,1.279113,18.340443,18.954803,18.980623,18.830364,18.667236,18.448416,0.935809,0.967081,0.968338,0.960706,0.952354,0.940867,15.895657,19.816231,18.677029,19.123301,19.440857,22.684540,3.35702859e-02,2.16269642e-02,3.47476490e-02,3.65398452e-02,3.59148048e-02,3.58261093e-02,3.67663428e-02
7000,4.143414,1.270166,18.221832,18.897757,18.919060,18.757092,18.581987,18.346739,0.929749,0.964159,0.965172,0.956954,0.947988,0.935607,15.727634,19.829645,18.637430,19.125803,19.449686,22.832220,3.53877271e-02,2.22962312e-02,3.67029160e-02,3.86588052e-02,3.79315726e-02,3.78124230e-02,3.89244147e-02
7500,4.114848,1.262128,18.114269,18.845943,18.863419,18.686287,18.501196,18.252573,0.924254,0.961501,0.962322,0.953326,0.943855,0.930734,15.593277,19.838833,18.615778,19.131170,19.467194,22.973501,3.69847144e-02,2.28579901e-02,3.84222865e-02,4.05243263e-02,3.97004634e-02,3.95582654e-02,4.08449546e-02
8000,4.078768,1.254926,18.016916,18.799612,18.813309,18.623041,18.427446,18.165356,0.919280,0.959122,0.959751,0.950089,0.940082,0.926222,15.487970,19.847370,18.596563,19.140709,19.485859,23.097748,3.83670460e-02,2.32948586e-02,3.99379954e-02,4.21494991e-02,4.12487350e-02,4.10628207e-02,4.25083674e-02
8500,4.049766,1.247823,17.927843,18.758278,18.768816,18.565290,18.358786,18.084515,0.914734,0.957004,0.957463,0.947134,0.936569,0.922038,15.417396,19.857992,18.585796,19.156507,19.506407,23.210791,3.95422392e-02,2.36200020e-02,4.12125140e-02,4.35648188e-02,4.25734036e-02,4.23453338e-02,4.39373627e-02
9000,4.040852,1.241172,17.850950,18.722164,18.726851,18.513599,18.297079,18.012459,0.910806,0.955154,0.955315,0.944490,0.933409,0.918315,15.360516,19.867891,18.575001,19.172823,19.527199,23.307180,4.05392799e-02,2.38584671e-02,4.23245095e-02,4.47775051e-02,4.36967053e-02,4.34248447e-02,4.51536477e-02
9500,4.002691,1.235473,17.784048,18.691853,18.693727,18.467653,18.241541,17.945665,0.907386,0.953602,0.953617,0.942140,0.930565,0.914857,15.324004,19.875633,18.576141,19.192329,19.546469,23.400579,4.13683392e-02,2.40202285e-02,4.32496294e-02,4.57987413e-02,4.46415208e-02,4.43282500e-02,4.61716652e-02
10000,3.986381,1.230481,17.727804,18.666645,18.663898,18.427431,18.192684,17.886272,0.904513,0.952309,0.952088,0.940080,0.928068,0.911782,15.303727,19.880507,18.580635,19.209139,19.571501,23.486937,4.20467276e-02,2.41219252e-02,4.40188199e-02,4.66443598e-02,4.54177260e-02,4.50626910e-02,4.70148437e-02
10500,3.995354,1.225689,17.679825,18.647820,18.638445,18.393829,18.149139,17.832237,0.902064,0.951345,0.950783,0.938360,0.925842,0.908990,15.297051,19.888720,18.584599,19.229416,19.593204,23.558233,4.25918140e-02,2.41802298e-02,4.46555465e-02,4.73328345e-02,4.60452512e-02,4.56491262e-02,4.76878956e-02
11000,3.938026,1.221853,17.640816,18.631016,18.618027,18.363863,18.111542,17.785105,0.900072,0.950484,0.949739,0.936825,0.923917,0.906551,15.294513,19.895149,18.590063,19.250061,19.616753,23.628784,4.30224681e-02,2.42003575e-02,4.51770648e-02,4.79034595e-02,4.65433151e-02,4.61088642e-02,4.82017472e-02
11500,3.925576,1.217743,17.609976,18.619295,18.601202,18.339436,18.080233,17.744942,0.898497,0.949882,0.948875,0.935578,0.922319,0.904480,15.303725,19.901541,18.595957,19.268896,19.634684,23.690334,4.33602945e-02,2.42015701e-02,4.56014834e-02,4.83583659e-02,4.69299294e-02,4.64664921e-02,4.86039259e-02
12000,3.919180,1.214063,17.586302,18.609581,18.587234,18.318188,18.052536,17.710287,0.897286,0.949385,0.948157,0.934493,0.920899,0.902695,15.316628,19.908438,18.603487,19.287371,19.654060,23.747515,4.36129645e-02,2.41923966e-02,4.59231809e-02,4.87021431e-02,4.72219512e-02,4.67292964e-02,4.89088185e-02
12500,3.895217,1.210931,17.568222,18.602768,18.576513,18.301308,18.028809,17.679985,0.896363,0.949036,0.947606,0.933630,0.919687,0.901130,15.330740,19.914146,18.611450,19.302624,19.673256,23.793995,4.38078921e-02,2.41795033e-02,4.61770706e-02,4.89790589e-02,4.74466085e-02,4.69278172e-02,4.91372943e-02
13000,3.880935,1.208594,17.554113,18.598396,18.568140,18.286709,18.009712,17.654104,0.895642,0.948812,0.947179,0.932884,0.918709,0.899795,15.345389,19.921259,18.619425,19.318892,19.686361,23.836458,4.39520876e-02,2.41632313e-02,4.63770926e-02,4.91837300e-02,4.76133078e-02,4.70772758e-02,4.92978878e-02
13500,3.877523,1.206116,17.544428,18.595730,18.561075,18.274948,17.993834,17.632654,0.895147,0.948677,0.946819,0.932283,0.917900,0.898690,15.362354,19.924997,18.627203,19.332397,19.702219,23.872786,4.40612019e-02,2.41550989e-02,4.65345681e-02,4.93412167e-02,4.77380380e-02,4.71817516e-02,4.94165383e-02
14000,3.858275,1.204209,17.538033,18.593536,18.555450,18.265131,17.980209,17.614559,0.894820,0.948564,0.946530,0.931781,0.917205,0.897758,15.378490,19.928558,18.634651,19.346796,19.715506,23.903952,4.41430410e-02,2.41512507e-02,4.66520488e-02,4.94643524e-02,4.78315577e-02,4.72569875e-02,4.95020486e-02
14500,3.843942,1.202681,17.533976,18.592226,18.551346,18.256996,17.968971,17.598803,0.894612,0.948496,0.946321,0.931366,0.916631,0.896949,15.393547,19.932255,18.641485,19.358374,19.727228,23.931784,4.42067205e-02,2.41509676e-02,4.67484258e-02,4.95633557e-02,4.79025431e-02,4.73125726e-02,4.95624579e-02
15000,3.848271,1.201205,17.531172,18.591406,18.547806,18.250252,17.959681,17.584723,0.894469,0.948454,0.946140,0.931020,0.916158,0.896223,15.409044,19.935406,18.648026,19.367590,19.737726,23.955477,4.42597248e-02,2.41542067e-02,4.68305908e-02,4.96445522e-02,4.79618907e-02,4.73574921e-02,4.96096164e-02
15500,3.838474,1.200317,17.529552,18.591311,18.545048,18.244377,17.950827,17.571604,0.894385,0.948447,0.945998,0.930719,0.915706,0.895546,15.424975,19.938570,18.654123,19.377071,19.748081,23.979273,4.43046329e-02,2.41639949e-02,4.69025224e-02,4.97136489e-02,4.80115078e-02,4.73913215e-02,4.96448018e-02
16000,3.833161,1.199672,17.528702,18.591404,18.542517,18.238859,17.943096,17.559469,0.894342,0.948453,0.945870,0.930438,0.915311,0.894920,15.437848,19.942097,18.659075,19.386412,19.758999,24.000076,4.43471236e-02,2.41754539e-02,4.69719954e-02,4.97775078e-02,4.80571724e-02,4.74235453e-02,4.96770665e-02
