seed,update,env_steps,ep_ret_mean,ep_ret_max,ep_len_mean,lr,logstd,kl
0,1,262144,-1.742360806220538,22.35384750366211,16.334411683150012,0.0002999988705149873,-0.0071494122967123985,0.017850477248430252
0,10,2621440,20.983116747256833,432.62579345703125,49.600117785630154,0.0002998870670902326,-0.05850697681307793,0.0031998243648558855
0,20,5242880,251.75356264581626,656.664306640625,175.55009773630115,0.0002995484573067394,-0.08892810344696045,0.005726826377213001
0,30,7864320,292.68946635437106,814.5074462890625,160.2589732227638,0.0002989847371708259,-0.1509634256362915,0.005861292127519846
0,40,10485760,431.31068708821766,1044.526123046875,201.7590485154445,0.0002981968498314587,-0.20870554447174072,0.0044530886225402355
0,50,13107200,727.0494251354565,1445.336181640625,271.2370820668693,0.00029718611348730165,-0.26966172456741333,0.004110216163098812
0,60,15728640,1087.2706712062256,2528.80322265625,374.76102464332035,0.0002959542191812635,-0.31737422943115234,0.0041436669416725636
0,70,18350080,1826.3968804159445,3577.607177734375,590.4007798960139,0.0002945032279712482,-0.3738955855369568,0.00442908750846982
0,80,20971520,2762.1402293358815,3825.819580078125,870.9923554706163,0.0002928355674818394,-0.4276810586452484,0.0049971831031143665
0,90,23592960,2777.782012704781,3847.253173828125,824.7840187228352,0.0002909540278426898,-0.4830305278301239,0.004642658866941929
0,100,26214400,2790.6327355836847,4163.193359375,762.8041490857946,0.00028886175702041143,-0.5350005626678467,0.004198390059173107
0,110,28835840,3268.5135809312637,4359.201171875,847.0651330376941,0.0002865622555517741,-0.5821692943572998,0.0043189022690057755
0,120,31457280,3357.1948183041723,4426.40234375,832.4633243606999,0.00028405937068702803,-0.6261887550354004,0.004149443469941616
0,130,34078720,3434.1209902370992,4494.9853515625,828.3441422594142,0.0002813572899531447,-0.671174168586731,0.0043718889355659485
0,140,36700160,3714.0475302889095,4635.06494140625,873.5563839701771,0.0002784605341477492,-0.7144748568534851,0.0044878823682665825
0,150,39321600,3863.731792717087,4775.45849609375,886.046918767507,0.000275373949775464,-0.7568489909172058,0.004113076254725456
0,160,41943040,3978.899015676267,4806.296875,886.3536274152387,0.00027210270093931693,-0.7994233965873718,0.004351218231022358
0,170,44564480,4229.548494983278,4957.873046875,919.3916387959866,0.0002686522607007845,-0.8379071950912476,0.004643341526389122
0,180,47185920,4307.446208112875,5019.513671875,920.3661375661376,0.00026502840192292,-0.8775519132614136,0.004471937660127878
0,190,49807360,4368.885735623599,5075.2548828125,920.6112770724421,0.0002612371876118919,-0.9148728251457214,0.00474629458039999
0,200,52428800,4469.277490520511,5127.7978515625,932.0337814546708,0.0002572849607730884,-0.949806809425354,0.004446439445018768
0,210,55050240,4524.671825536405,5160.6279296875,934.3496306718255,0.0002531783337987607,-0.9878063201904297,0.004809453152120113
0,220,57671680,4501.816983894582,5194.06787109375,922.4721815519765,0.0002489241774049615,-1.0265926122665405,0.0046016378328204155
0,230,60293120,4593.311446629214,5319.705078125,932.1042837078652,0.0002445296091362855,-1.0574625730514526,0.0045947181060910225
0,240,62914560,4609.448311869126,5313.3271484375,928.3379742429516,0.00024000198145764752,-1.0877206325531006,0.0047307261265814304
0,250,65536000,4616.579725829726,5323.6533203125,923.2384559884559,0.00023534886945301934,-1.1160130500793457,0.004728110507130623
0,260,68157440,4660.575411007862,5388.01953125,925.5618298784847,0.00023057805815170703,-1.1371726989746094,0.004683035425841808
0,270,70778880,4774.809008379888,5342.8525390625,943.0083798882681,0.00022569752950337294,-1.1638168096542358,0.004566613584756851
0,280,73400320,4730.285194616224,5425.869140625,929.5129137868315,0.0002207154490235943,-1.188571572303772,0.004571185447275639
0,290,76021760,4781.3053870852655,5442.86865234375,933.7563325008919,0.00021564015213230116,-1.2092491388320923,0.004384665749967098
0,300,78643200,4819.012267788293,5459.31005859375,936.3806519453207,0.00021048013020795065,-1.2360987663269043,0.004429969005286694
0,310,81264640,4818.762333453367,5492.15234375,932.9600288080662,0.00020524401638077083,-1.2579046487808228,0.004726317711174488
0,320,83886080,4858.679205110007,5519.04736328125,935.6625266146203,0.00019994057108884122,-1.2787598371505737,0.004856680054217577
0,330,86507520,4895.823633156967,5509.2802734375,937.3971781305115,0.00019457866742117827,-1.3021857738494873,0.004476175177842379
0,340,89128960,4976.808383233533,5591.67578125,948.2922904191616,0.00018916727627234616,-1.3194363117218018,0.0048225997015833855
0,350,91750400,4946.03311965812,5566.65234375,939.1513532763532,0.0001837154513334313,-1.3405463695526123,0.004495157860219479
0,360,94371840,4982.809256661992,5651.6640625,942.9049789621318,0.00017823231394449137,-1.359593152999878,0.004510822240263224
0,370,96993280,4978.619791666667,5584.78759765625,938.4598214285714,0.00017272703783382252,-1.3744266033172607,0.004347240552306175
0,380,99614720,4993.850558659218,5627.5419921875,938.1050977653631,0.00016720883376957643,-1.3883931636810303,0.004625319037586451
0,390,102236160,5037.025098601649,5632.73291015625,943.9100035855146,0.00016168693414940754,-1.409497618675232,0.004375114105641842
0,400,104857600,5077.79569065025,5637.83740234375,948.2089265101962,0.00015617057755393137,-1.4271221160888672,0.004770826548337936
0,410,107479040,5105.592896174863,5640.22412109375,950.1847677595629,0.00015066899328983896,-1.4448139667510986,0.004090507514774799
0,420,110100480,5137.551244509516,5634.8447265625,953.3100292825769,0.00014519138594852683,-1.4603748321533203,0.00415983609855175
0,430,112721920,5168.4877097151775,5716.966796875,956.0674990245806,0.0001397469200060784,-1.4738458395004272,0.004160040989518166
0,440,115343360,5199.713745704467,5710.16357421875,958.5920962199312,0.0001343447044903603,-1.4859726428985596,0.0038883767556399107
0,450,117964800,5181.939252336449,5688.08349609375,953.7386772106398,0.00012899377774088948,-1.499596357345581,0.004105792380869389
0,460,120586240,5170.738177623991,5729.81494140625,948.6393694732795,0.0001237030922869661,-1.5146846771240234,0.004062811378389597
0,470,123207680,5221.263029881862,5697.78173828125,953.5990271021543,0.00011848149986937494,-1.5241289138793945,0.003976864740252495
0,480,125829120,5207.512325830654,5751.5576171875,949.6784565916398,0.00011333773663071365,-1.5321364402770996,0.004433176480233669
0,490,128450560,5199.312213740458,5763.81201171875,946.4225190839695,0.00010828040849912587,-1.5400114059448242,0.004087528679519892
0,500,131072000,5228.444560669456,5794.26123046875,949.5202231520224,0.00010331797678989386,-1.5485399961471558,0.004085985943675041
0,510,133693440,5239.143010368251,5754.79150390625,949.7654629960672,9.845874404897978e-05,-1.5550882816314697,0.0033537375275045633
0,520,136314880,5240.655367231639,5778.8740234375,948.2489642184557,9.371084016220086e-05,-1.5606975555419922,0.0037236372008919716
0,530,138936320,5288.835875090777,5788.98779296875,955.1067538126362,8.908220875327915e-05,-1.567591667175293,0.0036894655786454678
0,540,141557760,5320.543143573219,5773.43798828125,959.3469387755102,8.458059389352199e-05,-1.5750045776367188,0.003714808728545904
0,550,144179200,5262.910199556541,5797.58349609375,948.5277161862527,8.021352714537036e-05,-1.5808385610580444,0.0034557017497718334
0,560,146800640,5296.916184971098,5822.041015625,952.9104046242775,7.598831496149118e-05,-1.585249900817871,0.0036557118874043226
0,570,149422080,5304.240747394898,5810.37548828125,952.5289256198347,7.191202646049642e-05,-1.590902328491211,0.0037298412062227726
0,580,152043520,5341.396737115313,5804.74560546875,956.8168335187245,6.799148159974119e-05,-1.5957319736480713,0.003498694859445095
0,590,154664960,5319.215222141296,5817.60205078125,952.4293517844137,6.423323976498846e-05,-1.6006872653961182,0.003546568099409342
0,600,157286400,5368.396526772793,5829.00634765625,959.0643994211288,6.0643588796030915e-05,-1.6036590337753296,0.0032472440507262945
0,610,159907840,5303.217627856366,5850.02734375,947.031556039173,5.722853446663111e-05,-1.6074793338775635,0.003869337495416403
0,620,162529280,5315.791153009427,5830.0859375,948.8480783176215,5.399379043638068e-05,-1.6115624904632568,0.0029412012081593275
0,630,165150720,5322.469189189189,5829.9990234375,948.3693693693693,5.094476869128981e-05,-1.6146972179412842,0.002636681078001857
0,640,167772160,5341.077785817655,5858.7236328125,951.143994211288,4.8086570489101014e-05,-1.6177767515182495,0.0026364687364548445
0,650,170393600,5321.725403817914,5840.01220703125,947.0480910425845,4.542397782447601e-05,-1.6205291748046875,0.0028444291092455387
0,660,173015040,5356.66606693055,5846.1923828125,952.1126304426052,4.2961445428335354e-05,-1.6230467557907104,0.002412671921774745
0,670,175636480,5356.947867298578,5845.50244140625,951.3696682464455,4.0703093314736736e-05,-1.6260442733764648,0.0019352991366758943
0,680,178257920,5338.08569379706,5855.7724609375,947.9279311581212,3.8652699887761145e-05,-1.6283243894577026,0.0017973266076296568
0,690,180879360,5387.682899628253,5842.357421875,954.5925650557621,3.6813695619940144e-05,-1.6297204494476318,0.001796766766346991
0,700,183500800,5354.9075600143315,5867.25390625,948.5223934073808,3.5189157312800215e-05,-1.6316375732421875,0.00196706666611135
0,710,186122240,5338.279675942234,5887.6669921875,944.8950334624868,3.378180294912734e-05,-1.6333835124969482,0.0017520533874630928
0,720,188743680,5372.678584729982,5853.86328125,950.2294227188082,3.259398714556394e-05,-1.634315013885498,0.0011717299930751324
0,730,191365120,5362.495300072306,5879.02197265625,948.6717281272596,3.162769721314651e-05,-1.6354793310165405,0.0016689881449565291
0,740,193986560,5362.838821490468,5918.533203125,947.6772963604852,3.088454983237502e-05,-1.6365022659301758,0.0018610854167491198
0,750,196608000,5336.177852348993,5881.50048828125,942.6409395973154,3.0365788348376832e-05,-1.6377284526824951,0.0012137375306338072
0,760,199229440,5369.608758595729,5880.908203125,947.6442272891784,3.0072280690690633e-05,-1.6390423774719238,0.001433945493772626
1,1,262144,-1.7200526877727231,23.707048416137695,16.355120230247888,0.0002999988705149873,-0.0066299354657530785,0.01668819785118103
1,10,2621440,20.439041230267726,383.2472229003906,49.10274365397966,0.0002998870670902326,-0.05986105650663376,0.003528317902237177
1,20,5242880,243.26734095307208,637.3652954101562,168.9819182389937,0.0002995484573067394,-0.0891202911734581,0.0055864118039608
1,30,7864320,276.35804980276134,812.9281005859375,153.53920118343194,0.0002989847371708259,-0.15133574604988098,0.005056063644587994
1,40,10485760,394.38639646869984,848.4739379882812,194.86284109149278,0.0002981968498314587,-0.21372202038764954,0.0049597155302762985
1,50,13107200,651.6361327463596,1379.5440673828125,252.55593182074728,0.00029718611348730165,-0.27757617831230164,0.004462216980755329
1,60,15728640,1034.3661732589178,2214.135009765625,347.45183207959235,0.0002959542191812635,-0.34087204933166504,0.0043088230304419994
1,70,18350080,1632.192857142857,3266.33154296875,510.23105590062113,0.0002945032279712482,-0.3983212113380432,0.004139776341617107
1,80,20971520,2925.2413290585837,3960.29541015625,877.9166423783154,0.0002928355674818394,-0.4565325975418091,0.004400721285492182
1,90,23592960,3307.965152813482,4041.703857421875,944.0862610682663,0.0002909540278426898,-0.509361743927002,0.0038410481065511703
1,100,26214400,3132.028135431569,4287.59130859375,821.9103481163567,0.00028886175702041143,-0.5589853525161743,0.0041363113559782505
1,110,28835840,3715.1653489171536,4437.6611328125,919.7053970436576,0.0002865622555517741,-0.6098837852478027,0.0041183847934007645
1,120,31457280,3900.7701759285114,4588.21142578125,924.8584194359117,0.00028405937068702803,-0.6547282934188843,0.004168341867625713
1,130,34078720,3842.639007698888,4724.98583984375,877.972626176219,0.0002813572899531447,-0.7013473510742188,0.00407418143004179
1,140,36700160,4101.23088863019,4831.99462890625,908.9681800543267,0.0002784605341477492,-0.7430040240287781,0.0042469557374715805
1,150,39321600,4342.965202509983,4908.3837890625,943.6406160867085,0.000275373949775464,-0.7864971160888672,0.004657600075006485
1,160,41943040,4237.897587979439,5005.31787109375,906.1874258600237,0.00027210270093931693,-0.83013916015625,0.00404739286750555
1,170,44564480,4339.85835694051,5039.47265625,913.9263456090652,0.0002686522607007845,-0.87552809715271,0.004505769815295935
1,180,47185920,4558.326741440378,5131.6025390625,947.7883707201889,0.00026502840192292,-0.9180037379264832,0.004743891302496195
1,190,49807360,4461.344477836214,5151.599609375,918.4872276483846,0.0002612371876118919,-0.9567415714263916,0.004569182172417641
1,200,52428800,4462.0842105263155,5199.8017578125,908.9453441295547,0.0002572849607730884,-0.989486575126648,0.004804535768926144
1,210,55050240,4643.656007172744,5247.39111328125,935.6951583980873,0.0002531783337987607,-1.0239481925964355,0.004824524745345116
1,220,57671680,4592.862310815799,5272.01611328125,918.6818014027316,0.0002489241774049615,-1.0557750463485718,0.004505908582359552
1,230,60293120,4587.117370892019,5305.16259765625,911.0,0.0002445296091362855,-1.0871943235397339,0.004668271169066429
1,240,62914560,4753.786679233428,5359.42724609375,935.2016965127239,0.00024000198145764752,-1.1134904623031616,0.004325268790125847
1,250,65536000,4752.230911102914,5367.74951171875,928.8697897454814,0.00023534886945301934,-1.1470189094543457,0.00469625648111105
1,260,68157440,4762.166408668731,5420.298828125,924.577012383901,0.00023057805815170703,-1.177127480506897,0.004708850756287575
1,270,70778880,4870.145659163987,5463.77783203125,939.5186495176849,0.00022569752950337294,-1.2038180828094482,0.004679895006120205
1,280,73400320,4817.597857142857,5515.25390625,923.4057142857143,0.0002207154490235943,-1.2334887981414795,0.004887877032160759
1,290,76021760,4824.3103846153845,5526.91015625,918.5126923076923,0.00021564015213230116,-1.260926604270935,0.004699083976447582
