step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,7.392349,0.362790,0.000000,7.417079,
1000,1.796859,0.419720,0.000000,1.750321,
2000,1.655488,0.452659,0.000000,1.648150,
3000,1.616108,0.470272,0.000000,1.609040,
4000,1.590256,0.480325,0.000000,1.592127,
5000,1.579720,0.487342,0.000000,1.574753,
6000,1.561445,0.491684,0.000000,1.560001,
7000,1.548673,0.494558,0.000000,1.547871,
8000,1.538340,0.496559,0.000000,1.536523,
9000,1.535336,0.498125,0.000000,1.535393,
10000,1.521280,0.498804,0.000000,1.524611,
11000,1.522168,0.499378,0.000000,1.515942,
12000,1.510663,0.499678,0.000000,1.510579,
13000,1.505462,0.499841,0.000000,1.507512,
14000,1.502320,0.499847,0.000000,1.503087,
15000,1.499753,0.499892,0.000000,1.499896,
16000,1.490893,0.499970,0.000000,1.489656,
17000,1.485369,0.499960,0.000000,1.487004,
18000,1.487538,0.500034,0.000000,1.482904,
19000,1.480147,0.499901,0.000000,1.481573,
20000,1.479198,0.499943,0.000000,1.475995,
21000,1.474105,0.499923,0.000000,1.474218,
22000,1.471790,0.499904,0.000000,1.471051,
23000,1.469080,0.499953,0.000000,1.467599,
24000,1.463140,0.499985,0.000000,1.464720,
25000,1.461480,0.499959,0.000000,1.462346,
26000,1.461463,0.500007,0.000000,1.457978,
27000,1.457448,0.499913,0.000000,1.455495,
28000,1.449577,0.499836,0.000000,1.451235,
29000,1.448998,0.500019,0.000000,1.450016,
30000,1.447731,0.499949,0.000000,1.444609,
31000,1.445794,0.500076,0.000000,1.444192,
32000,1.441781,0.499941,0.000000,1.441952,
33000,1.440560,0.500031,0.000000,1.438899,
34000,1.440492,0.500009,0.000000,1.438822,
35000,1.436316,0.500072,0.000000,1.433908,
36000,1.432943,0.500056,0.000000,1.432751,
37000,1.432245,0.499973,0.000000,1.431236,
38000,1.429754,0.499934,0.000000,1.429665,
39000,1.428365,0.499975,0.000000,1.427305,
40000,1.427799,0.499915,0.000000,1.425601,
41000,1.424632,0.500000,0.000000,1.424462,
42000,1.421399,0.499944,0.000000,1.422494,
43000,1.420290,0.499839,0.000000,1.420412,
44000,1.421982,0.500023,0.000000,1.420177,
45000,1.420778,0.500110,0.000000,1.419402,
46000,1.419055,0.500200,0.000000,1.417685,
47000,1.416484,0.499973,0.000000,1.418249,
48000,1.415678,0.499704,0.000000,1.417483,
49000,1.419107,0.499567,0.000000,1.415623,
