step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.out_v2d.T,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.out_v2d.T,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.out_v2d.T,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.out_v2d.T,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.out_v2d.T,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.out_v2d.T
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000
200,0.497147,0.497052,0.498102,0.498125,0.497939,0.497821,0.100457,0.499135,0.498952,0.499105,0.499073,0.498985,0.498952,0.100373,0.499829,0.499531,0.499148,0.499121,0.498969,0.498984,0.099852,0.499672,0.499869,0.498740,0.498705,0.498679,0.498692,0.099849,0.499950,0.499834,0.498556,0.498507,0.498486,0.498508,0.099799,0.499721,0.499711,0.498659,0.498597,0.498565,0.498589,0.099870
400,0.487696,0.487552,0.499215,0.499369,0.492701,0.492272,0.102449,0.497681,0.495340,0.497520,0.497320,0.496784,0.496614,0.101888,0.500243,0.498675,0.498538,0.498272,0.497317,0.497125,0.100466,0.499346,0.498938,0.498925,0.498680,0.498373,0.498541,0.100334,0.500435,0.500121,0.497741,0.497469,0.497059,0.497116,0.099621,0.500209,0.500565,0.497094,0.496871,0.496839,0.497390,0.099529
600,0.472250,0.472093,0.504017,0.504521,0.480727,0.480853,0.105604,0.498485,0.491025,0.494680,0.494165,0.492267,0.491987,0.103505,0.500323,0.497033,0.496565,0.495841,0.492424,0.491713,0.101022,0.500774,0.499326,0.500007,0.499173,0.497440,0.497213,0.101447,0.500303,0.499500,0.498801,0.498302,0.497510,0.496839,0.099646,0.500738,0.500606,0.495422,0.494703,0.494437,0.494984,0.099208
800,0.450699,0.450500,0.508063,0.509081,0.459494,0.460799,0.109644,0.501986,0.483762,0.489795,0.489104,0.486803,0.486458,0.105197,0.501416,0.493659,0.492872,0.491489,0.486279,0.485094,0.102748,0.503895,0.500851,0.500840,0.499535,0.497391,0.496565,0.102838,0.502251,0.500998,0.500533,0.499775,0.498846,0.497820,0.100471,0.502399,0.501718,0.496629,0.495577,0.494724,0.493014,0.099882
1000,0.425050,0.424756,0.508695,0.510140,0.434093,0.435196,0.114442,0.513271,0.476355,0.483635,0.482820,0.480067,0.479532,0.107035,0.502374,0.489665,0.488610,0.486894,0.480140,0.477702,0.105118,0.507199,0.501966,0.500341,0.498715,0.497285,0.495702,0.103985,0.503638,0.502446,0.503308,0.502228,0.500755,0.499380,0.101112,0.505805,0.503858,0.498314,0.497162,0.496398,0.493803,0.100715
1200,0.401978,0.401544,0.504698,0.506522,0.410472,0.410918,0.119848,0.532655,0.472211,0.477488,0.476410,0.472351,0.471801,0.109449,0.507232,0.488677,0.484072,0.481884,0.473956,0.470272,0.107568,0.512949,0.506262,0.501083,0.498965,0.497753,0.495529,0.104755,0.506461,0.505446,0.506396,0.505162,0.503023,0.501353,0.101625,0.508121,0.505339,0.500136,0.499002,0.498340,0.495145,0.101583
