step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498252,0.498588,0.497680,0.497682,0.498212,0.497989,0.498460,0.498122,0.501679,0.500681,0.498305,0.498317,0.499419,0.499241,0.499199,0.498635,0.501354,0.500318,0.499097,0.499086,0.500203,0.500112,0.499838,0.499184,0.500975,0.500195,0.499506,0.499510,0.500460,0.500419,0.500623,0.499941,0.500285,0.499253,0.499283,0.499278,0.500070,0.500035,0.501287,0.500678,0.499754,0.499504,0.499584,0.499600,0.500131,0.500113,0.501698,0.501292
400,0.492623,0.494822,0.490767,0.490970,0.492319,0.491205,0.494598,0.493003,0.509764,0.506418,0.491308,0.491084,0.494423,0.493327,0.496228,0.493659,0.507650,0.503437,0.494266,0.494183,0.498487,0.497302,0.499225,0.495472,0.506735,0.502885,0.496090,0.495845,0.502694,0.501691,0.502509,0.498146,0.503537,0.499569,0.497045,0.496995,0.501241,0.500601,0.507152,0.503119,0.499834,0.499043,0.499460,0.499561,0.503310,0.503069,0.510228,0.507707
600,0.482187,0.487647,0.478805,0.479976,0.483570,0.480548,0.491399,0.486724,0.523837,0.515356,0.480142,0.478667,0.486141,0.482958,0.491766,0.484762,0.516909,0.505109,0.483355,0.482580,0.494479,0.490849,0.498355,0.487727,0.516098,0.504972,0.486430,0.485541,0.504074,0.500107,0.506278,0.493053,0.510079,0.500860,0.491870,0.491499,0.505455,0.502597,0.516473,0.504676,0.499597,0.497318,0.494638,0.494875,0.511091,0.509890,0.522852,0.513708
800,0.466763,0.475218,0.461693,0.464199,0.475615,0.467194,0.488848,0.477772,0.541918,0.524185,0.465653,0.461299,0.478146,0.468222,0.488426,0.472286,0.529842,0.503958,0.468872,0.466495,0.488654,0.479664,0.501474,0.476411,0.529580,0.504446,0.471806,0.469338,0.507700,0.497613,0.515007,0.484807,0.518099,0.500169,0.483006,0.482303,0.512112,0.504867,0.531271,0.505960,0.501275,0.495575,0.485535,0.485977,0.523633,0.520053,0.539834,0.519114
1000,0.450041,0.459737,0.443946,0.447515,0.478235,0.456779,0.489234,0.467820,0.560752,0.530451,0.456051,0.444636,0.482579,0.456293,0.490819,0.459384,0.542641,0.500306,0.455366,0.449778,0.486500,0.467493,0.511574,0.465084,0.545640,0.502456,0.456925,0.451922,0.512263,0.492550,0.530383,0.475346,0.525304,0.496701,0.472380,0.471072,0.520462,0.506064,0.549578,0.504991,0.500656,0.490835,0.478383,0.478589,0.541097,0.533297,0.558535,0.520605
1200,0.435647,0.445408,0.427442,0.431289,0.488755,0.449707,0.491926,0.459427,0.577540,0.533501,0.453176,0.432222,0.497678,0.448388,0.497058,0.448806,0.553352,0.494039,0.446224,0.435289,0.490938,0.457483,0.523709,0.454542,0.560631,0.498769,0.445111,0.435379,0.516470,0.484615,0.545629,0.466669,0.535016,0.495539,0.464821,0.462576,0.530115,0.508196,0.568769,0.502213,0.503521,0.488699,0.468748,0.469164,0.556070,0.542588,0.574107,0.518241
1400,0.422013,0.430190,0.412824,0.416138,0.506437,0.447448,0.494097,0.450374,0.590308,0.532155,0.455739,0.421999,0.519593,0.443359,0.508279,0.440380,0.566478,0.487105,0.441361,0.421845,0.499495,0.447158,0.538689,0.444738,0.573838,0.491760,0.437286,0.421415,0.522190,0.476753,0.562621,0.458948,0.542415,0.490396,0.456184,0.452904,0.537798,0.507021,0.586587,0.496916,0.506859,0.486495,0.461937,0.462157,0.567576,0.548206,0.588465,0.512900
1600,0.411476,0.417426,0.399887,0.401563,0.529233,0.448287,0.498343,0.440779,0.602963,0.531465,0.461556,0.414028,0.544113,0.441096,0.522393,0.433313,0.578536,0.480106,0.440126,0.410386,0.514274,0.440354,0.557273,0.437569,0.586709,0.484816,0.432179,0.408130,0.527683,0.467982,0.579946,0.451154,0.551318,0.486424,0.448435,0.444010,0.542903,0.503279,0.604519,0.489518,0.510193,0.482743,0.453747,0.453352,0.574042,0.548988,0.599916,0.504867
1800,0.403224,0.405722,0.388281,0.387677,0.551480,0.449491,0.503278,0.432230,0.612158,0.527791,0.470549,0.408022,0.569637,0.440785,0.536285,0.426269,0.592058,0.474231,0.441315,0.399327,0.530316,0.434489,0.574902,0.430165,0.600605,0.476841,0.432140,0.397780,0.535541,0.460675,0.599361,0.444068,0.560508,0.481234,0.440767,0.435188,0.549241,0.499632,0.621930,0.482649,0.515836,0.481388,0.447079,0.445889,0.579804,0.548481,0.610867,0.495887
