step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.496737,0.497314,0.495300,0.495348,0.496076,0.495808,0.501873,0.500403,0.500863,0.498660,0.496576,0.496447,0.500411,0.500163,0.502838,0.501586,0.501931,0.499557,0.497455,0.497174,0.499964,0.499829,0.502197,0.501021,0.499337,0.498728,0.499607,0.499567,0.501509,0.501433,0.502026,0.501072,0.500017,0.499150,0.499412,0.499428,0.500098,0.500050,0.501194,0.500494,0.500458,0.500218,0.499644,0.499688,0.499750,0.499689,0.500537,0.500041
400,0.486592,0.490854,0.480232,0.481026,0.477503,0.477083,0.507392,0.502947,0.508727,0.497859,0.483038,0.481446,0.495747,0.493867,0.510060,0.505116,0.513075,0.499702,0.492407,0.490718,0.498548,0.497565,0.507399,0.503667,0.497943,0.493865,0.498431,0.498375,0.509297,0.508225,0.506856,0.503975,0.501846,0.497794,0.498369,0.498355,0.501105,0.500781,0.503842,0.502086,0.499778,0.499358,0.499215,0.499347,0.502519,0.502063,0.502080,0.500981
600,0.472937,0.480858,0.460874,0.462263,0.458422,0.455432,0.517401,0.507680,0.524546,0.497579,0.468834,0.462425,0.487872,0.481719,0.521959,0.509794,0.534187,0.499383,0.484003,0.477367,0.494524,0.490184,0.516169,0.506944,0.502446,0.487686,0.495905,0.495721,0.520652,0.516091,0.515370,0.508076,0.510736,0.495471,0.496775,0.496442,0.502877,0.500702,0.507939,0.504089,0.499090,0.497688,0.498665,0.498842,0.506529,0.504900,0.503844,0.501825
800,0.461983,0.471495,0.444221,0.445050,0.450923,0.438718,0.533142,0.515698,0.544372,0.496638,0.466228,0.447656,0.484139,0.470066,0.538145,0.515826,0.558387,0.499503,0.478332,0.461150,0.489947,0.478821,0.527972,0.510433,0.514066,0.481572,0.492410,0.491749,0.534097,0.521947,0.525727,0.511975,0.527484,0.494773,0.495216,0.494038,0.505205,0.499033,0.512788,0.505967,0.498974,0.495334,0.498124,0.498301,0.509708,0.505147,0.505657,0.502465
1000,0.453552,0.463103,0.432170,0.431109,0.457596,0.426581,0.552051,0.525550,0.566120,0.494880,0.475947,0.436881,0.486841,0.459952,0.556240,0.521813,0.584136,0.498171,0.481565,0.446333,0.487691,0.467917,0.541179,0.513384,0.530279,0.478330,0.488198,0.486482,0.545185,0.523442,0.536289,0.515039,0.547183,0.493358,0.493824,0.491346,0.507122,0.496032,0.518231,0.507649,0.500399,0.493151,0.497705,0.497825,0.511999,0.503247,0.507430,0.502931
1200,0.446826,0.455511,0.423946,0.419460,0.474006,0.418546,0.573492,0.536860,0.589105,0.491996,0.494418,0.429353,0.495648,0.451839,0.576184,0.527545,0.609175,0.495811,0.496038,0.431999,0.488958,0.457753,0.555938,0.515557,0.548467,0.475817,0.484321,0.480735,0.554664,0.521312,0.548244,0.517454,0.567530,0.491879,0.492534,0.487951,0.509751,0.491182,0.524788,0.509158,0.505141,0.490983,0.497181,0.497136,0.513725,0.500242,0.509376,0.503311
1400,0.440356,0.447894,0.418975,0.409900,0.494333,0.414142,0.596106,0.548657,0.610941,0.488185,0.515870,0.425447,0.511431,0.445303,0.597731,0.532561,0.633785,0.491647,0.515092,0.421689,0.493903,0.447102,0.572565,0.516758,0.568629,0.473983,0.480657,0.473913,0.563229,0.516210,0.561935,0.518898,0.587968,0.490894,0.491846,0.484259,0.513347,0.485444,0.532998,0.510639,0.510336,0.486897,0.496646,0.496330,0.516420,0.497167,0.511739,0.503640
1600,0.435628,0.441478,0.416190,0.401919,0.515255,0.411751,0.618447,0.559211,0.630607,0.483700,0.537291,0.423427,0.529933,0.440491,0.618980,0.535412,0.657528,0.487344,0.534702,0.413326,0.502660,0.438010,0.588606,0.515315,0.587727,0.471008,0.478174,0.466902,0.569910,0.508526,0.575515,0.518461,0.606066,0.488713,0.491643,0.480197,0.517861,0.479133,0.540966,0.511185,0.518662,0.485065,0.496079,0.495359,0.518684,0.493179,0.513970,0.503757
1800,0.430301,0.434742,0.414348,0.394505,0.535970,0.408974,0.639372,0.566853,0.647466,0.478667,0.557013,0.421679,0.549587,0.437660,0.638178,0.533863,0.677659,0.481086,0.554068,0.407296,0.513602,0.429004,0.603572,0.511291,0.605092,0.468174,0.477224,0.461175,0.576226,0.501488,0.587887,0.515812,0.622072,0.485770,0.491315,0.476034,0.522959,0.473218,0.549073,0.510978,0.527235,0.481724,0.495685,0.494420,0.522151,0.488860,0.516108,0.503706
