step,train_loss,val_loss
0,5.622266,5.615461
1000,1.842907,1.819748
2000,1.727294,1.720364
3000,1.680491,1.674168
4000,1.635132,1.634372
5000,1.609018,1.604650
6000,1.594957,1.589810
7000,1.574398,1.572788
8000,1.564545,1.560570
9000,1.552952,1.547830
10000,1.539719,1.538129
11000,1.529278,1.530635
12000,1.523669,1.520180
13000,1.505290,1.513717
14000,1.510527,1.503078
15000,1.498464,1.495588
16000,1.489175,1.490087
17000,1.484915,1.482444
18000,1.473529,1.475801
19000,1.473501,1.470835
20000,1.466092,1.467318
21000,1.466148,1.463238
22000,1.451832,1.459589
23000,1.454939,1.456862
24000,1.454212,1.454689
