step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
500,7.168493,2.051233,19.705917,19.622221,19.628487,19.642904,19.642683,19.647287,1.005613,1.001341,1.001661,1.002396,1.002385,1.002620,19.620182,19.611637,19.630634,19.637012,19.660933,19.676046
1000,6.037221,1.808187,19.768822,19.616829,19.630756,19.660332,19.685446,19.709879,1.008821,1.001065,1.001775,1.003283,1.004564,1.005809,19.388514,19.629307,19.653929,19.645639,19.729549,19.767721
1500,5.552313,1.670929,19.728846,19.545750,19.582947,19.622400,19.711382,19.757544,1.006777,0.997433,0.999331,1.001342,1.005879,1.008232,18.959513,19.613533,19.606239,19.601858,19.755693,19.886417
2000,5.214926,1.579039,19.470495,19.375797,19.441544,19.475636,19.629051,19.728573,0.993587,0.988751,0.992106,0.993842,1.001665,1.006741,18.309294,19.591141,19.473734,19.513765,19.757036,20.102102
2500,4.968374,1.507446,19.108919,19.170792,19.251701,19.276628,19.473951,19.662622,0.975129,0.978279,0.982407,0.983674,0.993734,1.003355,17.632385,19.577139,19.316772,19.420729,19.734325,20.483042
3000,4.764090,1.447446,18.692379,18.961254,19.046015,19.064844,19.286253,19.589437,0.953867,0.967577,0.971899,0.972853,0.984141,0.999590,16.982014,19.565556,19.145021,19.324881,19.704136,20.932243
3500,4.613736,1.406419,18.270615,18.758457,18.847927,18.863495,19.116159,19.515570,0.932340,0.957217,0.961777,0.962564,0.975442,0.995785,16.378225,19.551611,18.970198,19.234020,19.686714,21.283852
4000,4.519833,1.376352,17.861032,18.558086,18.658358,18.677082,18.951263,19.439831,0.911433,0.946980,0.952090,0.953036,0.967008,0.991887,15.823647,19.536953,18.800589,19.170052,19.675411,21.572989
4500,4.434414,1.352838,17.480461,18.368319,18.490463,18.500820,18.807652,19.373695,0.892005,0.937284,0.943509,0.944025,0.959663,0.988479,15.310846,19.518137,18.642790,19.116787,19.670387,21.818747
5000,4.375960,1.333929,17.137701,18.197969,18.329109,18.343403,18.677170,19.308430,0.874509,0.928579,0.935260,0.935977,0.952987,0.985109,14.849064,19.495249,18.496170,19.084488,19.667778,22.042177
5500,4.332967,1.317279,16.830030,18.039368,18.186935,18.203144,18.548864,19.251415,0.858803,0.920475,0.927992,0.928805,0.946427,0.982161,14.445529,19.472364,18.370993,19.062069,19.672405,22.240591
6000,4.268514,1.303000,16.554766,17.900530,18.054384,18.075762,18.437588,19.197113,0.844747,0.913377,0.921212,0.922291,0.940732,0.979350,14.084813,19.448524,18.256010,19.055290,19.681190,22.418814
6500,4.230828,1.291407,16.312275,17.775158,17.939165,17.962461,18.337259,19.150848,0.832370,0.906965,0.915316,0.916495,0.935593,0.976958,13.772505,19.421732,18.155813,19.063801,19.687899,22.583569
7000,4.183779,1.281334,16.104107,17.661924,17.836168,17.861895,18.252422,19.110209,0.821739,0.901175,0.910053,0.911351,0.931252,0.974852,13.500388,19.397680,18.072588,19.078611,19.696669,22.727810
7500,4.152028,1.271384,15.928583,17.563858,17.745195,17.775585,18.175413,19.076605,0.812782,0.896165,0.905397,0.906937,0.927313,0.973106,13.267784,19.371454,17.997997,19.102819,19.713390,22.864958
8000,4.112972,1.262693,15.782205,17.482880,17.668869,17.702257,18.108559,19.048136,0.805303,0.892022,0.901493,0.903187,0.923892,0.971624,13.074071,19.347054,17.933088,19.127884,19.725813,22.981306
8500,4.080167,1.254953,15.657684,17.411699,17.610533,17.639143,18.055019,19.027008,0.798943,0.888387,0.898507,0.899960,0.921150,0.970517,12.915107,19.325600,17.876621,19.156834,19.742619,23.087498
9000,4.068328,1.247616,15.563804,17.352270,17.555479,17.587393,18.011259,19.013680,0.794151,0.885344,0.895688,0.897311,0.918907,0.969817,12.785031,19.305540,17.832775,19.184277,19.757841,23.184130
9500,4.026425,1.240893,15.487701,17.305958,17.512581,17.545967,17.977676,19.005186,0.790260,0.882977,0.893492,0.895192,0.917183,0.969363,12.684784,19.286804,17.792974,19.214561,19.773775,23.270565
10000,4.007640,1.234737,15.429218,17.266663,17.479330,17.514677,17.951593,18.999229,0.787274,0.880965,0.891792,0.893590,0.915848,0.969043,12.601660,19.270758,17.760399,19.243448,19.786839,23.350325
10500,4.014313,1.228971,15.383336,17.237476,17.455585,17.490540,17.930857,18.999166,0.784930,0.879471,0.890577,0.892354,0.914784,0.969026,12.536851,19.254454,17.738760,19.266308,19.803076,23.421021
11000,3.953994,1.223680,15.354458,17.217333,17.435785,17.473444,17.917143,19.000431,0.783455,0.878442,0.889560,0.891478,0.914080,0.969076,12.493253,19.240656,17.719265,19.286713,19.817160,23.482952
11500,3.940254,1.219135,15.334414,17.201653,17.424131,17.460070,17.907099,19.002256,0.782429,0.877640,0.888961,0.890792,0.913566,0.969164,12.460985,19.227859,17.705278,19.306271,19.830078,23.537695
12000,3.931863,1.214961,15.321877,17.190317,17.412733,17.449812,17.900845,19.004288,0.781791,0.877060,0.888377,0.890266,0.913243,0.969260,12.436148,19.215515,17.696915,19.324812,19.843342,23.586679
12500,3.907143,1.211452,15.315918,17.182844,17.407854,17.445885,17.897005,19.009869,0.781484,0.876678,0.888127,0.890065,0.913046,0.969541,12.423052,19.205769,17.688286,19.340675,19.852945,23.627821
13000,3.889389,1.208072,15.317045,17.178854,17.404335,17.443277,17.893326,19.015667,0.781541,0.876472,0.887945,0.889930,0.912856,0.969832,12.411430,19.197714,17.681942,19.353651,19.862335,23.663908
13500,3.884543,1.205371,15.321051,17.176115,17.403252,17.440868,17.893082,19.020472,0.781746,0.876332,0.887890,0.889807,0.912844,0.970071,12.407866,19.190926,17.677006,19.366451,19.871920,23.694248
