step,train_loss,val_loss
0,5.519501,5.524296
1000,2.257218,2.165198
2000,1.888045,1.885002
3000,1.785616,1.777260
4000,1.699426,1.703687
5000,1.644059,1.665711
6000,1.635887,1.645380
7000,1.633628,1.618943
8000,1.594975,1.601294
9000,1.598405,1.582860
10000,1.557846,1.567725
11000,1.552975,1.554257
12000,1.541945,1.539248
13000,1.531509,1.526948
14000,1.508906,1.514537
15000,1.501986,1.505752
16000,1.502615,1.497737
17000,1.489221,1.487200
18000,1.488287,1.480313
19000,1.465928,1.470789
20000,1.460730,1.464278
21000,1.450851,1.459908
22000,1.463055,1.455309
23000,1.442635,1.450627
24000,1.449877,1.447559
