step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2000,0.450076,0.452026,0.417520,0.390697,0.488395,0.372825,0.609721,0.502596,0.504993,0.404238,0.647736,0.501973,0.600265,0.483119,0.462681,0.381185,0.670525,0.550707,0.622698,0.497878,0.509523,0.381828,0.588196,0.448792,0.639057,0.497783,0.483740,0.402818,0.651019,0.560758,0.653270,0.504247,0.508513,0.388980,0.584433,0.465800,0.641853,0.460325
2200,0.449619,0.448716,0.418796,0.383522,0.511868,0.370170,0.621908,0.501560,0.522947,0.402822,0.677297,0.505833,0.614407,0.480146,0.477248,0.374228,0.697754,0.553107,0.640548,0.495618,0.530526,0.379240,0.613864,0.448996,0.659312,0.496213,0.495651,0.395396,0.669623,0.559949,0.673908,0.502882,0.528537,0.383422,0.602499,0.462014,0.668213,0.455217
2400,0.448266,0.444332,0.421745,0.377341,0.535414,0.368511,0.635117,0.500206,0.541140,0.401978,0.707605,0.508020,0.628460,0.476330,0.493021,0.368438,0.724677,0.552954,0.657049,0.494126,0.551592,0.377587,0.640553,0.448608,0.678603,0.493340,0.508489,0.389197,0.686307,0.558498,0.696246,0.502312,0.551004,0.380836,0.623197,0.458404,0.694669,0.449044
2600,0.446612,0.439863,0.425636,0.372156,0.560630,0.367855,0.646973,0.498691,0.559916,0.401094,0.738907,0.510618,0.645424,0.474812,0.509916,0.364438,0.752584,0.552603,0.672094,0.491114,0.574172,0.375512,0.666861,0.447260,0.699827,0.491752,0.524426,0.383675,0.702828,0.555633,0.717104,0.500233,0.573862,0.378223,0.643839,0.454683,0.720324,0.443855
2800,0.446522,0.436307,0.429895,0.367762,0.585300,0.367552,0.657340,0.497389,0.578285,0.399990,0.769622,0.510361,0.659722,0.472609,0.526744,0.361996,0.778810,0.549469,0.689090,0.488861,0.597633,0.376534,0.693747,0.448421,0.721992,0.489583,0.540530,0.379259,0.719872,0.553156,0.739773,0.499876,0.596851,0.377391,0.664005,0.450798,0.746497,0.437817
3000,0.446384,0.433066,0.435754,0.363994,0.610386,0.367689,0.666904,0.495190,0.598195,0.399532,0.800036,0.509212,0.673843,0.470026,0.544867,0.359023,0.803447,0.546092,0.705854,0.487076,0.620823,0.376342,0.720944,0.447342,0.742389,0.487703,0.557831,0.375986,0.734809,0.548482,0.763012,0.497446,0.620475,0.377125,0.685005,0.446397,0.773050,0.432092
3200,0.446620,0.430354,0.441104,0.360428,0.634968,0.367165,0.676937,0.493437,0.619406,0.399309,0.829498,0.507520,0.689293,0.467902,0.564062,0.356607,0.827893,0.541003,0.720900,0.484840,0.643823,0.375582,0.748400,0.446333,0.763241,0.485338,0.575963,0.373570,0.749666,0.544315,0.783971,0.496218,0.644880,0.377469,0.707466,0.443002,0.800441,0.425896
3400,0.446629,0.427302,0.446444,0.357410,0.660281,0.367075,0.685953,0.491875,0.639569,0.398733,0.857969,0.504983,0.704472,0.466540,0.583224,0.354707,0.853582,0.537485,0.734859,0.482340,0.667102,0.375303,0.774686,0.444955,0.783598,0.482821,0.592787,0.371465,0.763525,0.539380,0.806561,0.494814,0.668419,0.377108,0.728000,0.440026,0.826388,0.419964
3600,0.446586,0.424557,0.450848,0.354334,0.684437,0.367170,0.694110,0.490155,0.658694,0.398306,0.887610,0.501944,0.719037,0.465174,0.602012,0.353795,0.875023,0.532610,0.748707,0.479679,0.689666,0.374078,0.799934,0.442272,0.803410,0.480526,0.610029,0.369280,0.776459,0.533635,0.827561,0.492162,0.692387,0.377031,0.748840,0.437218,0.852996,0.413826
3800,0.446827,0.422312,0.456294,0.352393,0.708140,0.366515,0.700438,0.487396,0.676653,0.398118,0.916435,0.498573,0.731753,0.462839,0.619817,0.353237,0.898494,0.527008,0.762767,0.477511,0.712158,0.374921,0.825954,0.441368,0.822839,0.478358,0.627147,0.368039,0.789033,0.528050,0.847775,0.490973,0.715771,0.377332,0.768445,0.433929,0.878575,0.408093
4000,0.446389,0.420030,0.461224,0.350378,0.731337,0.365320,0.707890,0.486649,0.692416,0.396503,0.942649,0.495616,0.746636,0.461296,0.637531,0.352320,0.920163,0.521257,0.776336,0.475951,0.732578,0.374482,0.850131,0.439682,0.841469,0.475989,0.644191,0.366941,0.801061,0.523035,0.866719,0.488088,0.738827,0.377388,0.788126,0.430399,0.903255,0.402645
4200,0.446060,0.417580,0.465067,0.348321,0.753505,0.364645,0.713144,0.484684,0.708886,0.395199,0.967538,0.492454,0.759125,0.459131,0.655455,0.352482,0.940929,0.517188,0.789381,0.473538,0.751947,0.373413,0.871752,0.436664,0.859224,0.473008,0.660853,0.365385,0.810387,0.517611,0.884742,0.485937,0.760644,0.378031,0.805538,0.427261,0.926449,0.397654
4400,0.445808,0.415512,0.468363,0.346078,0.773737,0.363763,0.717855,0.482515,0.724809,0.394549,0.992038,0.489270,0.771612,0.457595,0.671038,0.350942,0.959054,0.511617,0.799821,0.470740,0.771455,0.373030,0.894815,0.434701,0.876822,0.470234,0.676989,0.364747,0.819556,0.512639,0.901848,0.484098,0.781103,0.377639,0.823838,0.423813,0.950526,0.392482
4600,0.445746,0.413990,0.471900,0.344426,0.792482,0.361879,0.724642,0.481891,0.739200,0.393852,1.015694,0.486953,0.785619,0.456616,0.686899,0.350418,0.977846,0.506254,0.810774,0.469345,0.789426,0.372561,0.915793,0.433057,0.894154,0.468994,0.693442,0.364787,0.828267,0.507466,0.918723,0.482354,0.801502,0.377734,0.840376,0.420930,0.973881,0.387894
