step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,tau_L0,tau_L1,tau_L2,tau_L3,tau_L4,tau_L5
500,8.140253,2.316445,19.698301,19.668774,19.658354,19.659645,19.658972,19.657991,1.005225,1.003717,1.003186,1.003251,1.003217,1.003167,19.673597,19.626556,19.628988,19.631079,19.620052,19.615234,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
1000,6.512525,1.938022,19.846325,19.705206,19.719662,19.731644,19.740135,19.728546,1.012778,1.005576,1.006313,1.006924,1.007356,1.006766,19.689384,19.671991,19.687618,19.700935,19.688747,19.684353,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
1500,5.930418,1.786479,19.949656,19.753363,19.817633,19.850157,19.888863,19.845726,1.018049,1.008030,1.011308,1.012967,1.014939,1.012741,19.651237,19.686701,19.709290,19.745745,19.750252,19.739185,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
2000,5.541838,1.674946,19.999519,19.813118,19.954082,20.027756,20.105431,19.988445,1.020592,1.011073,1.018260,1.022019,1.025977,1.020013,19.549585,19.682354,19.704538,19.762846,19.802794,19.773941,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
2500,5.234286,1.585015,19.964422,19.868399,20.089361,20.194170,20.303993,20.110422,1.018799,1.013885,1.025146,1.030494,1.036090,1.026222,19.374802,19.660980,19.670454,19.748381,19.864275,19.798407,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
3000,4.997729,1.515956,19.819288,19.897837,20.179911,20.287773,20.427511,20.189342,1.011390,1.015376,1.029749,1.035253,1.042371,1.030235,19.139021,19.624283,19.607637,19.707169,19.940722,19.831282,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
3500,4.808750,1.463543,19.552620,19.874269,20.196568,20.296179,20.444180,20.212990,0.997780,1.014163,1.030579,1.035667,1.043204,1.031433,18.842663,19.574478,19.515692,19.636486,20.051348,19.908108,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
4000,4.668369,1.418303,19.183117,19.786249,20.125284,20.191364,20.355623,20.188389,0.978920,1.009660,1.026922,1.030305,1.038668,1.030170,18.455307,19.511841,19.394140,19.543110,20.258295,20.087976,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
4500,4.512696,1.374568,18.688965,19.637901,19.975822,20.009521,20.210306,20.134514,0.953695,1.002076,1.019274,1.021007,1.031232,1.027409,17.966652,19.432955,19.240810,19.422009,20.538240,20.321556,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
5000,4.407229,1.339908,18.083212,19.432894,19.779293,19.784624,20.026720,20.049042,0.922768,0.991596,1.009221,1.009513,1.021842,1.023035,17.400187,19.351192,19.073830,19.280464,20.775837,20.521683,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
5500,4.325557,1.313545,17.486031,19.214294,19.556044,19.559896,19.831348,19.952845,0.892272,0.980422,0.997805,0.998024,1.011850,1.018107,16.837242,19.273024,18.917521,19.145573,20.966175,20.688492,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
6000,4.236712,1.292838,16.930134,19.006922,19.340521,19.333517,19.641312,19.857332,0.863878,0.969817,0.986778,0.986452,1.002126,1.013213,16.287239,19.196556,18.772686,19.017794,21.128008,20.842625,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
6500,4.184020,1.276708,16.409380,18.796303,19.126427,19.121353,19.448706,19.766893,0.837269,0.959044,0.975825,0.975600,0.992278,1.008568,15.753296,19.123878,18.648745,18.901031,21.265793,20.986832,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
7000,4.128787,1.262529,15.914876,18.600666,18.921768,18.909090,19.269993,19.677267,0.811989,0.949028,0.965348,0.964741,0.983125,1.003966,15.250679,19.059271,18.542267,18.788176,21.389189,21.127995,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
7500,4.090951,1.249992,15.450357,18.399412,18.706276,18.705620,19.088940,19.596626,0.788236,0.938728,0.954322,0.954339,0.973870,0.999824,14.761467,19.002222,18.464092,18.683586,21.504976,21.265543,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
8000,4.049306,1.240805,15.004169,18.212883,18.509239,18.511486,18.916464,19.516796,0.765407,0.929180,0.944237,0.944400,0.965041,0.995719,14.296316,18.944727,18.400702,18.589029,21.610537,21.392080,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
8500,4.013896,1.232057,14.585793,18.025120,18.323122,18.323030,18.755701,19.439939,0.743977,0.919566,0.934705,0.934753,0.956812,0.991761,13.859343,18.893270,18.352615,18.503469,21.704762,21.516111,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
9000,4.001943,1.225151,14.180775,17.851093,18.151987,18.147581,18.597660,19.364454,0.723232,0.910654,0.925939,0.925768,0.948721,0.987871,13.442476,18.847115,18.325901,18.418016,21.792919,21.634911,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
9500,3.957821,1.217947,13.796763,17.669973,17.979553,17.977369,18.448912,19.299858,0.703555,0.901377,0.917100,0.917059,0.941102,0.984540,13.051335,18.803276,18.297947,18.339392,21.878773,21.752691,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
10000,3.938299,1.212298,13.418720,17.506065,17.808805,17.816303,18.306614,19.232578,0.684149,0.892976,0.908347,0.908807,0.933817,0.981062,12.680961,18.760162,18.262648,18.263300,21.962286,21.870497,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
10500,3.944606,1.206012,13.067420,17.347244,17.661200,17.669054,18.176954,19.170378,0.666107,0.884829,0.900779,0.901267,0.927177,0.977848,12.337845,18.720783,18.237448,18.189987,22.034985,21.984291,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
11000,3.885890,1.202480,12.725571,17.195847,17.507439,17.526428,18.055765,19.112305,0.648546,0.877066,0.892887,0.893960,0.920975,0.974840,12.017145,18.691372,18.209631,18.124434,22.102493,22.096870,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
11500,3.875458,1.198991,12.409342,17.061321,17.372175,17.396158,17.928448,19.052053,0.632269,0.870157,0.885945,0.887277,0.914447,0.971723,11.720885,18.655382,18.181889,18.064272,22.175667,22.212183,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
12000,3.868628,1.195221,12.103889,16.921459,17.238720,17.258558,17.813011,18.996574,0.616538,0.862975,0.879103,0.880222,0.908527,0.968848,11.446979,18.621283,18.157152,18.004282,22.247898,22.323671,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
12500,3.845423,1.191982,11.812337,16.797394,17.105528,17.133108,17.702074,18.941898,0.601519,0.856606,0.872261,0.873806,0.902836,0.966013,11.187047,18.600441,18.126808,17.956486,22.310560,22.434629,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
13000,3.830196,1.189375,11.534120,16.668419,16.993420,17.011650,17.597260,18.893515,0.587176,0.849986,0.866488,0.867580,0.897474,0.963498,10.944422,18.570309,18.104441,17.907711,22.380747,22.543995,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
13500,3.825010,1.185993,11.259621,16.553755,16.881220,16.898342,17.502571,18.844107,0.573020,0.844095,0.860740,0.861760,0.892620,0.960926,10.724455,18.545082,18.081459,17.859661,22.445364,22.641579,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
