step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2000,0.421404,0.416510,0.467029,0.461496,0.529024,0.405244,0.615093,0.471653,0.494501,0.408402,0.647742,0.524664,0.699209,0.476944,0.562005,0.425032,0.607271,0.489616,0.735239,0.520321,0.508254,0.397197,0.619891,0.396580,0.737399,0.499373,0.550530,0.410117,0.617223,0.440667,0.711709,0.490586,0.518816,0.430515,0.593049,0.445769,0.533927,0.476919
2200,0.420214,0.409655,0.462979,0.454898,0.556081,0.400337,0.630905,0.468252,0.516446,0.404627,0.682987,0.537360,0.723044,0.471263,0.591295,0.426335,0.637401,0.501054,0.773946,0.515437,0.533713,0.393869,0.653477,0.395329,0.770339,0.492817,0.576331,0.404340,0.650833,0.441465,0.743689,0.484274,0.537135,0.420612,0.620388,0.436017,0.542196,0.474233
2400,0.419774,0.403518,0.459415,0.448702,0.584973,0.397623,0.641654,0.462667,0.535589,0.397904,0.719344,0.545920,0.739403,0.462615,0.618724,0.420129,0.668598,0.511964,0.807130,0.502760,0.552974,0.386806,0.687203,0.395406,0.793811,0.479972,0.597220,0.392647,0.685322,0.441873,0.765801,0.471226,0.549046,0.407312,0.649694,0.428468,0.546797,0.470118
2600,0.419863,0.397398,0.456166,0.442156,0.614823,0.396556,0.650657,0.456539,0.553204,0.389870,0.756642,0.549443,0.747520,0.451701,0.641625,0.409107,0.701337,0.522655,0.832400,0.486885,0.570786,0.376148,0.721959,0.396087,0.805751,0.464436,0.611492,0.378970,0.720842,0.439757,0.777269,0.455826,0.555202,0.393593,0.680619,0.421023,0.549469,0.464646
2800,0.421258,0.392362,0.453536,0.435788,0.645797,0.395268,0.656494,0.448835,0.568855,0.382052,0.794037,0.547139,0.753151,0.440624,0.659496,0.396619,0.733760,0.530581,0.850834,0.471163,0.585056,0.365621,0.757360,0.397938,0.810444,0.448454,0.623302,0.365467,0.756800,0.435641,0.784269,0.441312,0.561548,0.379205,0.711773,0.413124,0.551910,0.457921
3000,0.422435,0.387186,0.451288,0.429512,0.677054,0.394265,0.661408,0.441109,0.582970,0.374739,0.831637,0.542694,0.755594,0.430134,0.673291,0.384687,0.766529,0.535902,0.863748,0.456694,0.598693,0.355706,0.792934,0.398968,0.813638,0.433445,0.634189,0.352835,0.793536,0.430752,0.787497,0.426686,0.569239,0.366280,0.743443,0.406709,0.553911,0.451205
3200,0.424844,0.382004,0.449665,0.423279,0.708665,0.393767,0.666651,0.434816,0.598532,0.367086,0.869695,0.536109,0.757476,0.420641,0.686919,0.373134,0.799357,0.539492,0.876465,0.442763,0.612322,0.346240,0.829134,0.400566,0.819177,0.419563,0.646070,0.341524,0.830230,0.426569,0.790965,0.413286,0.579655,0.354002,0.775473,0.399787,0.555734,0.444467
3400,0.427120,0.377109,0.448562,0.417299,0.740412,0.393301,0.669522,0.428430,0.614072,0.359406,0.907201,0.528367,0.758335,0.411581,0.698345,0.362341,0.833030,0.541789,0.888027,0.429264,0.627439,0.336766,0.864902,0.401284,0.821881,0.406319,0.658614,0.331100,0.866958,0.421122,0.796451,0.400744,0.592101,0.342826,0.807692,0.393665,0.557489,0.437653
3600,0.429619,0.372444,0.447705,0.411293,0.772222,0.393354,0.673726,0.421936,0.630076,0.352379,0.945100,0.520510,0.758257,0.402979,0.708796,0.351301,0.867054,0.541759,0.898364,0.416807,0.642117,0.327428,0.900548,0.400274,0.825863,0.393782,0.671478,0.321287,0.903058,0.416018,0.800150,0.388784,0.604547,0.333208,0.840690,0.387453,0.560347,0.428845
3800,0.432289,0.368483,0.447311,0.406140,0.803132,0.392840,0.675558,0.415331,0.644976,0.345867,0.982300,0.512310,0.758395,0.394429,0.717926,0.341706,0.899451,0.541047,0.906639,0.405905,0.655901,0.319102,0.935559,0.400214,0.831307,0.382568,0.683032,0.312429,0.938918,0.410543,0.804418,0.379025,0.616617,0.324602,0.872725,0.381457,0.563397,0.420239
4000,0.434941,0.365201,0.447486,0.401440,0.833911,0.391800,0.677363,0.408584,0.658329,0.339190,1.018591,0.504479,0.758480,0.386727,0.727167,0.332252,0.931468,0.538438,0.914057,0.395616,0.670192,0.310599,0.969676,0.399650,0.836115,0.372163,0.695999,0.303723,0.974303,0.404388,0.809221,0.369613,0.630037,0.316238,0.903723,0.376793,0.567234,0.410975
4200,0.437541,0.361419,0.447490,0.396472,0.863780,0.391282,0.678278,0.402545,0.671989,0.332984,1.054484,0.496089,0.757989,0.379846,0.736616,0.323810,0.962978,0.535580,0.920673,0.386280,0.683475,0.303129,1.003271,0.398391,0.841122,0.362527,0.707880,0.295948,1.008961,0.398526,0.812347,0.360857,0.642914,0.308622,0.934649,0.371860,0.571735,0.401655
4400,0.439121,0.358172,0.447510,0.391908,0.892362,0.390041,0.680291,0.396978,0.683360,0.327230,1.088725,0.488272,0.757828,0.373399,0.743420,0.316075,0.993185,0.530961,0.925721,0.378346,0.696103,0.295925,1.035416,0.397530,0.845461,0.354351,0.718486,0.289021,1.042551,0.393647,0.816395,0.353287,0.655110,0.301945,0.964118,0.367052,0.576654,0.392633
4600,0.440664,0.354893,0.447474,0.387608,0.919589,0.387496,0.680940,0.392034,0.694364,0.321577,1.121455,0.480869,0.756205,0.367171,0.750474,0.309150,1.022025,0.526978,0.930602,0.371037,0.708743,0.289461,1.065940,0.396632,0.849642,0.346625,0.727715,0.283070,1.074373,0.389749,0.818994,0.346323,0.665362,0.296154,0.992186,0.362706,0.581769,0.384240
4800,0.441649,0.351579,0.447490,0.383216,0.945285,0.385742,0.681319,0.387364,0.704556,0.316567,1.152846,0.474039,0.755528,0.361652,0.756587,0.302867,1.049146,0.521727,0.934773,0.364220,0.719982,0.283681,1.094966,0.395591,0.853199,0.340092,0.737859,0.277394,1.104551,0.385903,0.822322,0.340071,0.675690,0.290338,1.018932,0.358763,0.587721,0.375780
5000,0.442342,0.349168,0.447660,0.379652,0.970037,0.383611,0.680952,0.382871,0.712859,0.311739,1.182136,0.466904,0.755068,0.356927,0.762129,0.297120,1.074794,0.517232,0.938508,0.358307,0.729640,0.278314,1.122307,0.393931,0.855691,0.333781,0.746927,0.272234,1.133515,0.381787,0.826307,0.334378,0.685954,0.285266,1.044685,0.355359,0.593427,0.368287
5200,0.442865,0.347011,0.447469,0.376258,0.993027,0.381503,0.681080,0.378988,0.720930,0.307441,1.209830,0.460471,0.754232,0.352426,0.767598,0.291857,1.098511,0.513342,0.941796,0.352853,0.739131,0.273209,1.147532,0.392016,0.859519,0.328386,0.754979,0.267484,1.160161,0.377899,0.827568,0.329028,0.695016,0.280531,1.068547,0.352116,0.599240,0.361355
5400,0.443149,0.344950,0.446814,0.373149,1.014085,0.379034,0.680186,0.375276,0.727923,0.303715,1.235509,0.455003,0.752665,0.348067,0.772368,0.287394,1.120954,0.508483,0.944429,0.348086,0.747146,0.268929,1.171226,0.390508,0.862395,0.323636,0.763259,0.263141,1.185327,0.373844,0.830071,0.324437,0.703438,0.276000,1.090705,0.348727,0.605488,0.354769
5600,0.442563,0.342721,0.446194,0.370318,1.033585,0.376323,0.679925,0.372112,0.733617,0.300209,1.259310,0.449826,0.751983,0.344415,0.777042,0.283277,1.141534,0.504439,0.946781,0.343906,0.755825,0.264909,1.193346,0.389189,0.864380,0.319222,0.770647,0.259310,1.208506,0.370993,0.832874,0.320464,0.711150,0.272127,1.110882,0.345966,0.611798,0.348705
5800,0.442294,0.341021,0.445326,0.367732,1.051456,0.373385,0.679655,0.369296,0.739221,0.296971,1.281290,0.445134,0.751303,0.341361,0.781787,0.279488,1.160707,0.500383,0.949439,0.340109,0.763429,0.261352,1.213495,0.387779,0.867385,0.315672,0.776710,0.256015,1.229468,0.368195,0.834569,0.316773,0.717983,0.268620,1.129821,0.343605,0.617097,0.343540
6000,0.441528,0.339108,0.444335,0.365351,1.067558,0.370506,0.678941,0.366663,0.743179,0.293960,1.301117,0.440320,0.750563,0.338341,0.785244,0.276118,1.177856,0.496366,0.951357,0.336489,0.769956,0.258212,1.231757,0.386617,0.869380,0.312149,0.782592,0.253114,1.248880,0.365177,0.835988,0.313551,0.724805,0.265443,1.146806,0.341534,0.622101,0.338878
6200,0.440875,0.337587,0.443169,0.363144,1.081698,0.368042,0.678376,0.364257,0.746991,0.291328,1.319022,0.436419,0.750416,0.335918,0.787722,0.273209,1.193426,0.492892,0.952961,0.333640,0.775571,0.255373,1.247954,0.385143,0.870719,0.309194,0.787324,0.250478,1.266275,0.362829,0.837236,0.310636,0.730178,0.262844,1.162024,0.339664,0.626696,0.334800
6400,0.440073,0.336260,0.441848,0.361135,1.094363,0.365586,0.678006,0.362271,0.750288,0.288931,1.334994,0.432911,0.750023,0.333738,0.791800,0.270882,1.207330,0.490193,0.954094,0.330909,0.780602,0.252991,1.262779,0.383823,0.871885,0.306610,0.792241,0.248231,1.281946,0.360931,0.839367,0.308167,0.735376,0.260625,1.175597,0.338040,0.631018,0.331163
6600,0.439077,0.334988,0.440623,0.359368,1.105430,0.363272,0.677456,0.360489,0.752961,0.286818,1.349333,0.429913,0.749474,0.331620,0.793850,0.268622,1.219977,0.487500,0.955358,0.328701,0.785411,0.250840,1.275950,0.382622,0.873043,0.304218,0.796609,0.246242,1.295866,0.359112,0.840444,0.305787,0.739391,0.258682,1.187876,0.336488,0.634944,0.327901
6800,0.438032,0.333794,0.439351,0.357734,1.115163,0.361050,0.677032,0.358900,0.755664,0.285065,1.362119,0.427174,0.748908,0.329882,0.796145,0.266780,1.230863,0.485237,0.956257,0.326718,0.789659,0.248922,1.287607,0.381664,0.874160,0.302292,0.800306,0.244490,1.308284,0.357534,0.841421,0.303959,0.743612,0.256985,1.198852,0.335149,0.638529,0.325043
7000,0.437241,0.332843,0.438172,0.356370,1.123665,0.359139,0.676128,0.357315,0.757632,0.283492,1.373303,0.424693,0.748529,0.328371,0.798137,0.265110,1.240609,0.483300,0.957280,0.325004,0.793096,0.247308,1.297895,0.380816,0.875297,0.300636,0.803574,0.242894,1.319264,0.356074,0.842411,0.302331,0.747547,0.255350,1.208771,0.333739,0.641974,0.322511
7200,0.436255,0.331874,0.437058,0.355144,1.130905,0.357198,0.675794,0.356136,0.759675,0.282048,1.383453,0.422612,0.747971,0.326898,0.799828,0.263628,1.249291,0.481569,0.958160,0.323475,0.796446,0.245863,1.307279,0.380238,0.876119,0.298950,0.806475,0.241504,1.329114,0.354866,0.843301,0.300903,0.750706,0.253955,1.217470,0.332666,0.644760,0.320308
7400,0.435310,0.330970,0.435874,0.353962,1.137048,0.355430,0.675189,0.354950,0.760565,0.280628,1.392719,0.420545,0.747494,0.325675,0.801455,0.262316,1.257113,0.479823,0.958739,0.322015,0.799228,0.244560,1.315907,0.379498,0.877026,0.297518,0.809124,0.240259,1.338171,0.353621,0.843939,0.299483,0.753933,0.252766,1.225536,0.331714,0.647421,0.318314
7600,0.434578,0.330288,0.434833,0.352949,1.142827,0.353797,0.674555,0.353734,0.761729,0.279435,1.401310,0.418621,0.747187,0.324639,0.802444,0.261043,1.264365,0.478342,0.959272,0.320763,0.801671,0.243387,1.323753,0.378744,0.877922,0.296331,0.811333,0.239115,1.346350,0.352488,0.844533,0.298197,0.756904,0.251547,1.232707,0.330781,0.649908,0.316463
7800,0.433867,0.329635,0.433689,0.351873,1.148247,0.352211,0.673926,0.352673,0.762843,0.278371,1.409286,0.416891,0.746588,0.323546,0.803640,0.259900,1.271193,0.476898,0.959808,0.319555,0.803981,0.242296,1.331181,0.378059,0.878790,0.295164,0.813733,0.238057,1.354274,0.351544,0.845127,0.297066,0.759343,0.250452,1.239600,0.329789,0.652109,0.314774
8000,0.432892,0.328844,0.432577,0.350841,1.153341,0.350758,0.673425,0.351684,0.763643,0.277240,1.417119,0.415311,0.746238,0.322574,0.804957,0.258796,1.277870,0.475574,0.960452,0.318435,0.806120,0.241233,1.338228,0.377406,0.879542,0.293990,0.816261,0.237070,1.361876,0.350596,0.846087,0.295979,0.761926,0.249448,1.246296,0.328909,0.654402,0.313159
