step,train_loss,val_bpb
200,8.513514,2.251798
400,6.930341,1.983968
600,6.311686,1.878791
800,6.002537,1.818049
1000,5.811196,1.763510
1200,5.653252,1.726367
1400,5.535734,1.691778
1600,5.432727,1.666317
1800,5.352646,1.647514
2000,5.264662,1.625202
2200,5.229953,1.610694
2400,5.180668,1.596626
2600,5.118784,1.581649
2800,5.088191,1.572427
3000,5.048549,1.557810
3200,5.008240,1.547083
3400,4.968643,1.538198
3600,4.946376,1.530719
3800,4.912856,1.520605
4000,4.892047,1.514110
4200,4.859933,1.505163
4400,4.845789,1.499518
4600,4.818940,1.492172
4800,4.826263,1.486861
5000,4.774445,1.478793
5200,4.760504,1.475074
5400,4.741627,1.469946
5600,4.708282,1.465489
5800,4.703608,1.459445
6000,4.690830,1.455935
6200,4.672989,1.452844
6400,4.667873,1.450025
6600,4.646006,1.446428
6800,4.644790,1.443260
