step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498787,0.499083,0.497844,0.497854,0.498110,0.497907,0.498291,0.497985,0.502147,0.501020,0.498209,0.498212,0.499742,0.499584,0.499234,0.498659,0.501590,0.500451,0.499635,0.499580,0.500479,0.500426,0.500100,0.499399,0.502190,0.501095,0.498951,0.498889,0.500127,0.500060,0.500554,0.499835,0.500909,0.499687,0.499494,0.499495,0.500261,0.500240,0.501073,0.500507,0.499822,0.499016,0.499665,0.499683,0.500093,0.500055,0.501650,0.501261
400,0.495592,0.497445,0.489707,0.490080,0.489655,0.489112,0.493580,0.492067,0.511814,0.507874,0.491394,0.491044,0.495534,0.494359,0.495685,0.493066,0.509982,0.504332,0.495356,0.495096,0.501717,0.500299,0.499781,0.495807,0.510589,0.505357,0.494951,0.494643,0.499893,0.499148,0.502543,0.497911,0.506193,0.501373,0.498081,0.498063,0.504027,0.503762,0.507030,0.503000,0.500496,0.498452,0.499725,0.499827,0.503330,0.503071,0.510561,0.508460
600,0.490066,0.495347,0.475478,0.476870,0.476528,0.475104,0.488241,0.483891,0.527876,0.517556,0.480144,0.478544,0.489717,0.485570,0.490346,0.483007,0.523435,0.508542,0.483939,0.483134,0.501572,0.496627,0.500435,0.488554,0.524216,0.509969,0.485919,0.485039,0.498163,0.494910,0.507530,0.493389,0.515240,0.504206,0.491213,0.490922,0.509936,0.508440,0.517145,0.504676,0.503049,0.498191,0.496227,0.496494,0.510578,0.508866,0.523831,0.516063
800,0.480656,0.489011,0.455899,0.458629,0.462241,0.457466,0.483669,0.473219,0.549460,0.527566,0.466363,0.461684,0.487232,0.474519,0.488510,0.470780,0.542812,0.512163,0.468936,0.466679,0.502573,0.490818,0.503737,0.477763,0.544059,0.514200,0.472989,0.470761,0.496634,0.488618,0.517100,0.487170,0.529170,0.506209,0.478766,0.477700,0.521562,0.516293,0.531576,0.505081,0.509486,0.500631,0.490975,0.491402,0.521157,0.516650,0.540423,0.521953
1000,0.469956,0.480435,0.435692,0.439000,0.457971,0.442482,0.481124,0.461297,0.573481,0.534515,0.455446,0.445957,0.493150,0.464133,0.493833,0.458574,0.564249,0.512078,0.454556,0.448241,0.506574,0.481729,0.513999,0.466831,0.564034,0.515219,0.459976,0.455249,0.498008,0.482122,0.532355,0.479397,0.546503,0.508658,0.465553,0.463409,0.533270,0.521542,0.551027,0.503188,0.518095,0.502390,0.485920,0.486391,0.534701,0.525199,0.557996,0.523248
1200,0.460063,0.470297,0.417755,0.421203,0.467875,0.433809,0.481941,0.450935,0.595316,0.536787,0.451801,0.434164,0.509727,0.459235,0.502897,0.448964,0.584731,0.508717,0.444856,0.432207,0.513806,0.473099,0.527318,0.457749,0.582174,0.512806,0.449084,0.441002,0.498029,0.473074,0.547728,0.470914,0.562193,0.509068,0.456343,0.452212,0.545274,0.525262,0.568510,0.498670,0.526500,0.504391,0.480790,0.481141,0.547970,0.532781,0.575058,0.520865
1400,0.450680,0.460043,0.403041,0.405389,0.483712,0.428922,0.482311,0.440221,0.612650,0.535065,0.453293,0.425133,0.532561,0.460738,0.514907,0.441786,0.604944,0.503015,0.440229,0.417425,0.524494,0.465811,0.543620,0.450406,0.602698,0.507999,0.441108,0.427932,0.499871,0.464066,0.564412,0.463652,0.578695,0.507851,0.448326,0.441649,0.552060,0.522685,0.586761,0.492224,0.534905,0.503971,0.475728,0.476015,0.557831,0.537332,0.588877,0.514582
1600,0.443500,0.451025,0.390129,0.390388,0.504762,0.428093,0.483730,0.429044,0.628163,0.531857,0.456030,0.416007,0.557216,0.461864,0.530793,0.435776,0.622838,0.495881,0.439601,0.404588,0.536322,0.458519,0.561938,0.442662,0.621015,0.502377,0.435933,0.415869,0.504738,0.455848,0.583617,0.456442,0.591667,0.504395,0.440936,0.430778,0.555131,0.515543,0.603671,0.484313,0.543884,0.503557,0.469406,0.469151,0.567527,0.540712,0.603235,0.506585
1800,0.436244,0.440979,0.379542,0.376319,0.527365,0.429410,0.488154,0.419034,0.640613,0.525697,0.462086,0.408667,0.584336,0.464407,0.547284,0.430179,0.641937,0.489020,0.442992,0.393258,0.552681,0.452940,0.579817,0.435058,0.642356,0.497949,0.431998,0.403629,0.511085,0.447038,0.602557,0.448874,0.609406,0.502056,0.435740,0.421363,0.559332,0.508761,0.622285,0.476695,0.552315,0.501297,0.462631,0.462265,0.573785,0.540440,0.615756,0.496843
2000,0.431343,0.432639,0.371655,0.363784,0.551227,0.431738,0.491125,0.408816,0.652686,0.519932,0.470335,0.402427,0.611604,0.466411,0.564334,0.425061,0.660044,0.481775,0.449714,0.383021,0.569634,0.447227,0.598754,0.428415,0.661072,0.491947,0.431931,0.392669,0.519347,0.440460,0.622995,0.441725,0.625534,0.498561,0.431253,0.411410,0.560494,0.499984,0.637385,0.468307,0.563493,0.500374,0.455790,0.455254,0.578389,0.539212,0.627235,0.486545
2200,0.426102,0.423714,0.366116,0.352875,0.576774,0.433012,0.496559,0.399507,0.666160,0.514776,0.479601,0.398280,0.640675,0.472616,0.581721,0.419471,0.678892,0.474229,0.458904,0.375654,0.588563,0.441596,0.619153,0.423061,0.679602,0.484862,0.433626,0.383521,0.528565,0.433070,0.644699,0.435682,0.641519,0.495861,0.430119,0.403117,0.562232,0.490916,0.654761,0.460086,0.576552,0.500444,0.448076,0.447162,0.579721,0.535177,0.639076,0.476905
2400,0.421867,0.415510,0.363857,0.342924,0.602890,0.435825,0.502766,0.389920,0.676111,0.506780,0.490545,0.394697,0.670965,0.478257,0.598849,0.415169,0.697226,0.465746,0.472635,0.369417,0.609446,0.436489,0.639384,0.417866,0.697140,0.477992,0.439296,0.375080,0.539124,0.427210,0.666825,0.428438,0.657319,0.491253,0.429471,0.394857,0.563502,0.481501,0.670872,0.451839,0.585924,0.498056,0.441589,0.440022,0.580836,0.530450,0.648671,0.466157
