step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,tau_L0,tau_L1,tau_L2,tau_L3,tau_L4,tau_L5
32000,3.540408,1.142713,12.033726,15.814224,16.735987,16.776403,17.503616,19.194248,0.613332,0.806075,0.852975,0.855220,0.892356,0.978038,9.343617,18.646326,15.247520,18.416824,19.569229,26.251984,0.10728574,0.25269672,0.28378737,0.31264877,0.39234164,0.59597236
32500,3.531053,1.142246,12.031485,15.814540,16.731201,16.772516,17.502874,19.197073,0.613218,0.806085,0.852723,0.855020,0.892314,0.978166,9.339288,18.649960,15.252940,18.433058,19.587959,26.292788,0.10549930,0.25059947,0.28136781,0.30946201,0.38958219,0.59213674
33000,3.513690,1.141870,12.030447,15.807366,16.733404,16.777010,17.501862,19.199337,0.613154,0.805718,0.852824,0.855246,0.892252,0.978270,9.340123,18.655329,15.257149,18.447956,19.603909,26.335995,0.10355470,0.24922392,0.27898732,0.30572268,0.38620925,0.58863688
33500,3.504312,1.141551,12.026567,15.812169,16.733788,16.773573,17.503620,19.203485,0.612958,0.805957,0.852839,0.855063,0.892339,0.978475,9.339899,18.659517,15.262214,18.464746,19.622974,26.375620,0.10201866,0.24656264,0.27706355,0.30314082,0.38328326,0.58375263
34000,3.504162,1.140957,12.026721,15.811110,16.736736,16.774815,17.505329,19.207731,0.612970,0.805903,0.852987,0.855121,0.892422,0.978684,9.340864,18.663349,15.266444,18.483761,19.639175,26.411077,0.10018881,0.24409932,0.27456424,0.30044633,0.38070425,0.58097649
34500,3.495810,1.139799,12.027537,15.814042,16.737225,16.776936,17.508060,19.212601,0.613010,0.806052,0.853009,0.855225,0.892558,0.978922,9.343408,18.666222,15.273170,18.501129,19.656149,26.445120,0.09858239,0.24180715,0.27195647,0.29824802,0.37818676,0.57713187
35000,3.502233,1.139705,12.030182,15.810778,16.736553,16.782284,17.508402,19.216431,0.613143,0.805876,0.852969,0.855497,0.892572,0.979109,9.346325,18.670155,15.277913,18.518990,19.671484,26.482363,0.09718281,0.24037541,0.27059296,0.29581630,0.37530023,0.57378060
35500,3.494445,1.138755,12.033479,15.810988,16.740200,16.782833,17.513357,19.220818,0.613317,0.805885,0.853154,0.855522,0.892824,0.979327,9.352736,18.673126,15.285329,18.532015,19.687115,26.515047,0.09585920,0.23838136,0.26914737,0.29377013,0.37277251,0.57076341
36000,3.488062,1.138335,12.035640,15.812135,16.744762,16.782246,17.515877,19.224768,0.613424,0.805940,0.853384,0.855491,0.892950,0.979525,9.357922,18.677462,15.288922,18.547125,19.701599,26.547573,0.09438708,0.23640189,0.26674253,0.29186460,0.37002996,0.56654286
36500,3.501412,1.137608,12.037894,15.812564,16.745735,16.783672,17.519545,19.229118,0.613537,0.805958,0.853432,0.855561,0.893135,0.979739,9.364287,18.681416,15.296638,18.562216,19.717876,26.579603,0.09300950,0.23414060,0.26453760,0.28937772,0.36774099,0.56381023
37000,3.469070,1.136906,12.044836,15.816118,16.748880,16.790237,17.522125,19.232126,0.613884,0.806141,0.853592,0.855896,0.893259,0.979886,9.369173,18.684923,15.299496,18.574106,19.730389,26.609379,0.09160329,0.23261274,0.26282716,0.28780010,0.36525324,0.56063676
37500,3.481151,1.137143,12.052029,15.819970,16.752844,16.793058,17.525154,19.236345,0.614247,0.806335,0.853791,0.856036,0.893413,0.980093,9.375211,18.687597,15.307149,18.588545,19.745026,26.634548,0.09027288,0.23090519,0.26060355,0.28578970,0.36363041,0.55829698
38000,3.468959,1.135990,12.060458,15.821374,16.756140,16.797552,17.530043,19.240467,0.614674,0.806406,0.853954,0.856266,0.893659,0.980299,9.377094,18.691957,15.313712,18.600758,19.758982,26.664743,0.08875814,0.22904365,0.25868094,0.28321484,0.36131576,0.55440360
38500,3.459874,1.135105,12.065651,15.826093,16.759636,16.800602,17.534033,19.245342,0.614937,0.806646,0.854128,0.856421,0.893861,0.980542,9.382819,18.695219,15.319693,18.612835,19.771910,26.691181,0.08743179,0.22755107,0.25732803,0.28114322,0.35930926,0.55066890
39000,3.448751,1.135272,12.073952,15.828745,16.764700,16.802288,17.538160,19.249420,0.615367,0.806777,0.854388,0.856500,0.894070,0.980745,9.388553,18.698296,15.324737,18.628754,19.784708,26.714878,0.08609863,0.22555831,0.25538296,0.27903104,0.35686120,0.54776543
39500,3.447555,1.135044,12.078747,15.833457,16.767969,16.808027,17.541328,19.255104,0.615613,0.807022,0.854548,0.856795,0.894229,0.981032,9.397298,18.701784,15.332160,18.641287,19.795010,26.738354,0.08484815,0.22370842,0.25346565,0.27706346,0.35443133,0.54566813
40000,3.452843,1.135168,12.086761,15.836452,16.771723,16.812777,17.544315,19.259312,0.616022,0.807171,0.854742,0.857036,0.894380,0.981244,9.403478,18.704714,15.337736,18.652590,19.808538,26.761677,0.08375391,0.22257453,0.25214043,0.27565005,0.35267067,0.54315597
40500,3.433252,1.134026,12.090701,15.839552,16.773932,16.816235,17.551647,19.263208,0.616225,0.807326,0.854855,0.857212,0.894754,0.981439,9.410647,18.707113,15.343683,18.665722,19.818991,26.783825,0.08262183,0.22136004,0.25074747,0.27385473,0.35060802,0.54060817
41000,3.439985,1.134184,12.097565,15.842111,16.777891,16.819344,17.554735,19.267475,0.616577,0.807456,0.855052,0.857369,0.894912,0.981654,9.415411,18.709932,15.350455,18.676151,19.830824,26.804615,0.08146667,0.21962146,0.24903223,0.27208287,0.34895021,0.53864408
41500,3.454661,1.132942,12.101809,15.845727,16.782305,16.822147,17.560226,19.272329,0.616791,0.807640,0.855277,0.857509,0.895190,0.981903,9.423800,18.711861,15.356875,18.684610,19.840773,26.824169,0.08029062,0.21827477,0.24731807,0.27051383,0.34679717,0.53594559
42000,3.425301,1.133186,12.109386,15.846268,16.786184,16.826078,17.563370,19.276430,0.617175,0.807665,0.855473,0.857714,0.895347,0.982107,9.429940,18.714653,15.362182,18.694798,19.850599,26.843328,0.07931183,0.21708941,0.24570327,0.26899853,0.34561709,0.53403372
42500,3.423085,1.132541,12.117244,15.853620,16.790102,16.828957,17.569080,19.278831,0.617573,0.808040,0.855674,0.857860,0.895638,0.982224,9.436217,18.716621,15.366385,18.703899,19.860033,26.861034,0.07837152,0.21548337,0.24445257,0.26766938,0.34356779,0.53216213
43000,3.439857,1.132085,12.125468,15.856168,16.794487,16.832600,17.570969,19.282892,0.617994,0.808168,0.855898,0.858046,0.895733,0.982429,9.439567,18.718700,15.372870,18.712536,19.870028,26.879473,0.07736052,0.21423383,0.24316451,0.26613843,0.34225604,0.52992433
43500,3.418555,1.132500,12.133912,15.859949,16.797386,16.837034,17.575144,19.286301,0.618420,0.808364,0.856043,0.858271,0.895944,0.982601,9.446482,18.721397,15.377891,18.721628,19.878639,26.896791,0.07639784,0.21308620,0.24196646,0.26467022,0.34101641,0.52735144
44000,3.410471,1.132380,12.139956,15.863956,16.800688,16.840878,17.579187,19.289679,0.618730,0.808566,0.856211,0.858463,0.896151,0.982772,9.450561,18.722847,15.384871,18.731045,19.887386,26.912783,0.07542735,0.21174186,0.24072413,0.26308805,0.33924797,0.52497351
44500,3.420879,1.131979,12.146354,15.867845,16.804100,16.844276,17.582455,19.293333,0.619059,0.808764,0.856384,0.858635,0.896317,0.982955,9.456482,18.725006,15.388852,18.741087,19.896984,26.928753,0.07449285,0.21037404,0.23941131,0.26173773,0.33752486,0.52327943
45000,3.403571,1.132078,12.153489,15.871610,16.808317,16.848753,17.586340,19.297478,0.619426,0.808959,0.856601,0.858862,0.896513,0.983165,9.463603,18.727409,15.394144,18.749041,19.903584,26.943077,0.07363568,0.20920672,0.23792970,0.26040852,0.33596891,0.52107531
45500,3.397985,1.131963,12.159587,15.874170,16.808905,16.852964,17.591455,19.301609,0.619736,0.809087,0.856631,0.859080,0.896772,0.983374,9.469259,18.729879,15.397685,18.757839,19.912556,26.958071,0.07275887,0.20827396,0.23699419,0.25895587,0.33430636,0.51938766
46000,3.414809,1.131621,12.164908,15.878065,16.813732,16.855896,17.594870,19.305185,0.620011,0.809286,0.856874,0.859226,0.896949,0.983556,9.474099,18.732010,15.403327,18.764433,19.920244,26.972307,0.07190319,0.20720430,0.23584406,0.25766945,0.33313668,0.51755595
46500,3.400746,1.131726,12.169406,15.879250,16.817783,16.857946,17.599655,19.309301,0.620242,0.809345,0.857081,0.859331,0.897192,0.983769,9.479955,18.733217,15.408968,18.772871,19.927483,26.986309,0.07107347,0.20627117,0.23451737,0.25640628,0.33163339,0.51561201
47000,3.406884,1.131640,12.173307,15.880998,16.821951,16.861391,17.603781,19.312740,0.620436,0.809432,0.857292,0.859507,0.897400,0.983943,9.485486,18.735975,15.413569,18.780949,19.936056,27.000874,0.07026169,0.20517577,0.23325869,0.25512889,0.33009827,0.51420116
47500,3.399778,1.132352,12.180462,15.885959,16.824362,16.865471,17.608503,19.315264,0.620800,0.809685,0.857417,0.859718,0.897640,0.984069,9.491043,18.738029,15.417569,18.788847,19.943129,27.015028,0.06949518,0.20414162,0.23231107,0.25399292,0.32858244,0.51257288
48000,3.399348,1.132300,12.186864,15.889824,16.827755,16.868673,17.611311,19.319326,0.621126,0.809883,0.857589,0.859881,0.897783,0.984273,9.495986,18.739670,15.422799,18.795359,19.950737,27.028135,0.06871639,0.20295618,0.23124909,0.25267220,0.32741186,0.51107782
