step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497555,0.497883,0.497731,0.497719,0.496873,0.496842,0.498765,0.498957,0.499453,0.499438,0.497406,0.497353,0.499395,0.499385,0.499318,0.499288,0.497466,0.497415,0.499370,0.499360,0.498982,0.498930,0.497496,0.497437,0.499188,0.499345,0.498413,0.498398,0.497499,0.497439,0.499173,0.499322,0.498427,0.498400,0.497501,0.497447
400,0.491590,0.492897,0.493641,0.493690,0.490248,0.490982,0.496601,0.497286,0.499175,0.499213,0.497910,0.497814,0.498056,0.498520,0.499474,0.499392,0.498654,0.498343,0.499009,0.499070,0.499030,0.498967,0.498341,0.498131,0.499253,0.499880,0.498470,0.498474,0.498126,0.497939,0.498624,0.499080,0.498501,0.498504,0.497982,0.497837
600,0.481861,0.484520,0.485607,0.486203,0.477333,0.479150,0.493856,0.494106,0.498867,0.498985,0.498069,0.497784,0.495222,0.496285,0.500073,0.499926,0.501890,0.500227,0.496786,0.497946,0.499410,0.499383,0.500491,0.499452,0.497970,0.499157,0.499166,0.499180,0.499032,0.498375,0.497893,0.499035,0.499027,0.499046,0.498196,0.497847
800,0.470898,0.473205,0.471221,0.471837,0.459922,0.462762,0.491993,0.488955,0.498409,0.498603,0.498692,0.496977,0.491721,0.494157,0.501048,0.500923,0.509096,0.503381,0.492817,0.496024,0.499669,0.499781,0.506135,0.502194,0.496424,0.498437,0.500743,0.500796,0.501405,0.499191,0.496068,0.498055,0.499933,0.499989,0.498800,0.497943
1000,0.463205,0.461806,0.457808,0.456337,0.442790,0.445528,0.490337,0.481232,0.497030,0.497170,0.500170,0.495961,0.488777,0.491403,0.501777,0.501797,0.516172,0.505735,0.486800,0.492318,0.500183,0.500511,0.513860,0.505167,0.494883,0.497472,0.503092,0.503196,0.504851,0.500064,0.493702,0.496999,0.501118,0.501276,0.499789,0.498082
1200,0.460115,0.452637,0.447256,0.441915,0.429489,0.430654,0.491884,0.474502,0.494283,0.494468,0.502785,0.495615,0.484939,0.487293,0.501333,0.501568,0.524301,0.508658,0.481077,0.488283,0.500091,0.500683,0.523629,0.508758,0.493166,0.496738,0.504817,0.504997,0.509921,0.501495,0.491121,0.495542,0.502214,0.502487,0.501511,0.498511
1400,0.459111,0.444876,0.441055,0.429077,0.418827,0.416916,0.494455,0.467202,0.490979,0.490886,0.505091,0.494355,0.481692,0.482572,0.501134,0.501602,0.531388,0.510487,0.477227,0.484214,0.500140,0.500942,0.534238,0.512547,0.491030,0.495151,0.505986,0.506308,0.515949,0.503273,0.487071,0.492820,0.502613,0.503170,0.503175,0.498820
1600,0.460510,0.438672,0.438485,0.417554,0.412988,0.404716,0.498477,0.460755,0.488062,0.487493,0.508377,0.493757,0.479955,0.477554,0.499606,0.500275,0.536577,0.511505,0.472517,0.480043,0.499820,0.500765,0.542471,0.514585,0.487579,0.492869,0.508077,0.508536,0.521555,0.504403,0.483464,0.491012,0.503129,0.503933,0.505250,0.499252
1800,0.464785,0.433917,0.439582,0.408116,0.413568,0.395145,0.504096,0.454792,0.485476,0.484117,0.511272,0.492913,0.479071,0.473068,0.498717,0.499577,0.542641,0.512689,0.470761,0.477138,0.499879,0.500996,0.550659,0.516993,0.484937,0.490827,0.508554,0.509186,0.527605,0.505647,0.478559,0.487975,0.503929,0.504960,0.507334,0.499626
2000,0.468325,0.429395,0.443247,0.400431,0.417520,0.386678,0.510962,0.449716,0.482294,0.480143,0.515415,0.492647,0.479871,0.469260,0.497432,0.498451,0.547857,0.513736,0.467684,0.473383,0.499840,0.501059,0.559230,0.518836,0.482458,0.488801,0.509488,0.510244,0.533405,0.506302,0.474874,0.485915,0.504724,0.505968,0.509436,0.499716
2200,0.472968,0.425678,0.448151,0.393573,0.426478,0.378921,0.518558,0.444176,0.480168,0.476594,0.519206,0.491822,0.481153,0.465936,0.496539,0.497634,0.552220,0.514259,0.465601,0.470238,0.499439,0.500833,0.566145,0.520301,0.482424,0.489292,0.510035,0.510902,0.538679,0.506984,0.471193,0.483079,0.505067,0.506545,0.511239,0.499925
2400,0.479342,0.423510,0.454828,0.387801,0.438482,0.374060,0.526154,0.438561,0.478242,0.473039,0.523373,0.491449,0.482676,0.462321,0.495276,0.496281,0.557382,0.515278,0.464096,0.467198,0.499102,0.500619,0.573687,0.522617,0.480517,0.487987,0.510375,0.511354,0.544343,0.508458,0.468708,0.481682,0.504821,0.506483,0.513553,0.500488
2600,0.485235,0.420140,0.463090,0.382784,0.452397,0.370219,0.534842,0.434007,0.476582,0.469708,0.527139,0.490558,0.483530,0.457807,0.494288,0.495066,0.562252,0.516174,0.462868,0.464024,0.499050,0.500609,0.580899,0.524052,0.479960,0.487652,0.510504,0.511386,0.548918,0.508912,0.465591,0.479433,0.505152,0.506951,0.515194,0.500589
2800,0.490575,0.417332,0.471121,0.378287,0.467888,0.367025,0.543624,0.429971,0.475448,0.466342,0.531931,0.490015,0.485772,0.454767,0.492889,0.493512,0.566392,0.516579,0.462452,0.461405,0.498632,0.500239,0.587272,0.525316,0.477407,0.485021,0.510391,0.511404,0.553358,0.509846,0.462257,0.476571,0.504898,0.506678,0.516854,0.500738
3000,0.495799,0.414689,0.478692,0.374582,0.484029,0.365274,0.552563,0.426605,0.474591,0.463154,0.536402,0.489141,0.487511,0.450876,0.492399,0.492737,0.570146,0.516719,0.461542,0.457445,0.498558,0.500234,0.593834,0.526721,0.476339,0.483938,0.510476,0.511565,0.556901,0.510124,0.460763,0.475626,0.504515,0.506465,0.518703,0.500972
3200,0.501432,0.412169,0.487107,0.371318,0.500706,0.364355,0.563631,0.424073,0.474490,0.460688,0.541411,0.488437,0.489782,0.447612,0.491209,0.491185,0.573998,0.516705,0.461597,0.455629,0.497826,0.499528,0.599616,0.527359,0.474335,0.482457,0.510856,0.511965,0.560634,0.510428,0.458900,0.474210,0.504699,0.506776,0.520416,0.501033
3400,0.507674,0.410887,0.495282,0.368213,0.517188,0.364352,0.572236,0.420533,0.474057,0.458062,0.546294,0.488162,0.492809,0.445064,0.490965,0.490594,0.577371,0.516823,0.461876,0.453913,0.497139,0.498930,0.603758,0.527689,0.473029,0.481208,0.511473,0.512649,0.563776,0.510846,0.456132,0.471783,0.504528,0.506577,0.522117,0.501273
3600,0.513044,0.409247,0.503948,0.364805,0.533723,0.364218,0.583218,0.418205,0.474748,0.456036,0.552082,0.488223,0.496199,0.442339,0.490127,0.489348,0.581689,0.517744,0.461766,0.450964,0.496873,0.498645,0.608885,0.528697,0.472126,0.480397,0.510860,0.512017,0.566700,0.511051,0.453901,0.469518,0.504359,0.506538,0.523736,0.501505
3800,0.517950,0.407237,0.512089,0.361795,0.549648,0.363762,0.590560,0.414922,0.475098,0.453791,0.556759,0.487485,0.499385,0.440217,0.489620,0.488407,0.585081,0.517765,0.461365,0.448050,0.496144,0.497890,0.613173,0.529171,0.471809,0.479987,0.510935,0.512070,0.569783,0.511510,0.452883,0.468349,0.504033,0.506316,0.525159,0.501587
4000,0.521058,0.404082,0.518769,0.358779,0.565750,0.364126,0.598315,0.412613,0.475993,0.452042,0.562292,0.487373,0.503400,0.438935,0.489450,0.487731,0.588166,0.518047,0.461767,0.445613,0.496019,0.497779,0.616984,0.529795,0.469820,0.477913,0.511179,0.512293,0.571962,0.511571,0.450861,0.466697,0.503435,0.505806,0.526325,0.501564
4200,0.525376,0.402977,0.525997,0.356459,0.580397,0.364660,0.606405,0.410435,0.477228,0.450718,0.566625,0.487186,0.505766,0.436128,0.488972,0.486832,0.590560,0.517963,0.463049,0.444099,0.495759,0.497462,0.620356,0.529874,0.469607,0.477445,0.511300,0.512350,0.574954,0.512133,0.450121,0.465675,0.502992,0.505400,0.527850,0.501774
4400,0.527532,0.400254,0.533516,0.354276,0.595854,0.365697,0.614347,0.407865,0.478128,0.449245,0.571648,0.487107,0.509315,0.434677,0.488520,0.485857,0.593606,0.518320,0.464581,0.442362,0.495674,0.497352,0.623655,0.530227,0.469121,0.476704,0.511278,0.512227,0.577157,0.512418,0.448480,0.464027,0.502706,0.505133,0.528942,0.501856
4600,0.530541,0.398567,0.538985,0.351749,0.609374,0.366102,0.621610,0.406152,0.479454,0.448210,0.576701,0.487352,0.512817,0.433533,0.488480,0.485281,0.596562,0.518704,0.465017,0.440342,0.495105,0.496729,0.627464,0.531073,0.468072,0.475485,0.511601,0.512459,0.579476,0.512862,0.448179,0.463437,0.501675,0.504119,0.530009,0.501943
4800,0.533856,0.397408,0.544505,0.349326,0.621844,0.366626,0.628705,0.404383,0.480722,0.447177,0.580361,0.486854,0.515933,0.431930,0.488376,0.484647,0.598403,0.518389,0.466102,0.438533,0.495060,0.496566,0.630164,0.531247,0.467459,0.474490,0.511478,0.512252,0.581388,0.513036,0.446939,0.462101,0.501466,0.503901,0.531016,0.502025
5000,0.535873,0.395460,0.548962,0.347053,0.634801,0.367676,0.634835,0.402974,0.481896,0.446225,0.584270,0.486726,0.518547,0.430462,0.488121,0.483980,0.601054,0.518692,0.468079,0.437757,0.494700,0.496156,0.632820,0.531605,0.466986,0.473780,0.511253,0.511929,0.582709,0.512843,0.445515,0.460166,0.500968,0.503329,0.532016,0.502082
5200,0.537498,0.393734,0.553750,0.345166,0.645881,0.368149,0.640120,0.401562,0.483242,0.445621,0.588098,0.486643,0.522126,0.429594,0.487666,0.483049,0.603123,0.518878,0.469787,0.436613,0.494306,0.495713,0.635486,0.532187,0.466141,0.472685,0.510696,0.511297,0.584282,0.513029,0.445321,0.459500,0.500886,0.503230,0.532686,0.501990
