step,train_loss,val_loss,val_loss_hard
0,5.550439,5.550322,5.550322
1000,2.759541,2.666749,2.666749
2000,2.325815,2.297003,2.297003
3000,2.110151,2.096727,2.096727
4000,1.990226,1.970025,1.970025
5000,1.897220,1.892577,1.892577
6000,1.845265,1.828311,1.828311
7000,1.797166,1.793986,1.793986
8000,1.771421,1.763364,1.763364
9000,1.747596,1.743477,1.743477
10000,1.733905,1.723906,1.723906
11000,1.712012,1.710759,1.710759
12000,1.704298,1.702042,1.702042
13000,1.694324,1.687050,1.687050
14000,1.682902,1.681051,1.681051
15000,1.676980,1.673436,1.673436
16000,1.664357,1.668773,1.668773
17000,1.661507,1.656624,1.656624
18000,1.655881,1.650975,1.650975
19000,1.650127,1.647758,1.647758
20000,1.642365,1.638906,1.638906
21000,1.635024,1.638744,1.638744
22000,1.630586,1.631697,1.631697
23000,1.627501,1.627219,1.627219
24000,1.619958,1.619340,1.619340
25000,1.617903,1.616932,1.616932
26000,1.611895,1.611606,1.611606
27000,1.611002,1.609421,1.609421
28000,1.608516,1.602460,1.602460
29000,1.603819,1.602424,1.602424
30000,1.600042,1.599138,1.599138
31000,1.597831,1.593065,1.593065
32000,1.588477,1.589935,1.589935
33000,1.591843,1.587046,1.587046
34000,1.586697,1.584717,1.584717
35000,1.587033,1.579804,1.579804
36000,1.577712,1.578427,1.578427
37000,1.577695,1.574728,1.574728
38000,1.576693,1.574098,1.574098
39000,1.573499,1.572391,1.572391
40000,1.570867,1.570879,1.570879
41000,1.569564,1.570294,1.570294
42000,1.564076,1.566019,1.566019
43000,1.565918,1.564211,1.564211
44000,1.562972,1.564534,1.564534
45000,1.563142,1.562298,1.562298
46000,1.565441,1.561369,1.561369
47000,1.558815,1.559999,1.559999
48000,1.558665,1.558166,1.558166
49000,1.556698,1.560302,1.560302
