step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498408,0.498415,0.497775,0.497748,0.497550,0.497549,0.498894,0.498835,0.498299,0.498253,0.498646,0.498635,0.498902,0.498901,0.502623,0.502482,0.499312,0.499230,0.499739,0.499687,0.499654,0.499646,0.502967,0.502993,0.499630,0.499520,0.499829,0.499704,0.499116,0.499116,0.502954,0.502927,0.499181,0.499124,0.499345,0.499248,0.498956,0.498958,0.502895,0.502826,0.499592,0.499534,0.499712,0.499680,0.499148,0.499147,0.502960,0.502941
400,0.490918,0.490921,0.489658,0.489666,0.489535,0.489563,0.489062,0.488915,0.494819,0.489572,0.489646,0.489466,0.491280,0.491287,0.500161,0.498048,0.492485,0.491843,0.491745,0.491654,0.491794,0.491771,0.512728,0.512269,0.494385,0.494222,0.494697,0.494480,0.493066,0.493076,0.513575,0.513277,0.496618,0.494248,0.496578,0.493445,0.492351,0.492353,0.513429,0.513128,0.496983,0.493332,0.496101,0.493499,0.492597,0.492631,0.513629,0.513322
600,0.473914,0.473863,0.474484,0.474545,0.473625,0.473799,0.476921,0.476297,0.500530,0.478988,0.474474,0.473594,0.474671,0.474657,0.491669,0.486761,0.488486,0.483353,0.481825,0.481591,0.484147,0.484229,0.521169,0.517987,0.485699,0.485520,0.486303,0.485986,0.484672,0.484763,0.531173,0.531125,0.489970,0.482365,0.488995,0.480941,0.479095,0.479107,0.531145,0.529449,0.487107,0.481087,0.485305,0.481407,0.480335,0.480399,0.531329,0.530761
800,0.450438,0.450322,0.451457,0.451524,0.449947,0.450255,0.462530,0.460990,0.515186,0.465990,0.454524,0.452165,0.451488,0.451463,0.481238,0.472052,0.491684,0.475175,0.467961,0.467032,0.471045,0.471400,0.529128,0.520782,0.478290,0.478240,0.479410,0.479159,0.477460,0.477832,0.553884,0.554648,0.483678,0.468468,0.479739,0.465506,0.462959,0.462847,0.556739,0.550820,0.475804,0.466869,0.472434,0.466731,0.465507,0.465633,0.555219,0.554793
1000,0.425696,0.425481,0.426955,0.426975,0.423728,0.424008,0.446968,0.443984,0.536948,0.450952,0.431957,0.427649,0.425683,0.425599,0.471282,0.456333,0.500383,0.467123,0.450221,0.447908,0.451421,0.452296,0.536587,0.521336,0.468765,0.468205,0.469750,0.469232,0.467888,0.468756,0.574066,0.575579,0.477142,0.454050,0.471008,0.448974,0.445718,0.445664,0.585657,0.576322,0.464146,0.450779,0.458474,0.450190,0.448729,0.449315,0.582684,0.581121
1200,0.402402,0.402096,0.403372,0.403346,0.399152,0.399381,0.433913,0.429001,0.556774,0.438221,0.411455,0.404676,0.401611,0.401473,0.461796,0.440453,0.511328,0.460121,0.434201,0.429672,0.428751,0.430067,0.542511,0.520236,0.462502,0.460656,0.462244,0.461171,0.459346,0.461052,0.587806,0.592545,0.473608,0.445554,0.465094,0.437633,0.433492,0.433797,0.612784,0.596241,0.453449,0.434969,0.444560,0.433697,0.431969,0.432603,0.611059,0.602449
1400,0.380838,0.380435,0.381680,0.381590,0.376182,0.376344,0.421962,0.414696,0.578587,0.425509,0.395164,0.383835,0.379405,0.379156,0.454783,0.426047,0.525619,0.454946,0.419172,0.412217,0.405983,0.407499,0.546143,0.517858,0.457626,0.454867,0.455588,0.454071,0.446968,0.449966,0.594669,0.600052,0.471388,0.439862,0.463250,0.429127,0.423298,0.423972,0.634363,0.607337,0.445395,0.422255,0.435235,0.422352,0.420538,0.421591,0.635629,0.617736
1600,0.361105,0.360599,0.361461,0.361333,0.354842,0.354946,0.410900,0.400324,0.602121,0.415131,0.385993,0.365594,0.358418,0.358062,0.450064,0.411317,0.538895,0.450345,0.404725,0.394495,0.383607,0.385115,0.550681,0.515243,0.452406,0.447892,0.448878,0.446710,0.430340,0.435238,0.599221,0.602333,0.468554,0.434120,0.459684,0.420076,0.410626,0.412065,0.657151,0.619157,0.440379,0.410451,0.428754,0.411029,0.407600,0.410020,0.658513,0.625976
1800,0.342968,0.342365,0.342846,0.342674,0.335148,0.335175,0.402019,0.387404,0.625781,0.406868,0.386824,0.349853,0.339219,0.338687,0.448134,0.397770,0.555551,0.446387,0.394713,0.379654,0.362789,0.364230,0.553695,0.511861,0.448255,0.442494,0.442139,0.439486,0.412740,0.418886,0.603059,0.602743,0.465803,0.429483,0.458218,0.414086,0.396750,0.399382,0.681189,0.633510,0.434915,0.398905,0.423486,0.400909,0.394214,0.397413,0.671689,0.630045
2000,0.326503,0.325810,0.325999,0.325776,0.316893,0.316831,0.394981,0.375313,0.650556,0.399793,0.396002,0.336362,0.321497,0.320735,0.449475,0.384726,0.572017,0.442242,0.386651,0.365022,0.343506,0.344638,0.556096,0.506863,0.444642,0.437071,0.436374,0.433157,0.395249,0.401736,0.606026,0.602160,0.464685,0.426686,0.457915,0.410204,0.384494,0.387863,0.703843,0.646881,0.432121,0.389672,0.420724,0.392573,0.382762,0.386309,0.681834,0.632954
2200,0.311125,0.310363,0.310440,0.310185,0.300059,0.299895,0.389284,0.363862,0.674848,0.394885,0.409841,0.327642,0.305319,0.304217,0.455629,0.373938,0.589172,0.439719,0.383697,0.352812,0.325860,0.326612,0.559284,0.502301,0.442540,0.433068,0.430971,0.427297,0.377614,0.384104,0.609039,0.602161,0.466157,0.426555,0.460284,0.409715,0.371680,0.373991,0.726190,0.659851,0.432151,0.383472,0.419686,0.384825,0.373738,0.375913,0.689324,0.635089
2400,0.297486,0.296600,0.296032,0.295768,0.284762,0.284422,0.385424,0.353146,0.701429,0.392068,0.427458,0.322292,0.290759,0.289069,0.464135,0.363941,0.608256,0.437037,0.384185,0.342022,0.309841,0.310084,0.562229,0.497060,0.440898,0.429566,0.426104,0.421922,0.361144,0.366912,0.611608,0.600992,0.468490,0.427406,0.461873,0.409264,0.362577,0.361981,0.745269,0.670582,0.434256,0.378574,0.418423,0.377419,0.364642,0.365772,0.695770,0.636849
2600,0.285162,0.284138,0.282867,0.282566,0.270910,0.270274,0.383382,0.344110,0.727133,0.388114,0.446338,0.319719,0.278132,0.275418,0.472615,0.356163,0.627638,0.434430,0.388842,0.334060,0.295111,0.294789,0.564423,0.491806,0.439441,0.425792,0.421068,0.416211,0.346017,0.350737,0.612984,0.599160,0.467663,0.426079,0.463014,0.408787,0.355414,0.350845,0.763038,0.680980,0.436553,0.374984,0.418830,0.371591,0.356687,0.354862,0.700673,0.638239
