step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.521469,0.362926,0.000000,7.353665,
1000,1.993662,0.534259,0.000000,1.911377,
2000,1.889564,0.522050,0.000000,1.814582,
3000,1.834672,0.515302,0.000000,1.769348,
4000,1.799741,0.510366,0.000000,1.744540,
5000,1.779876,0.506750,0.000000,1.724559,
6000,1.762243,0.504339,0.000000,1.707986,
7000,1.748478,0.502609,0.000000,1.695827,
8000,1.736184,0.501569,0.000000,1.684073,
9000,1.728374,0.500909,0.000000,1.676407,
10000,1.720442,0.500488,0.000000,1.667412,
11000,1.715089,0.500274,0.000000,1.657496,
12000,1.713861,0.500172,0.000000,1.653151,
13000,1.695333,0.500049,0.000000,1.645014,
14000,1.691953,0.500073,0.000000,1.640128,
15000,1.698718,0.500000,0.000000,1.636854,
16000,1.686719,0.500057,0.000000,1.633182,
17000,1.678577,0.500059,0.000000,1.628157,
18000,1.679445,0.500013,0.000000,1.625884,
19000,1.664820,0.500029,0.000000,1.622317,
20000,1.673459,0.499967,0.000000,1.618575,
21000,1.672649,0.499931,0.000000,1.615885,
22000,1.662746,0.499991,0.000000,1.612050,
23000,1.669498,0.499985,0.000000,1.610846,
24000,1.666608,0.499967,0.000000,1.605887,
25000,1.651499,0.500020,0.000000,1.606775,
26000,1.655089,0.500006,0.000000,1.606765,
27000,1.655449,0.500050,0.000000,1.601392,
28000,1.657777,0.500039,0.000000,1.598832,
29000,1.657438,0.499960,0.000000,1.596014,
30000,1.649680,0.500013,0.000000,1.599047,
31000,1.647864,0.499993,0.000000,1.595651,
32000,1.640332,0.499930,0.000000,1.592854,
33000,1.642831,0.499965,0.000000,1.591311,
34000,1.636868,0.499969,0.000000,1.593698,
35000,1.643187,0.499978,0.000000,1.587783,
36000,1.635236,0.499955,0.000000,1.589520,
37000,1.632791,0.499970,0.000000,1.585626,
38000,1.630153,0.499893,0.000000,1.583790,
39000,1.632220,0.499924,0.000000,1.586017,
40000,1.638637,0.499987,0.000000,1.585118,
41000,1.630630,0.500006,0.000000,1.580108,
42000,1.630890,0.499928,0.000000,1.579771,
43000,1.625429,0.499974,0.000000,1.580716,
44000,1.624373,0.499962,0.000000,1.579477,
45000,1.628420,0.499912,0.000000,1.578605,
46000,1.628088,0.499972,0.000000,1.575299,
47000,1.624457,0.499981,0.000000,1.575417,
48000,1.618222,0.499982,0.000000,1.575470,
49000,1.621591,0.499997,0.000000,1.573981,
