step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499177,0.499213,0.498863,0.498873,0.499604,0.499561,0.498651,0.498537,0.499691,0.499271,0.499074,0.499043,0.500795,0.500729,0.499641,0.499082,0.499494,0.499025,0.499259,0.499232,0.500575,0.500550,0.500343,0.499840,0.499385,0.498974,0.499325,0.499303,0.500586,0.500576,0.500657,0.500317,0.499605,0.499202,0.499407,0.499391,0.500379,0.500373,0.500823,0.500576,0.499647,0.499386,0.499554,0.499535,0.500302,0.500296,0.500784,0.500521
400,0.496871,0.497168,0.494221,0.494281,0.494684,0.494468,0.498043,0.495132,0.502844,0.499595,0.495309,0.495003,0.504584,0.503836,0.504752,0.502423,0.502574,0.499294,0.495890,0.495588,0.503900,0.503559,0.505734,0.504530,0.501481,0.498268,0.496612,0.496239,0.503873,0.503662,0.506116,0.505322,0.500915,0.498584,0.498001,0.497872,0.502879,0.502694,0.506179,0.505479,0.500159,0.499187,0.498278,0.498242,0.501346,0.501201,0.505393,0.504513
600,0.493210,0.493964,0.485704,0.485846,0.485713,0.485354,0.503333,0.496429,0.510126,0.501927,0.489240,0.487632,0.509414,0.506662,0.512742,0.508667,0.508489,0.500560,0.489545,0.488433,0.507227,0.505566,0.513333,0.510197,0.506489,0.498214,0.491923,0.490789,0.509045,0.508194,0.513921,0.511475,0.503237,0.497157,0.495516,0.495074,0.506736,0.505947,0.513615,0.511322,0.501769,0.498870,0.496252,0.496249,0.502268,0.501539,0.509824,0.507554
800,0.488477,0.490012,0.474173,0.474481,0.474626,0.473683,0.510931,0.500282,0.520185,0.504360,0.483718,0.478238,0.515411,0.508681,0.522841,0.515677,0.516165,0.501846,0.481707,0.478751,0.510869,0.506503,0.521160,0.514671,0.512884,0.496946,0.484972,0.482618,0.516943,0.514676,0.522179,0.516645,0.507181,0.494774,0.491371,0.490608,0.512148,0.509771,0.521597,0.516520,0.503682,0.497645,0.492983,0.493145,0.503370,0.501537,0.514161,0.510173
1000,0.483462,0.485821,0.460978,0.461433,0.464411,0.460439,0.519473,0.504782,0.531159,0.504245,0.475017,0.465818,0.522204,0.507663,0.532854,0.520801,0.524047,0.501796,0.470388,0.465732,0.515858,0.506044,0.527254,0.516882,0.518813,0.493088,0.475265,0.471448,0.528374,0.523641,0.528776,0.519831,0.507861,0.489429,0.484652,0.484233,0.518995,0.513867,0.529284,0.520852,0.504072,0.494635,0.487113,0.487622,0.504461,0.501280,0.518068,0.512338
1200,0.477606,0.481045,0.447053,0.447703,0.466565,0.449790,0.529628,0.510363,0.539687,0.500195,0.465090,0.451992,0.530240,0.500678,0.542236,0.523861,0.530617,0.498478,0.457243,0.450744,0.523415,0.503723,0.532285,0.516987,0.522778,0.485502,0.463364,0.457162,0.542957,0.533413,0.534186,0.521322,0.507531,0.482791,0.475808,0.476359,0.528753,0.518126,0.536400,0.523883,0.503362,0.490596,0.478942,0.479870,0.506340,0.501025,0.521817,0.514105
1400,0.472229,0.476426,0.432684,0.433122,0.482261,0.449248,0.542388,0.517461,0.547997,0.495499,0.458378,0.438000,0.544663,0.493507,0.551889,0.525805,0.540606,0.494658,0.444070,0.433987,0.535842,0.501119,0.537484,0.515774,0.531277,0.478404,0.451426,0.441050,0.560999,0.541363,0.539688,0.521482,0.508470,0.475454,0.464174,0.466161,0.539520,0.521258,0.543455,0.525590,0.502404,0.485178,0.468864,0.470459,0.509495,0.500882,0.526293,0.515576
1600,0.467149,0.471769,0.420616,0.419208,0.505684,0.460602,0.558940,0.527411,0.557528,0.490062,0.453420,0.423288,0.567230,0.489194,0.563444,0.527604,0.552072,0.490251,0.434948,0.416727,0.556232,0.502550,0.543760,0.513548,0.545046,0.472913,0.440356,0.424048,0.583294,0.546128,0.545616,0.520579,0.512290,0.467854,0.450415,0.453742,0.555700,0.524877,0.551613,0.526435,0.502279,0.479595,0.456582,0.458608,0.514646,0.499456,0.532240,0.516793
1800,0.461939,0.466722,0.416307,0.408958,0.534092,0.479865,0.579699,0.540823,0.567869,0.484688,0.456091,0.410994,0.597655,0.492226,0.575940,0.529522,0.565600,0.486552,0.434994,0.401663,0.581382,0.507002,0.551933,0.511120,0.562281,0.469121,0.431370,0.407436,0.606620,0.545004,0.552262,0.518820,0.517207,0.459990,0.434530,0.438574,0.574295,0.527844,0.561842,0.526454,0.503517,0.475171,0.443826,0.445669,0.522883,0.498209,0.538840,0.517304
