step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2000,0.332270,0.329874,0.554049,0.558071,0.386708,0.380625,0.347432,0.345940,0.508986,0.413683,0.424475,0.426242,0.479196,0.444847,0.482263,0.470865,0.508131,0.506564,0.515227,0.516081,0.528245,0.504099,0.625039,0.616923,0.490569,0.492286,0.586122,0.569505,0.497698,0.444179,0.662643,0.645328,0.490880,0.490600,0.576410,0.522572,0.496886,0.442073,0.639660,0.583852,0.493427,0.493239,0.570100,0.544697,0.514201,0.468772,0.613499,0.569745
2200,0.321778,0.317938,0.552656,0.556949,0.372415,0.363664,0.332905,0.330479,0.526926,0.407215,0.416714,0.417941,0.477627,0.437131,0.474875,0.462621,0.507639,0.505559,0.514160,0.515088,0.527916,0.502319,0.634380,0.623331,0.491020,0.492934,0.599314,0.578878,0.503694,0.443096,0.687364,0.656698,0.488023,0.487621,0.587268,0.519236,0.503224,0.440197,0.654471,0.586169,0.489836,0.489821,0.578271,0.543455,0.518232,0.466428,0.627393,0.571569
2400,0.314111,0.308435,0.550571,0.555162,0.362326,0.348492,0.320025,0.316177,0.545486,0.401870,0.408678,0.409711,0.478625,0.431624,0.468140,0.454915,0.506914,0.504589,0.513356,0.514440,0.527901,0.501074,0.640899,0.628571,0.492103,0.494219,0.612351,0.588176,0.511847,0.443787,0.711663,0.664463,0.486151,0.485689,0.598795,0.516425,0.508631,0.437801,0.668768,0.588012,0.492792,0.492750,0.586397,0.542439,0.523653,0.463452,0.639338,0.573040
2600,0.307518,0.299851,0.548106,0.552915,0.357180,0.334918,0.309086,0.303402,0.564559,0.395725,0.401366,0.401580,0.479360,0.425503,0.461693,0.447452,0.506312,0.503818,0.512425,0.513505,0.527296,0.499393,0.647562,0.633879,0.492140,0.494425,0.622944,0.596558,0.517717,0.443213,0.736741,0.672510,0.487509,0.487228,0.609770,0.513542,0.514144,0.435868,0.683134,0.589559,0.493291,0.493029,0.594961,0.539269,0.527496,0.461293,0.651017,0.574242
2800,0.302380,0.292580,0.544040,0.549051,0.357832,0.324071,0.299988,0.291722,0.585005,0.391564,0.395786,0.395036,0.479734,0.419987,0.456145,0.440859,0.505157,0.502460,0.511260,0.512462,0.526462,0.497503,0.652855,0.638626,0.492593,0.494971,0.634201,0.603762,0.525172,0.443101,0.761859,0.679767,0.491118,0.490735,0.622808,0.510831,0.519899,0.434606,0.696341,0.591016,0.493280,0.492894,0.605348,0.533779,0.533646,0.458875,0.662283,0.575342
3000,0.298748,0.286949,0.541035,0.546143,0.363485,0.315106,0.293453,0.281475,0.605754,0.386846,0.389995,0.388345,0.480722,0.414846,0.450354,0.434075,0.504328,0.501475,0.510167,0.511436,0.525497,0.495434,0.657251,0.642043,0.492360,0.494663,0.644927,0.610787,0.533272,0.443975,0.785854,0.686831,0.491212,0.490628,0.635926,0.506567,0.526948,0.432868,0.707378,0.592301,0.490898,0.490523,0.618151,0.531146,0.539381,0.456949,0.671640,0.576322
3200,0.296262,0.282272,0.536418,0.541654,0.372248,0.308235,0.289373,0.271944,0.626812,0.382336,0.385202,0.382332,0.481578,0.409249,0.445072,0.427495,0.503277,0.500207,0.508334,0.509719,0.522317,0.492312,0.659698,0.643695,0.492694,0.495181,0.657403,0.618286,0.540178,0.442921,0.807835,0.692644,0.492841,0.491948,0.650416,0.502982,0.532532,0.431285,0.718096,0.593538,0.492839,0.492446,0.632575,0.526689,0.545162,0.454717,0.680747,0.577253
3400,0.294315,0.278249,0.530843,0.536134,0.381796,0.302777,0.287704,0.264030,0.646128,0.379254,0.381931,0.377853,0.484305,0.405400,0.440075,0.421482,0.502869,0.499500,0.506828,0.508330,0.520341,0.489487,0.661996,0.645445,0.494344,0.496985,0.666678,0.624683,0.546910,0.442152,0.827874,0.697560,0.494519,0.493811,0.663590,0.499378,0.539309,0.430453,0.728000,0.594651,0.492903,0.492628,0.644321,0.522032,0.552138,0.452719,0.688077,0.578051
3600,0.292779,0.274836,0.527129,0.532510,0.391541,0.298044,0.288277,0.256901,0.666000,0.375859,0.379305,0.373107,0.487426,0.401620,0.435314,0.415680,0.502728,0.498916,0.504974,0.506542,0.516291,0.485285,0.663283,0.645643,0.493951,0.496538,0.678918,0.631844,0.553464,0.442485,0.846586,0.701610,0.496256,0.495408,0.675561,0.494038,0.546547,0.428975,0.736828,0.595612,0.493921,0.493519,0.655794,0.518529,0.557232,0.450440,0.694723,0.578655
3800,0.291972,0.271991,0.522155,0.527658,0.401722,0.294382,0.291211,0.251120,0.685197,0.372726,0.377413,0.369450,0.489241,0.396971,0.431618,0.410814,0.502121,0.497934,0.503164,0.504797,0.513360,0.481969,0.664046,0.645542,0.493041,0.495673,0.689611,0.637712,0.557942,0.442422,0.859847,0.704620,0.496585,0.495670,0.687519,0.490817,0.550834,0.427431,0.744472,0.596506,0.495096,0.494505,0.663379,0.514610,0.563108,0.448790,0.700577,0.579243
4000,0.291662,0.270038,0.516971,0.522463,0.410864,0.290445,0.295233,0.246515,0.703849,0.370017,0.374827,0.365512,0.491095,0.392998,0.427200,0.405580,0.501444,0.496956,0.501353,0.503040,0.510613,0.478896,0.664829,0.645035,0.492153,0.494754,0.698680,0.643781,0.562763,0.441668,0.872533,0.707051,0.498847,0.497901,0.697591,0.486562,0.556138,0.426377,0.752556,0.597358,0.494254,0.493565,0.673727,0.509601,0.567304,0.446258,0.706390,0.579805
4200,0.291283,0.268128,0.511205,0.516759,0.419640,0.287575,0.300115,0.242792,0.722635,0.367571,0.372838,0.361638,0.493166,0.389478,0.423493,0.400921,0.501383,0.496397,0.499747,0.501525,0.508125,0.475776,0.665438,0.644382,0.491367,0.493898,0.708756,0.649429,0.567413,0.441897,0.883276,0.709141,0.498152,0.497069,0.708491,0.483123,0.561910,0.425545,0.759177,0.598058,0.495220,0.494437,0.684509,0.505628,0.571479,0.444178,0.711297,0.580264
4400,0.290782,0.266355,0.506634,0.512268,0.428446,0.285107,0.305349,0.239797,0.740697,0.366438,0.372165,0.359013,0.496215,0.386474,0.419767,0.396273,0.500992,0.495478,0.497825,0.499705,0.505670,0.472908,0.664917,0.642091,0.491042,0.493674,0.718787,0.654562,0.571895,0.441200,0.892432,0.710981,0.498583,0.497400,0.720894,0.480949,0.565466,0.425215,0.765115,0.598748,0.495865,0.494972,0.694835,0.502560,0.575593,0.443186,0.715847,0.580731
4600,0.291056,0.265159,0.501386,0.507029,0.436312,0.282438,0.310830,0.237539,0.757667,0.365027,0.371967,0.356657,0.497612,0.382738,0.416748,0.392251,0.500904,0.494963,0.495856,0.497878,0.503455,0.469550,0.664498,0.640064,0.492669,0.495180,0.725416,0.657559,0.574889,0.440133,0.900115,0.712331,0.497723,0.496561,0.730617,0.478577,0.569256,0.424017,0.770165,0.599221,0.497401,0.496469,0.703252,0.500358,0.578950,0.441935,0.719465,0.581004
4800,0.290622,0.263497,0.495818,0.501454,0.444524,0.280212,0.316984,0.236248,0.774078,0.363644,0.371589,0.354662,0.500290,0.380508,0.413873,0.388410,0.501627,0.494946,0.494159,0.496273,0.501177,0.466141,0.663246,0.636845,0.492719,0.495349,0.732942,0.660882,0.578024,0.439320,0.907240,0.713653,0.498594,0.497270,0.739134,0.476484,0.572463,0.423447,0.774778,0.599733,0.496747,0.495775,0.710661,0.499334,0.581927,0.441830,0.722868,0.581332
5000,0.290687,0.262496,0.492593,0.498279,0.451800,0.278049,0.322226,0.234984,0.787965,0.361260,0.371530,0.353016,0.502089,0.377945,0.411585,0.385189,0.500970,0.493936,0.492747,0.494954,0.499644,0.463357,0.662383,0.634500,0.493499,0.496137,0.740798,0.664637,0.581085,0.438463,0.912909,0.714665,0.499234,0.497850,0.747600,0.474231,0.575886,0.422936,0.778661,0.600055,0.496319,0.495350,0.718827,0.497368,0.584253,0.440608,0.725633,0.581503
5200,0.290341,0.261165,0.488553,0.494261,0.458164,0.275642,0.327621,0.234223,0.802272,0.359886,0.372558,0.352079,0.503915,0.375768,0.409368,0.382024,0.501017,0.493529,0.491226,0.493537,0.498743,0.460909,0.661394,0.631946,0.493600,0.496348,0.746772,0.667179,0.582363,0.437346,0.917900,0.715571,0.499554,0.498155,0.754891,0.472694,0.578371,0.422011,0.782138,0.600358,0.495700,0.494773,0.726099,0.495322,0.586717,0.439850,0.728287,0.581673
5400,0.290555,0.260269,0.485455,0.491198,0.464547,0.273871,0.333242,0.233806,0.815053,0.358379,0.372977,0.350944,0.505125,0.373385,0.406903,0.378584,0.500891,0.493028,0.490113,0.492428,0.498071,0.458837,0.659773,0.628713,0.492982,0.495719,0.752207,0.669159,0.583841,0.436280,0.922129,0.716427,0.500149,0.498786,0.761472,0.470783,0.580745,0.421065,0.785304,0.600741,0.495719,0.494708,0.732404,0.493578,0.588402,0.439043,0.730577,0.581921
5600,0.290317,0.259224,0.482179,0.487948,0.469758,0.272245,0.338270,0.233692,0.825171,0.356724,0.373492,0.350000,0.506440,0.371218,0.405120,0.375917,0.501409,0.493052,0.488863,0.491243,0.497158,0.456685,0.658241,0.625702,0.492569,0.495462,0.755801,0.670375,0.584905,0.435214,0.926029,0.717072,0.500568,0.499286,0.766276,0.469326,0.582378,0.419941,0.787713,0.600939,0.496200,0.495143,0.738114,0.491780,0.590193,0.437899,0.732488,0.582028
5800,0.290327,0.258441,0.478933,0.484721,0.474777,0.270691,0.342910,0.233752,0.836710,0.355913,0.374370,0.349172,0.507446,0.369186,0.403400,0.373345,0.501356,0.492642,0.487959,0.490388,0.496483,0.455001,0.656671,0.622725,0.492993,0.495759,0.761107,0.673014,0.585971,0.433952,0.929351,0.717700,0.500804,0.499399,0.770786,0.467810,0.583957,0.419182,0.789870,0.601137,0.497062,0.495940,0.742394,0.490855,0.591938,0.437091,0.734061,0.582138
6000,0.290187,0.257661,0.476036,0.481852,0.479293,0.269384,0.347217,0.233798,0.846274,0.354825,0.375365,0.348738,0.508341,0.367387,0.401946,0.371090,0.501455,0.492365,0.487007,0.489495,0.495678,0.453367,0.654720,0.619562,0.492438,0.495117,0.763280,0.673516,0.586800,0.432709,0.931586,0.718050,0.500843,0.499367,0.774076,0.466509,0.584934,0.418274,0.791442,0.601208,0.496496,0.495289,0.746241,0.489437,0.592596,0.436100,0.735223,0.582151
6200,0.290115,0.257057,0.473706,0.479535,0.483369,0.268054,0.351369,0.233930,0.855018,0.354245,0.375749,0.347975,0.509266,0.365549,0.400484,0.368792,0.501296,0.491859,0.486108,0.488632,0.495204,0.451962,0.653109,0.616931,0.492024,0.494805,0.766532,0.674514,0.587437,0.431490,0.933741,0.718511,0.500956,0.499376,0.777410,0.465477,0.585649,0.417429,0.793051,0.601377,0.496283,0.495006,0.748927,0.488547,0.593360,0.435040,0.736448,0.582247
6400,0.290064,0.256527,0.471851,0.477700,0.486886,0.266985,0.355172,0.234218,0.862627,0.353522,0.376778,0.347677,0.510584,0.364306,0.399303,0.366879,0.501745,0.491826,0.485406,0.487962,0.494872,0.450739,0.651856,0.614801,0.491981,0.494842,0.769680,0.675856,0.587942,0.430461,0.935160,0.718695,0.500986,0.499423,0.779459,0.464724,0.586569,0.416776,0.794123,0.601431,0.496042,0.494765,0.751744,0.487460,0.593970,0.434129,0.737340,0.582265
6600,0.289899,0.255966,0.470194,0.476064,0.489698,0.265776,0.358286,0.234423,0.869478,0.352877,0.377714,0.347446,0.511381,0.363185,0.398144,0.365148,0.501991,0.491678,0.484686,0.487277,0.494288,0.449578,0.650632,0.612823,0.491907,0.494627,0.771517,0.676389,0.588496,0.429552,0.936453,0.719019,0.500855,0.499279,0.781733,0.463654,0.586999,0.416019,0.795166,0.601571,0.496271,0.494930,0.754317,0.486839,0.594632,0.433396,0.738140,0.582355
6800,0.290055,0.255710,0.468788,0.474676,0.492236,0.264600,0.361241,0.234724,0.875598,0.352246,0.378412,0.347228,0.512070,0.362062,0.397167,0.363659,0.501731,0.491167,0.483976,0.486593,0.494247,0.448999,0.649210,0.610811,0.491604,0.494355,0.772954,0.676512,0.588734,0.428896,0.937230,0.719096,0.500944,0.499322,0.783415,0.462852,0.587326,0.415337,0.795842,0.601565,0.496591,0.495227,0.756300,0.486171,0.594987,0.432708,0.738616,0.582318
7000,0.289860,0.255200,0.467505,0.473404,0.494758,0.263855,0.363875,0.234913,0.880792,0.351607,0.379137,0.347069,0.512767,0.361160,0.396521,0.362331,0.501898,0.490996,0.483516,0.486155,0.493764,0.447969,0.647721,0.608746,0.491328,0.493988,0.774535,0.676863,0.589227,0.428132,0.938022,0.719227,0.501438,0.499823,0.784617,0.461933,0.587347,0.414404,0.796530,0.601602,0.496747,0.495388,0.757620,0.485412,0.595059,0.431870,0.739117,0.582331
7200,0.289919,0.254929,0.466224,0.472119,0.496893,0.263078,0.366276,0.235225,0.885776,0.351432,0.379750,0.346941,0.513040,0.360072,0.395784,0.360926,0.502060,0.490875,0.483137,0.485788,0.493596,0.447175,0.646507,0.606999,0.491389,0.493977,0.775908,0.677189,0.589293,0.427217,0.938571,0.719245,0.501559,0.499904,0.785332,0.461105,0.587151,0.413537,0.797024,0.601569,0.496193,0.494773,0.759202,0.484447,0.594983,0.431006,0.739493,0.582280
7400,0.289813,0.254575,0.465173,0.471077,0.498710,0.262374,0.368434,0.235484,0.889819,0.350914,0.380466,0.346983,0.513580,0.359307,0.395016,0.359613,0.502152,0.490723,0.482746,0.485416,0.493564,0.446636,0.645243,0.605232,0.491401,0.493963,0.776747,0.677392,0.589369,0.426516,0.939076,0.719330,0.501391,0.499696,0.786048,0.460281,0.586945,0.412658,0.797521,0.601606,0.496078,0.494619,0.759659,0.483616,0.594706,0.430007,0.739857,0.582303
7600,0.289793,0.254325,0.464353,0.470268,0.500240,0.261640,0.370552,0.235852,0.893807,0.350556,0.381140,0.346919,0.514185,0.358621,0.394323,0.358423,0.502171,0.490438,0.482175,0.484875,0.493415,0.446041,0.644027,0.603614,0.491503,0.494079,0.777882,0.677703,0.589455,0.425718,0.939417,0.719312,0.501489,0.499752,0.786506,0.459733,0.586879,0.412074,0.797828,0.601575,0.495683,0.494175,0.760307,0.482887,0.594600,0.429334,0.740103,0.582262
7800,0.289816,0.254108,0.463520,0.469445,0.502000,0.261152,0.372502,0.236202,0.897210,0.350047,0.381950,0.347071,0.514514,0.357881,0.393848,0.357416,0.502267,0.490294,0.481938,0.484640,0.493183,0.445471,0.642953,0.602128,0.491627,0.494133,0.778599,0.677663,0.589325,0.424906,0.939776,0.719339,0.501516,0.499769,0.786762,0.458948,0.586589,0.411411,0.798195,0.601597,0.495543,0.494026,0.760959,0.482246,0.594447,0.428685,0.740376,0.582270
8000,0.289757,0.253833,0.462625,0.468556,0.503425,0.260578,0.374397,0.236498,0.900973,0.349644,0.382419,0.346948,0.514660,0.357076,0.393444,0.356523,0.502158,0.490026,0.481524,0.484222,0.492913,0.444898,0.641853,0.600674,0.491843,0.494363,0.779404,0.678015,0.589381,0.424196,0.940061,0.719375,0.501869,0.500108,0.787094,0.458258,0.586346,0.410660,0.798476,0.601605,0.495678,0.494092,0.761360,0.481593,0.594250,0.427972,0.740590,0.582266
