step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.502089,0.502184,0.498659,0.498655,0.498184,0.498077,0.498051,0.498017,0.499979,0.499690,0.498972,0.499007,0.499658,0.499564,0.498783,0.498687,0.500184,0.499509,0.499465,0.499456,0.499857,0.499790,0.499300,0.499136,0.499735,0.499619,0.499780,0.499776,0.500123,0.500080,0.499993,0.499754,0.499801,0.499522,0.499721,0.499708,0.500018,0.499971,0.500396,0.500128,0.499693,0.499568,0.499683,0.499703,0.499955,0.499940,0.500960,0.500667
400,0.508731,0.509124,0.497755,0.497834,0.493286,0.492577,0.492996,0.492531,0.508848,0.505916,0.494227,0.494226,0.497390,0.496572,0.496015,0.494282,0.508810,0.503719,0.497350,0.497230,0.499884,0.499186,0.500300,0.496738,0.504978,0.501703,0.498757,0.498721,0.502227,0.501718,0.504198,0.499976,0.506088,0.502094,0.498359,0.498141,0.501611,0.501211,0.506699,0.502330,0.502733,0.501053,0.499629,0.499698,0.501432,0.501246,0.509661,0.506147
600,0.518103,0.519163,0.506172,0.506691,0.486364,0.484125,0.490254,0.485998,0.526466,0.519517,0.487100,0.485161,0.492059,0.489003,0.500288,0.487576,0.526659,0.515423,0.492740,0.489751,0.499594,0.496961,0.511769,0.493799,0.518907,0.509793,0.493879,0.492693,0.507978,0.505939,0.519504,0.503512,0.520162,0.511468,0.494370,0.492694,0.505548,0.503851,0.523580,0.510885,0.509226,0.506307,0.498244,0.497920,0.507827,0.506708,0.527511,0.518628
800,0.526254,0.528092,0.525406,0.526385,0.480689,0.473560,0.496757,0.478397,0.552414,0.538799,0.486197,0.474337,0.488964,0.479469,0.518739,0.480208,0.553124,0.534512,0.493174,0.478689,0.499986,0.492785,0.535735,0.493583,0.540659,0.521722,0.487108,0.482641,0.518896,0.513387,0.544965,0.512788,0.539563,0.524063,0.489256,0.484300,0.513428,0.508698,0.550253,0.525994,0.514861,0.510622,0.493325,0.492878,0.520497,0.517150,0.554867,0.539313
1000,0.529287,0.531735,0.548400,0.549851,0.481296,0.464341,0.516414,0.470812,0.583820,0.562955,0.497921,0.466695,0.496123,0.474772,0.547446,0.477212,0.584163,0.554289,0.503507,0.467642,0.503615,0.488185,0.566999,0.497168,0.566503,0.537012,0.482112,0.470619,0.533610,0.522302,0.576839,0.526433,0.561560,0.538855,0.484726,0.473951,0.526037,0.516462,0.583049,0.546941,0.524591,0.516951,0.490982,0.489811,0.537730,0.531636,0.588170,0.564990
1200,0.525707,0.528479,0.571623,0.573482,0.491307,0.461190,0.540395,0.465710,0.615842,0.585556,0.515562,0.461385,0.509321,0.471319,0.578696,0.478918,0.616570,0.573281,0.519806,0.459630,0.511572,0.486157,0.600503,0.502709,0.594156,0.550380,0.480656,0.459857,0.548451,0.530581,0.610608,0.538052,0.581168,0.551878,0.483135,0.465956,0.539433,0.524167,0.617584,0.565514,0.530307,0.521582,0.486554,0.484746,0.552487,0.545020,0.622844,0.588435
1400,0.519674,0.522556,0.592984,0.595067,0.504139,0.460226,0.567734,0.461619,0.649066,0.608438,0.533541,0.458820,0.526857,0.472569,0.612173,0.481180,0.650640,0.592924,0.536994,0.452059,0.520595,0.483381,0.635587,0.509027,0.623629,0.564365,0.484311,0.450457,0.564030,0.538054,0.646222,0.551169,0.603102,0.567006,0.483838,0.458182,0.551413,0.529547,0.653959,0.584651,0.540606,0.526737,0.482479,0.480367,0.570257,0.559843,0.659451,0.611993
1600,0.512752,0.515610,0.614062,0.616308,0.521942,0.462635,0.598112,0.459731,0.683390,0.629607,0.555097,0.457826,0.545521,0.474483,0.647458,0.485664,0.686740,0.611719,0.558617,0.446348,0.531906,0.482757,0.672683,0.514827,0.654126,0.578553,0.492388,0.442161,0.575926,0.541590,0.684010,0.563765,0.626915,0.582411,0.486900,0.451289,0.563637,0.533430,0.692317,0.603240,0.548458,0.530735,0.479564,0.475925,0.588871,0.574674,0.697930,0.634234
1800,0.505191,0.507965,0.631565,0.633814,0.540601,0.464235,0.629840,0.459451,0.718148,0.648292,0.577265,0.459068,0.568180,0.480331,0.684497,0.490808,0.723710,0.628650,0.581210,0.441949,0.545411,0.482710,0.711505,0.522710,0.686160,0.593217,0.501848,0.433661,0.586991,0.542748,0.723283,0.575124,0.651258,0.595019,0.492468,0.445227,0.578239,0.539245,0.732369,0.618910,0.557269,0.538006,0.477517,0.471665,0.605777,0.587257,0.738153,0.654916
2000,0.496805,0.499340,0.645307,0.647387,0.560051,0.467857,0.662283,0.457186,0.754582,0.667099,0.601478,0.461414,0.590630,0.483542,0.723105,0.496641,0.761056,0.643676,0.607004,0.438868,0.561563,0.485648,0.752102,0.532063,0.720483,0.605922,0.512851,0.426440,0.597412,0.542950,0.764086,0.583955,0.677689,0.610063,0.497752,0.438977,0.591495,0.544354,0.773618,0.632966,0.561734,0.541230,0.476189,0.468990,0.624480,0.600446,0.779881,0.674741
2200,0.485935,0.488334,0.658208,0.659982,0.581188,0.472850,0.696362,0.456626,0.790073,0.682407,0.625958,0.464032,0.614309,0.488623,0.762964,0.502620,0.800068,0.658891,0.633493,0.436416,0.576034,0.485641,0.793875,0.541089,0.755002,0.617483,0.524732,0.419795,0.605567,0.541171,0.806538,0.596360,0.703797,0.623527,0.501226,0.433105,0.602161,0.547482,0.816335,0.647068,0.571435,0.548584,0.475303,0.465481,0.640400,0.611040,0.823079,0.692159
2400,0.476765,0.478970,0.668420,0.669848,0.603547,0.478020,0.731774,0.456428,0.827468,0.700625,0.652392,0.467140,0.639206,0.494882,0.803771,0.508757,0.840881,0.672987,0.659823,0.435074,0.590871,0.485410,0.837095,0.547346,0.790434,0.627749,0.539442,0.413780,0.613672,0.539618,0.850367,0.606304,0.730761,0.639113,0.505646,0.426911,0.612920,0.549792,0.860411,0.658206,0.576727,0.552614,0.471726,0.459715,0.656923,0.620587,0.867224,0.706665
