step,train_loss,val_bpb
200,8.781635,2.370058
400,7.578014,2.334067
600,7.087525,2.136057
800,6.808066,2.052719
1000,6.609759,2.011839
1200,6.478427,1.988233
1400,6.394728,1.948580
1600,6.315465,1.933814
1800,6.257972,1.926285
