step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497279,0.497418,0.498731,0.498760,0.499976,0.499888,0.496930,0.496843,0.499410,0.498612,0.498702,0.498703,0.500321,0.500274,0.497660,0.497294,0.500504,0.499509,0.498219,0.498212,0.499960,0.499915,0.499420,0.498353,0.499643,0.498826,0.498643,0.498618,0.500347,0.500337,0.500493,0.499703,0.499523,0.498893,0.499007,0.498987,0.500238,0.500223,0.500958,0.500537,0.499847,0.499069,0.499000,0.498950,0.500317,0.500306,0.501219,0.500898
400,0.494479,0.495206,0.488922,0.488988,0.490333,0.489904,0.486766,0.486275,0.508746,0.505354,0.493913,0.492502,0.498425,0.497373,0.494716,0.489113,0.511320,0.508856,0.491211,0.490079,0.492769,0.492240,0.508211,0.501036,0.506256,0.503320,0.496789,0.496526,0.502207,0.501964,0.511018,0.508870,0.505892,0.504174,0.497107,0.496447,0.501058,0.500903,0.511844,0.510838,0.504305,0.503246,0.497029,0.496715,0.499748,0.499601,0.512158,0.511362
600,0.495388,0.498287,0.471920,0.472159,0.472884,0.472389,0.475595,0.471835,0.525348,0.518811,0.487086,0.481328,0.489564,0.486943,0.503431,0.485415,0.529049,0.523417,0.484460,0.479656,0.481932,0.480757,0.518350,0.499656,0.519405,0.511567,0.490410,0.489389,0.499607,0.498641,0.523216,0.514705,0.517936,0.512347,0.487156,0.486287,0.494690,0.494191,0.522750,0.516433,0.508762,0.504610,0.492125,0.491667,0.496434,0.495815,0.525010,0.520545
800,0.499387,0.507306,0.449576,0.450143,0.450143,0.449487,0.473616,0.458735,0.549576,0.537918,0.482330,0.466901,0.478142,0.472900,0.517657,0.486435,0.553686,0.542818,0.477384,0.464987,0.467469,0.465423,0.528395,0.493890,0.536636,0.520822,0.481036,0.478361,0.494602,0.492160,0.535468,0.513910,0.531799,0.519027,0.471676,0.469541,0.484859,0.483977,0.531042,0.513097,0.520619,0.510480,0.486175,0.485208,0.492528,0.491344,0.536226,0.522879
1000,0.506918,0.520429,0.426867,0.427665,0.427303,0.426058,0.483294,0.450713,0.576514,0.556926,0.489372,0.455774,0.466888,0.457846,0.538288,0.491876,0.582860,0.564070,0.476470,0.450938,0.451621,0.448187,0.542151,0.486511,0.557637,0.529782,0.469466,0.463832,0.484951,0.481036,0.549324,0.510237,0.548038,0.524860,0.457329,0.452766,0.473145,0.471770,0.539576,0.505583,0.534656,0.516457,0.480016,0.478412,0.487655,0.485776,0.548613,0.522500
1200,0.513484,0.532423,0.407292,0.407969,0.410468,0.406679,0.496466,0.448013,0.603343,0.574441,0.499817,0.444733,0.456533,0.442709,0.556098,0.494876,0.611140,0.580856,0.482822,0.440589,0.438149,0.432345,0.556185,0.480549,0.577750,0.537314,0.460063,0.450126,0.475177,0.469523,0.561035,0.505694,0.564626,0.530179,0.443792,0.435735,0.459087,0.457196,0.547231,0.497695,0.549410,0.520309,0.472010,0.469393,0.480425,0.478038,0.557981,0.518428
1400,0.521778,0.546167,0.393778,0.393464,0.406026,0.394793,0.509820,0.446064,0.629655,0.589002,0.515651,0.440112,0.452503,0.431920,0.572802,0.496696,0.638948,0.594284,0.494026,0.433460,0.426551,0.417229,0.570951,0.476131,0.596685,0.542016,0.452468,0.437067,0.464316,0.456883,0.572400,0.499151,0.579749,0.532740,0.432383,0.419919,0.446333,0.443575,0.554098,0.488952,0.562935,0.523965,0.463080,0.460531,0.473065,0.470217,0.566829,0.513000
1600,0.529558,0.559424,0.384213,0.382042,0.411092,0.388033,0.523214,0.443778,0.655404,0.600936,0.531830,0.436315,0.449134,0.420663,0.587149,0.496001,0.665480,0.604887,0.509194,0.429743,0.421337,0.406342,0.587330,0.472997,0.614384,0.544255,0.447932,0.425816,0.453408,0.443949,0.585380,0.493161,0.592395,0.532911,0.424515,0.406420,0.433550,0.429744,0.562591,0.481657,0.573777,0.523490,0.455873,0.452568,0.466061,0.462678,0.576143,0.506335
1800,0.537188,0.572109,0.379433,0.373859,0.420951,0.385591,0.536112,0.439844,0.679135,0.609277,0.550190,0.435445,0.452846,0.413935,0.600709,0.494930,0.690863,0.611900,0.525638,0.428462,0.419187,0.397514,0.603129,0.470013,0.630829,0.544969,0.446116,0.416441,0.443615,0.431834,0.598365,0.486736,0.605849,0.533378,0.418767,0.394579,0.421157,0.416027,0.571996,0.474017,0.587654,0.525849,0.448749,0.444160,0.458089,0.454012,0.583814,0.498638
2000,0.543276,0.582573,0.377832,0.367942,0.432681,0.384656,0.545807,0.434433,0.702380,0.617155,0.570541,0.436602,0.458844,0.408275,0.611093,0.491974,0.714327,0.617685,0.544120,0.427573,0.420223,0.390430,0.618821,0.466403,0.647423,0.544390,0.447206,0.408243,0.434227,0.419779,0.609931,0.480027,0.618439,0.532648,0.416151,0.384551,0.409868,0.403055,0.579772,0.465751,0.599267,0.524929,0.440019,0.434669,0.450044,0.445089,0.591139,0.491590
