step,train_loss,val_bpb
200,8.892271,2.392203
400,7.307722,2.086731
600,6.584029,1.949244
800,6.226580,1.881527
1000,6.036948,1.833367
1200,5.885073,1.795969
1400,5.779722,1.767613
1600,5.688097,1.742319
1800,5.616765,1.725350
2000,5.536886,1.707489
2200,5.505801,1.691628
2400,5.462597,1.677373
2600,5.397772,1.662363
2800,5.363738,1.651459
3000,5.326172,1.637833
3200,5.277517,1.626704
3400,5.241847,1.616322
3600,5.212095,1.608391
3800,5.174348,1.596989
4000,5.147618,1.589371
4200,5.115296,1.579531
4400,5.096134,1.573097
4600,5.064021,1.564897
4800,5.066389,1.557816
5000,5.012145,1.547667
5200,4.992078,1.543074
5400,4.967968,1.535967
5600,4.932613,1.530531
5800,4.923998,1.524031
6000,4.905735,1.517980
6200,4.883983,1.514266
6400,4.876032,1.509413
6600,4.851014,1.504162
6800,4.846282,1.500406
7000,4.844725,1.498562
7200,4.828042,1.495691
7400,4.803668,1.492805
7600,4.790575,1.491358
7800,4.790333,1.488403
8000,4.793619,1.487220
