step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498329,0.498711,0.498301,0.498333,0.499034,0.498940,0.498300,0.498092,0.500624,0.499757,0.498973,0.498959,0.500311,0.500254,0.498815,0.498535,0.500886,0.500337,0.499269,0.499224,0.500422,0.500355,0.499189,0.498887,0.500426,0.499954,0.499389,0.499371,0.500385,0.500347,0.499669,0.499312,0.500283,0.499715,0.499582,0.499584,0.500251,0.500247,0.499961,0.499682,0.499509,0.499466,0.499657,0.499655,0.500217,0.500211,0.500097,0.499871
400,0.493253,0.495545,0.489548,0.489956,0.490459,0.490188,0.493789,0.492763,0.505082,0.500568,0.492296,0.491911,0.498465,0.497342,0.495982,0.494189,0.504057,0.500883,0.494072,0.493517,0.500911,0.499913,0.497215,0.495203,0.503686,0.500853,0.495142,0.494704,0.501518,0.500978,0.500100,0.497583,0.502946,0.499551,0.497872,0.497861,0.501666,0.501365,0.502002,0.499990,0.501309,0.499460,0.499225,0.499227,0.501720,0.501457,0.502802,0.501440
600,0.485652,0.491162,0.475524,0.476693,0.477169,0.475789,0.489605,0.486053,0.514226,0.501733,0.480851,0.479245,0.495367,0.490597,0.493732,0.487402,0.512450,0.501428,0.482262,0.480244,0.499412,0.495198,0.495703,0.488900,0.511626,0.502214,0.484556,0.482669,0.504074,0.500903,0.502646,0.494028,0.511185,0.500307,0.490305,0.489986,0.503996,0.501904,0.506564,0.499319,0.503443,0.498420,0.497260,0.497240,0.505188,0.503650,0.507610,0.503023
800,0.475775,0.484443,0.457247,0.458990,0.465382,0.458328,0.487606,0.477779,0.524743,0.502082,0.466532,0.462417,0.499139,0.482051,0.495494,0.478898,0.525691,0.501668,0.466409,0.461515,0.499170,0.486877,0.498606,0.480627,0.523963,0.502961,0.469871,0.465395,0.510039,0.500471,0.509807,0.488753,0.523335,0.500735,0.476281,0.475170,0.511627,0.503861,0.515018,0.497710,0.509500,0.496361,0.492010,0.492007,0.511700,0.506650,0.517101,0.505117
1000,0.467541,0.478435,0.438186,0.439608,0.471356,0.445173,0.491489,0.469955,0.536524,0.501241,0.455412,0.445380,0.515923,0.478768,0.504037,0.471489,0.541768,0.502251,0.452742,0.441275,0.505789,0.478080,0.508525,0.472876,0.537506,0.501384,0.455940,0.447286,0.521410,0.500931,0.521304,0.483147,0.535329,0.498477,0.462490,0.459443,0.522330,0.505562,0.528686,0.495577,0.515244,0.493828,0.484838,0.484581,0.521862,0.509537,0.530011,0.506444
1200,0.460415,0.472321,0.422053,0.422071,0.490312,0.439967,0.498363,0.463355,0.549537,0.501275,0.452941,0.431477,0.539510,0.480075,0.518435,0.467022,0.559456,0.502415,0.448752,0.424569,0.519107,0.469479,0.521716,0.466565,0.553575,0.500499,0.446082,0.431182,0.533539,0.498226,0.535949,0.478343,0.550170,0.497567,0.449655,0.443799,0.535481,0.505590,0.543711,0.492549,0.523205,0.491254,0.477408,0.476728,0.533228,0.512451,0.543894,0.505422
1400,0.453423,0.465527,0.409801,0.406665,0.514775,0.440631,0.505584,0.456016,0.563224,0.500817,0.455119,0.419605,0.566098,0.484997,0.535346,0.463555,0.576042,0.501489,0.452518,0.409747,0.535919,0.462944,0.538390,0.462172,0.571198,0.499742,0.441336,0.418134,0.547338,0.494088,0.551811,0.474078,0.565485,0.496150,0.438424,0.429220,0.546132,0.502529,0.560042,0.488679,0.535648,0.491438,0.471210,0.469713,0.543017,0.513106,0.559046,0.503205
1600,0.448649,0.460369,0.400855,0.392645,0.541599,0.444874,0.515339,0.448259,0.574623,0.498658,0.462360,0.410491,0.594795,0.491563,0.553364,0.460810,0.591631,0.499105,0.462659,0.399102,0.557233,0.456658,0.557486,0.458077,0.588914,0.498312,0.439033,0.404898,0.561080,0.488823,0.570061,0.469918,0.581343,0.495196,0.430461,0.415658,0.557241,0.499474,0.578903,0.484196,0.547285,0.490244,0.464594,0.461834,0.550701,0.510892,0.573613,0.499104
1800,0.444129,0.454976,0.395258,0.379600,0.569998,0.449757,0.526231,0.441440,0.586641,0.497155,0.473541,0.403617,0.625727,0.500847,0.573656,0.458533,0.609808,0.498599,0.477291,0.389740,0.581673,0.452649,0.578011,0.455238,0.606961,0.496778,0.441099,0.393511,0.577608,0.481854,0.588131,0.465348,0.598660,0.495322,0.424633,0.402850,0.570206,0.494273,0.596409,0.479596,0.559570,0.488665,0.459038,0.454681,0.559272,0.508558,0.587853,0.494373
