step,train_loss,val_loss
0,5.540658,5.526964
1000,2.060257,1.981271
2000,1.705766,1.698775
3000,1.638847,1.632515
4000,1.579493,1.580596
5000,1.539914,1.538012
6000,1.510946,1.513823
7000,1.504481,1.494086
8000,1.478824,1.479349
9000,1.473668,1.462729
10000,1.457126,1.450720
11000,1.448282,1.440906
12000,1.436636,1.430969
13000,1.420287,1.419970
14000,1.408823,1.412163
15000,1.401764,1.406195
16000,1.394145,1.397948
17000,1.396242,1.389997
18000,1.382816,1.382814
19000,1.380743,1.378827
20000,1.371527,1.373642
21000,1.367817,1.369458
22000,1.368844,1.366034
23000,1.354643,1.362745
24000,1.358195,1.360555
