step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498304,0.498501,0.499014,0.499033,0.499570,0.499482,0.499246,0.498785,0.500025,0.499261,0.499065,0.498983,0.499932,0.499889,0.500244,0.499787,0.500159,0.499504,0.499096,0.499016,0.500100,0.500082,0.500635,0.500267,0.500120,0.499449,0.498986,0.498935,0.499943,0.499934,0.500838,0.500498,0.499457,0.499092,0.499434,0.499416,0.500059,0.500054,0.501012,0.500738,0.499481,0.499293,0.499523,0.499509,0.499909,0.499900,0.501060,0.500805
400,0.494745,0.496009,0.493463,0.493622,0.493811,0.493520,0.503021,0.499872,0.503973,0.500662,0.495842,0.495134,0.498292,0.497700,0.505873,0.503715,0.503787,0.501159,0.496358,0.495537,0.499686,0.499145,0.506837,0.505153,0.503738,0.500890,0.496496,0.495989,0.498508,0.498254,0.506801,0.505189,0.499826,0.498608,0.499206,0.499096,0.500703,0.500618,0.507561,0.506662,0.500444,0.499748,0.498772,0.498725,0.499722,0.499640,0.508093,0.507552
600,0.489666,0.492507,0.483257,0.483837,0.483214,0.482666,0.506731,0.499845,0.509133,0.501133,0.489448,0.487279,0.494672,0.492684,0.513784,0.507406,0.508974,0.502712,0.491362,0.488160,0.497866,0.495805,0.515553,0.509880,0.508635,0.501120,0.491197,0.489640,0.494698,0.493703,0.515773,0.510923,0.500260,0.497908,0.497902,0.497645,0.503530,0.503087,0.517662,0.514919,0.502278,0.500464,0.496803,0.496600,0.499332,0.499042,0.518863,0.517246
800,0.483292,0.488035,0.469465,0.470703,0.468944,0.467891,0.511917,0.499908,0.516349,0.501465,0.480702,0.475849,0.490036,0.485093,0.523282,0.510130,0.516286,0.503733,0.484798,0.477182,0.495216,0.490534,0.525701,0.513005,0.516338,0.501033,0.484490,0.480903,0.489777,0.487460,0.526510,0.515663,0.500050,0.495366,0.494981,0.494390,0.507770,0.506218,0.529812,0.522959,0.504943,0.501355,0.494048,0.493754,0.498995,0.498042,0.532911,0.528287
1000,0.475757,0.482255,0.452852,0.454779,0.452951,0.450515,0.520924,0.501877,0.522541,0.499241,0.472903,0.461773,0.489212,0.477862,0.534828,0.512364,0.523344,0.502982,0.477718,0.463348,0.494125,0.484082,0.535976,0.513198,0.525118,0.499041,0.476681,0.469657,0.483749,0.478914,0.539003,0.518982,0.500329,0.491430,0.490447,0.489487,0.514004,0.510105,0.543771,0.529746,0.508578,0.502620,0.490088,0.489408,0.498950,0.496638,0.548068,0.537405
1200,0.466036,0.473922,0.434696,0.437112,0.442276,0.433184,0.530401,0.503925,0.530267,0.495879,0.468176,0.447618,0.496137,0.471434,0.546743,0.513449,0.530825,0.499107,0.470573,0.446650,0.497212,0.477454,0.545100,0.511623,0.533133,0.495183,0.467842,0.456399,0.479012,0.469295,0.550701,0.519309,0.498487,0.484614,0.483353,0.481680,0.520717,0.512828,0.555776,0.532354,0.510919,0.502777,0.486799,0.485362,0.501158,0.496365,0.562329,0.543324
1400,0.457499,0.466519,0.417989,0.419823,0.448903,0.420366,0.543055,0.507695,0.537945,0.491054,0.471378,0.434706,0.513110,0.467328,0.559600,0.514125,0.539225,0.494168,0.468307,0.430638,0.505092,0.470568,0.553493,0.507912,0.542767,0.490338,0.460843,0.443136,0.476875,0.458640,0.562245,0.516840,0.497706,0.478179,0.477150,0.474514,0.527633,0.513488,0.566693,0.531475,0.510253,0.500038,0.482295,0.480160,0.503799,0.495484,0.575122,0.545731
1600,0.449187,0.458502,0.403321,0.403143,0.468556,0.415161,0.556645,0.511271,0.543412,0.486147,0.478542,0.425430,0.534211,0.467476,0.574556,0.515009,0.543608,0.487778,0.471518,0.417143,0.519808,0.465918,0.563374,0.503668,0.549880,0.483432,0.454449,0.429891,0.477216,0.447306,0.573600,0.512613,0.494778,0.470501,0.469714,0.466012,0.534020,0.512324,0.576526,0.526960,0.510364,0.497857,0.477519,0.474484,0.505288,0.492631,0.586889,0.544743
1800,0.442780,0.451754,0.393344,0.389436,0.492017,0.417318,0.571366,0.515908,0.549123,0.480444,0.487936,0.416516,0.557609,0.468103,0.590677,0.516809,0.549312,0.482032,0.477668,0.405174,0.537094,0.462264,0.572719,0.499027,0.556846,0.477646,0.452314,0.418486,0.481175,0.437305,0.585359,0.506965,0.497014,0.466043,0.461635,0.456784,0.536531,0.506566,0.585843,0.520304,0.510455,0.495123,0.473870,0.469704,0.508178,0.490633,0.596093,0.541458
