step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498137,0.498434,0.497915,0.497916,0.498480,0.498219,0.498505,0.498174,0.501511,0.500537,0.498684,0.498688,0.499904,0.499696,0.499432,0.498871,0.501802,0.500585,0.498570,0.498549,0.499826,0.499709,0.499833,0.499175,0.500366,0.499536,0.499603,0.499572,0.500466,0.500437,0.500610,0.499928,0.500292,0.499234,0.499611,0.499604,0.500375,0.500337,0.501308,0.500716,0.499276,0.498903,0.499362,0.499385,0.500020,0.499987,0.501808,0.501402
400,0.492574,0.494614,0.491531,0.491801,0.492547,0.491415,0.494744,0.493095,0.509858,0.506812,0.492017,0.491793,0.496396,0.494962,0.497196,0.494163,0.509156,0.504129,0.492998,0.492610,0.497385,0.496519,0.498225,0.494717,0.503069,0.498817,0.496007,0.495974,0.503321,0.502257,0.502929,0.498470,0.505062,0.501746,0.498107,0.498089,0.503172,0.502650,0.507394,0.503291,0.500782,0.498133,0.497647,0.497659,0.501206,0.500557,0.509346,0.506289
600,0.482843,0.488095,0.479251,0.480375,0.483490,0.480844,0.492093,0.487164,0.523467,0.515473,0.481055,0.479996,0.490199,0.485946,0.495142,0.486413,0.521804,0.507467,0.482773,0.480948,0.492249,0.489392,0.495792,0.485608,0.508307,0.496337,0.487282,0.487053,0.507443,0.503316,0.506903,0.493760,0.512361,0.503513,0.493133,0.492967,0.507948,0.505349,0.516492,0.503859,0.505357,0.498337,0.493935,0.493838,0.504405,0.502101,0.519856,0.510090
800,0.469012,0.476961,0.462328,0.464619,0.472237,0.465700,0.489745,0.478649,0.540926,0.524546,0.468604,0.465256,0.487375,0.474919,0.495975,0.476237,0.536841,0.506469,0.468540,0.463266,0.483453,0.476751,0.497646,0.474476,0.516378,0.490799,0.472824,0.472063,0.516744,0.506035,0.517400,0.486903,0.524257,0.504888,0.484627,0.484083,0.514526,0.507760,0.530696,0.502688,0.511447,0.497810,0.488016,0.487432,0.509853,0.504063,0.533706,0.513246
1000,0.455599,0.464767,0.444141,0.447422,0.466942,0.451337,0.490567,0.469392,0.557588,0.530077,0.460258,0.451041,0.495311,0.466944,0.503341,0.466334,0.553746,0.503811,0.454740,0.444289,0.477113,0.462802,0.505078,0.462429,0.527086,0.485448,0.456678,0.454807,0.524949,0.504869,0.530933,0.478832,0.535506,0.504353,0.473973,0.472878,0.523202,0.510153,0.548079,0.498186,0.520365,0.499013,0.481672,0.480636,0.517607,0.507154,0.550129,0.513851
1200,0.443335,0.452307,0.427295,0.430785,0.473164,0.441583,0.493978,0.461987,0.573050,0.533279,0.457918,0.440820,0.512204,0.463374,0.514931,0.457526,0.568670,0.498928,0.448824,0.429034,0.474871,0.448903,0.515628,0.451655,0.537488,0.479954,0.442915,0.438748,0.530909,0.500090,0.546286,0.470311,0.546627,0.502457,0.464088,0.461699,0.529125,0.509090,0.563679,0.491863,0.526254,0.496852,0.474981,0.473434,0.525797,0.509706,0.564743,0.511755
1400,0.432558,0.440285,0.412478,0.415326,0.486328,0.434401,0.496402,0.452212,0.586484,0.534180,0.460398,0.432167,0.534085,0.463697,0.527860,0.450055,0.584365,0.493266,0.448681,0.415358,0.479077,0.437009,0.529711,0.441683,0.550538,0.474716,0.432065,0.424648,0.534682,0.493459,0.563942,0.463334,0.558348,0.499370,0.455126,0.450263,0.534463,0.505785,0.581335,0.485565,0.533976,0.495362,0.468743,0.466828,0.533199,0.511643,0.580417,0.507642
1600,0.424038,0.429706,0.399400,0.400855,0.506685,0.432299,0.500961,0.442892,0.598594,0.534318,0.464772,0.425005,0.558776,0.465178,0.545121,0.443255,0.598980,0.486918,0.453122,0.404615,0.488245,0.427485,0.545668,0.433106,0.563419,0.469003,0.422324,0.411413,0.536519,0.483399,0.582211,0.455050,0.568231,0.495493,0.447182,0.439044,0.538014,0.500116,0.598716,0.477293,0.540541,0.492394,0.462553,0.460026,0.540010,0.512463,0.594341,0.501281
1800,0.416464,0.419211,0.387986,0.386943,0.528382,0.432453,0.505565,0.433954,0.607179,0.531125,0.472019,0.418717,0.583984,0.468211,0.562891,0.438135,0.612818,0.479496,0.462161,0.395621,0.500191,0.417404,0.561834,0.424516,0.577293,0.463687,0.415815,0.399858,0.540184,0.473953,0.601737,0.448096,0.580904,0.491934,0.439951,0.427828,0.541266,0.493781,0.616233,0.469253,0.551833,0.491717,0.456169,0.453058,0.546889,0.513006,0.608761,0.494753
