step,train_loss,val_bpb
200,8.831508,2.397627
400,7.556822,2.205855
600,7.112543,2.134302
800,6.928372,2.097248
1000,6.818970,2.064176
1200,6.740111,2.043696
1400,6.677646,2.031789
1600,6.606963,2.016419
1800,6.579660,2.007239
2000,6.551392,2.001051
2200,6.514990,1.989675
2400,6.491364,1.981520
2600,6.479384,1.975229
2800,6.450122,1.968442
3000,6.426838,1.960451
3200,6.407071,1.953227
3400,6.372687,1.951873
3600,6.375768,1.950030
3800,6.355734,1.944045
4000,6.326658,1.934796
4200,6.326685,1.931489
4400,6.318184,1.928790
4600,6.302929,1.924674
4800,6.308649,1.923302
5000,6.284694,1.915255
5200,6.252751,1.912698
5400,6.237199,1.910090
5600,6.253100,1.908304
5800,6.235408,1.905632
6000,6.228572,1.902971
6200,6.215910,1.902052
6400,6.208640,1.899155
6600,6.215562,1.897263
6800,6.205281,1.895890
7000,6.203866,1.896174
7200,6.201392,1.895074
7400,6.206504,1.893437
