step,train_loss,val_bpb
200,8.156168,2.121147
400,6.497496,1.878061
600,5.891287,1.771537
800,5.586685,1.700814
1000,5.374505,1.648513
1200,5.218786,1.611509
1400,5.104191,1.580659
1600,5.020942,1.553936
1800,4.922540,1.529781
2000,4.840301,1.507995
2200,4.775124,1.489968
2400,4.722569,1.474918
2600,4.666589,1.461116
2800,4.627700,1.449935
3000,4.598788,1.440895
3200,4.581705,1.433469
3400,4.552355,1.427732
3600,4.527874,1.422069
3800,4.530456,1.418486
4000,4.516063,1.415806
4096,4.507056,1.414295
