step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498485,0.498528,0.497932,0.497918,0.497957,0.497945,0.498520,0.498369,0.497940,0.497932,0.498022,0.498008,0.498395,0.498224,0.497948,0.497939,0.498201,0.498179,0.498686,0.498418,0.498042,0.498062,0.498612,0.498580,0.498387,0.498332,0.498052,0.498073,0.498519,0.498496,0.498653,0.498429,0.498082,0.498101,0.498553,0.498529
400,0.495108,0.496389,0.493160,0.493260,0.493602,0.493567,0.498438,0.494967,0.493716,0.493753,0.494849,0.494803,0.497728,0.494995,0.493101,0.493128,0.495039,0.495043,0.496543,0.495945,0.494836,0.494942,0.496561,0.496370,0.495687,0.495316,0.494618,0.494752,0.496437,0.496413,0.496416,0.496076,0.494078,0.494385,0.496084,0.496027
600,0.490334,0.493280,0.488170,0.489291,0.487537,0.487552,0.503031,0.492391,0.488451,0.488653,0.493280,0.493148,0.503394,0.492637,0.485377,0.485422,0.492393,0.492437,0.499480,0.493364,0.492533,0.492972,0.494154,0.493903,0.496435,0.494912,0.492594,0.492856,0.495476,0.495345,0.496644,0.495768,0.491785,0.492250,0.495813,0.495652
800,0.484592,0.488912,0.481798,0.484949,0.476444,0.476739,0.512225,0.490021,0.479140,0.478950,0.488587,0.488759,0.513393,0.492107,0.474848,0.474617,0.487193,0.487740,0.508457,0.491546,0.487153,0.488005,0.487953,0.487947,0.497242,0.494517,0.489413,0.489515,0.494546,0.494366,0.497638,0.495585,0.491177,0.491408,0.495763,0.495486
1000,0.477062,0.482442,0.473633,0.479899,0.461648,0.462259,0.524768,0.490069,0.467773,0.466350,0.480863,0.481960,0.526596,0.493817,0.462364,0.460984,0.481131,0.482675,0.522027,0.490281,0.477559,0.478332,0.479914,0.480687,0.498996,0.494107,0.487190,0.486916,0.494183,0.493971,0.500549,0.495699,0.491218,0.489997,0.495679,0.495242
1200,0.467857,0.473439,0.464025,0.473988,0.444360,0.445228,0.539473,0.491647,0.456121,0.451334,0.472905,0.475326,0.542927,0.497466,0.452854,0.446851,0.475334,0.477841,0.540768,0.490315,0.467346,0.466965,0.470949,0.472477,0.502945,0.493176,0.486364,0.484472,0.494039,0.493763,0.505910,0.496203,0.491628,0.488251,0.495589,0.494969
1400,0.457645,0.462789,0.451859,0.466322,0.425159,0.425858,0.558131,0.495137,0.449756,0.436875,0.462998,0.466747,0.562190,0.501417,0.451917,0.434292,0.469518,0.472862,0.562849,0.491729,0.456611,0.453122,0.462656,0.464238,0.513126,0.491616,0.487193,0.482383,0.493784,0.493398,0.515780,0.497662,0.492836,0.486696,0.495459,0.494544
1600,0.448245,0.451166,0.437998,0.457155,0.404460,0.404679,0.579752,0.497476,0.451987,0.424807,0.450800,0.456267,0.586878,0.507762,0.458068,0.424547,0.463707,0.467604,0.589420,0.492592,0.448270,0.438528,0.453067,0.453754,0.529313,0.490561,0.488961,0.480573,0.493489,0.493038,0.527001,0.499308,0.494211,0.485151,0.495278,0.494020
1800,0.440675,0.440297,0.426436,0.449803,0.384215,0.383220,0.604334,0.500102,0.462196,0.414744,0.438598,0.444552,0.612960,0.512267,0.470409,0.418211,0.458697,0.462557,0.618677,0.492436,0.447195,0.425921,0.443993,0.442881,0.548699,0.490155,0.491066,0.478784,0.493239,0.492675,0.541186,0.501230,0.496328,0.483431,0.495149,0.493355
