step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498963,0.499112,0.498853,0.498851,0.498807,0.498793,0.499173,0.499256,0.499212,0.499308,0.499546,0.499535,0.499264,0.499324,0.499615,0.499649,0.499657,0.499646,0.499505,0.499587,0.499564,0.499613,0.499638,0.499631,0.499370,0.499498,0.499644,0.499675,0.499676,0.499667,0.499557,0.499618,0.499750,0.499769,0.499772,0.499766
400,0.496048,0.497127,0.497494,0.497582,0.496960,0.496993,0.497337,0.497971,0.497604,0.498052,0.499325,0.499274,0.497499,0.498116,0.499568,0.499678,0.499685,0.499598,0.497778,0.498538,0.499001,0.499248,0.499450,0.499407,0.497872,0.498494,0.499367,0.499508,0.499542,0.499484,0.498712,0.499072,0.499698,0.499762,0.499733,0.499693
600,0.491341,0.494144,0.494740,0.495130,0.492034,0.492297,0.493737,0.494847,0.493286,0.494081,0.498338,0.498297,0.494024,0.495379,0.499175,0.499464,0.499896,0.499698,0.494828,0.496175,0.497348,0.497963,0.499033,0.498950,0.495485,0.496538,0.498696,0.499102,0.499505,0.499406,0.497566,0.498332,0.499665,0.499804,0.499799,0.499743
800,0.484382,0.489397,0.490175,0.491082,0.485860,0.486338,0.489809,0.490472,0.487238,0.488253,0.496114,0.496302,0.489878,0.491608,0.497461,0.498111,0.499950,0.499642,0.492190,0.493186,0.492932,0.493995,0.498026,0.497999,0.494145,0.495277,0.496824,0.497517,0.499288,0.499171,0.496526,0.497432,0.499368,0.499587,0.499863,0.499770
1000,0.475588,0.482876,0.483669,0.485236,0.477623,0.478209,0.486700,0.485145,0.477238,0.478236,0.490477,0.490963,0.484331,0.485384,0.493801,0.494903,0.500100,0.499537,0.490734,0.489353,0.484448,0.485622,0.495681,0.496008,0.493525,0.494216,0.491121,0.491932,0.498749,0.498709,0.496020,0.496741,0.498830,0.499013,0.499970,0.499811
1200,0.465407,0.474966,0.475126,0.477390,0.465887,0.466045,0.486462,0.479754,0.464642,0.465147,0.480904,0.481367,0.478581,0.476776,0.487630,0.488967,0.500425,0.499195,0.491773,0.484738,0.472736,0.473359,0.488815,0.490229,0.493014,0.492500,0.481002,0.480941,0.497532,0.497714,0.495790,0.496010,0.498312,0.498226,0.500235,0.499935
1400,0.454834,0.466301,0.466247,0.469093,0.451913,0.450441,0.490305,0.475264,0.450289,0.449374,0.468368,0.467097,0.475421,0.468154,0.480179,0.481258,0.500917,0.498272,0.497214,0.480834,0.459880,0.458746,0.476744,0.478827,0.492729,0.489007,0.470408,0.468238,0.494865,0.495529,0.495856,0.495332,0.497489,0.496426,0.500654,0.500101
1600,0.442478,0.455322,0.457861,0.460764,0.437922,0.431990,0.497982,0.473026,0.439530,0.433913,0.458272,0.451033,0.475355,0.457766,0.470061,0.470348,0.502270,0.497208,0.505656,0.478123,0.448017,0.442674,0.463801,0.463999,0.494169,0.485397,0.458195,0.451956,0.491269,0.492106,0.496375,0.494787,0.497336,0.494136,0.501344,0.500322
1800,0.430477,0.443711,0.450415,0.452876,0.430357,0.412675,0.507834,0.471993,0.437593,0.421193,0.457611,0.435411,0.479006,0.448966,0.460776,0.459052,0.505670,0.495952,0.516095,0.475467,0.442337,0.427878,0.452717,0.447290,0.498198,0.481272,0.450500,0.436966,0.487406,0.486988,0.496880,0.493915,0.498439,0.492164,0.502525,0.500674
2000,0.421824,0.434161,0.445549,0.446690,0.436702,0.395553,0.518278,0.471198,0.446936,0.413395,0.467686,0.422800,0.489100,0.442303,0.451793,0.446753,0.509453,0.494584,0.527470,0.472393,0.447111,0.415803,0.451293,0.432638,0.503042,0.476922,0.448674,0.423353,0.484291,0.480399,0.498035,0.493513,0.500177,0.489901,0.504093,0.501155
