step,train_loss,val_loss
0,5.562416,5.561424
1000,1.839129,1.815845
2000,1.720524,1.706579
3000,1.670326,1.668258
4000,1.639282,1.639846
5000,1.622665,1.619088
6000,1.614220,1.611531
7000,1.596487,1.598709
8000,1.589695,1.589941
9000,1.585135,1.582154
10000,1.582996,1.575524
11000,1.567086,1.564825
12000,1.559791,1.562774
13000,1.556323,1.552109
14000,1.551164,1.549784
15000,1.544315,1.544168
16000,1.541410,1.538222
17000,1.540093,1.535675
18000,1.530323,1.532704
19000,1.530386,1.527514
20000,1.528882,1.527199
21000,1.531461,1.525256
22000,1.519324,1.522573
23000,1.515674,1.517698
24000,1.520245,1.518420
25000,1.514084,1.515726
26000,1.512303,1.513933
27000,1.511100,1.514743
28000,1.511075,1.509358
29000,1.508116,1.508441
30000,1.504836,1.503451
31000,1.505572,1.506077
32000,1.501608,1.503194
33000,1.503666,1.504361
34000,1.498674,1.497065
35000,1.495586,1.496107
36000,1.491232,1.496501
37000,1.491556,1.495406
38000,1.486206,1.493303
39000,1.492535,1.492203
40000,1.486019,1.488560
41000,1.489254,1.487262
42000,1.484470,1.487304
43000,1.486150,1.483571
44000,1.483635,1.484809
45000,1.479800,1.482847
46000,1.487239,1.479645
47000,1.482325,1.480614
48000,1.479998,1.481309
49000,1.476806,1.478201
50000,1.474002,1.475905
51000,1.477221,1.474009
52000,1.473201,1.473718
53000,1.470619,1.472295
54000,1.467521,1.472741
55000,1.473560,1.471994
56000,1.468224,1.470002
57000,1.464624,1.467502
58000,1.467025,1.465710
59000,1.467259,1.463162
60000,1.465550,1.464271
61000,1.460268,1.461503
62000,1.467077,1.462297
63000,1.463287,1.459334
64000,1.459748,1.459081
65000,1.456241,1.458435
66000,1.457217,1.456611
67000,1.456440,1.455135
68000,1.451848,1.452935
69000,1.453154,1.453426
70000,1.452967,1.452767
71000,1.453366,1.451356
72000,1.450010,1.452423
73000,1.448210,1.448778
74000,1.449691,1.448038
75000,1.446607,1.446588
76000,1.444809,1.446329
77000,1.444484,1.443487
78000,1.444681,1.444502
79000,1.441010,1.444262
80000,1.439675,1.441542
81000,1.441636,1.441373
82000,1.439640,1.441388
83000,1.441222,1.440185
84000,1.438956,1.438683
85000,1.437725,1.438159
86000,1.434344,1.437111
87000,1.434952,1.436735
88000,1.436778,1.436582
89000,1.433737,1.434809
90000,1.436245,1.434046
91000,1.430711,1.434651
92000,1.433111,1.434225
93000,1.434088,1.433882
94000,1.438113,1.432538
95000,1.432372,1.431632
96000,1.429098,1.430868
97000,1.432860,1.431218
98000,1.430749,1.432065
99000,1.429166,1.431933
