step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497708,0.497976,0.497733,0.497820,0.499049,0.498918,0.498369,0.498048,0.499157,0.498926,0.498775,0.498667,0.500591,0.500515,0.499754,0.499339,0.499242,0.498854,0.498490,0.498412,0.500338,0.500267,0.500137,0.499769,0.498888,0.498577,0.499122,0.499056,0.500352,0.500335,0.500648,0.500333,0.499150,0.498985,0.499619,0.499573,0.500562,0.500565,0.500946,0.500691,0.499467,0.499150,0.499357,0.499355,0.499856,0.499848,0.500949,0.500686
400,0.490567,0.491767,0.488625,0.489093,0.489540,0.489152,0.496861,0.495164,0.500011,0.498139,0.493719,0.492620,0.500605,0.499523,0.501645,0.499438,0.500034,0.497755,0.494839,0.494132,0.500485,0.499564,0.503627,0.501460,0.498394,0.496757,0.496048,0.495597,0.502330,0.502021,0.506232,0.504416,0.498482,0.498105,0.498139,0.497928,0.502858,0.502696,0.507713,0.506333,0.500641,0.499825,0.499179,0.499110,0.500218,0.500153,0.507271,0.506288
600,0.479357,0.482383,0.473022,0.474247,0.473556,0.472769,0.495357,0.491746,0.500498,0.495056,0.484164,0.481214,0.500864,0.497154,0.502253,0.497648,0.503135,0.496475,0.488391,0.486015,0.500756,0.497939,0.507703,0.502182,0.499089,0.494335,0.487932,0.486440,0.504010,0.502083,0.512739,0.507857,0.497088,0.495402,0.492706,0.492275,0.508202,0.507251,0.517127,0.513055,0.501697,0.499844,0.498697,0.498315,0.502611,0.502083,0.515386,0.512677
800,0.466045,0.471476,0.453048,0.455411,0.454035,0.452131,0.496190,0.489277,0.501213,0.490820,0.471087,0.465141,0.502510,0.492531,0.504453,0.495751,0.507985,0.495187,0.478556,0.472730,0.503098,0.495614,0.513412,0.502490,0.501657,0.490808,0.475459,0.472342,0.504311,0.499013,0.520999,0.510505,0.494977,0.491164,0.483113,0.482212,0.518686,0.515490,0.528442,0.519673,0.502223,0.498629,0.496161,0.495354,0.510129,0.508393,0.526081,0.520290
1000,0.454561,0.462274,0.432973,0.436490,0.441889,0.433914,0.502457,0.490151,0.502993,0.485899,0.460349,0.448543,0.507361,0.487635,0.509655,0.495337,0.514469,0.492764,0.468735,0.457047,0.509671,0.493708,0.521261,0.503210,0.508163,0.488061,0.464092,0.456618,0.507450,0.496838,0.531122,0.512786,0.493566,0.485371,0.473366,0.471293,0.529612,0.522236,0.542032,0.526331,0.502505,0.496317,0.492202,0.490994,0.521382,0.517283,0.538349,0.528107
1200,0.442721,0.452925,0.416537,0.420725,0.446814,0.423841,0.512129,0.493503,0.507363,0.482506,0.455286,0.435648,0.518755,0.484688,0.518164,0.497244,0.523454,0.491703,0.463937,0.443219,0.518599,0.492978,0.532719,0.506433,0.517102,0.486823,0.457810,0.442777,0.508971,0.491771,0.542614,0.515828,0.492355,0.479302,0.464767,0.461553,0.542151,0.529129,0.556525,0.533032,0.504557,0.495264,0.488803,0.487098,0.533512,0.525696,0.548607,0.534001
1400,0.433286,0.445083,0.403318,0.407078,0.461832,0.423551,0.525138,0.499371,0.512689,0.479710,0.455612,0.423465,0.533907,0.484405,0.529294,0.501049,0.532063,0.490746,0.465044,0.432585,0.531867,0.493607,0.546665,0.511403,0.524598,0.484375,0.455807,0.430351,0.511735,0.485348,0.554066,0.519504,0.495281,0.475258,0.456151,0.451086,0.553157,0.533567,0.568318,0.537885,0.503307,0.491289,0.484923,0.482242,0.544960,0.533381,0.559446,0.539641
1600,0.424787,0.438151,0.394722,0.396581,0.482820,0.430473,0.540174,0.507068,0.516989,0.475916,0.460452,0.414963,0.550020,0.484808,0.542255,0.506287,0.540086,0.489421,0.469883,0.423626,0.547468,0.494590,0.561890,0.517248,0.532194,0.481378,0.455808,0.419408,0.517376,0.479619,0.565700,0.522909,0.497140,0.470325,0.449236,0.441835,0.561531,0.535186,0.580452,0.542375,0.502528,0.488243,0.481722,0.477959,0.557377,0.541338,0.569507,0.544416
1800,0.417952,0.432379,0.390520,0.388407,0.506772,0.441491,0.555911,0.516058,0.521250,0.472725,0.467573,0.408271,0.568635,0.485747,0.554088,0.510870,0.548157,0.488901,0.478046,0.415937,0.563772,0.495369,0.576136,0.521911,0.539086,0.479076,0.457052,0.409576,0.524107,0.474045,0.575263,0.524791,0.501537,0.467336,0.442123,0.433064,0.570200,0.536018,0.591016,0.545120,0.500607,0.484447,0.477341,0.472937,0.569868,0.548981,0.578235,0.547956
