step,train_loss,val_loss,val_loss_hard
0,5.548995,5.549003,5.549003
1000,3.154355,3.078223,3.078223
2000,2.711209,2.682699,2.682699
3000,2.539345,2.527486,2.527486
4000,2.442806,2.431527,2.431527
5000,2.364249,2.361895,2.361895
6000,2.306981,2.299050,2.299050
7000,2.257840,2.253946,2.253946
8000,2.215530,2.209734,2.209734
9000,2.176671,2.169828,2.169828
10000,2.140972,2.134786,2.134786
11000,2.096744,2.088648,2.088648
12000,2.055716,2.057199,2.057199
13000,2.025529,2.021887,2.021887
14000,1.994404,1.985654,1.985654
15000,1.969150,1.964386,1.964386
16000,1.944158,1.937724,1.937724
17000,1.914916,1.917870,1.917870
18000,1.894977,1.893428,1.893428
19000,1.889723,1.878200,1.878200
20000,1.862608,1.861651,1.861651
21000,1.849391,1.846414,1.846414
22000,1.834012,1.832798,1.832798
23000,1.821375,1.821965,1.821965
24000,1.808652,1.807856,1.807856
25000,1.798441,1.799061,1.799061
26000,1.793378,1.787201,1.787201
27000,1.777562,1.778722,1.778722
28000,1.769659,1.769935,1.769935
29000,1.761501,1.761336,1.761336
30000,1.754117,1.751922,1.751922
31000,1.747581,1.746320,1.746320
32000,1.743022,1.745251,1.745251
33000,1.740811,1.733990,1.733990
34000,1.734101,1.729689,1.729689
35000,1.723288,1.722582,1.722582
36000,1.725999,1.716143,1.716143
37000,1.714657,1.713039,1.713039
38000,1.715620,1.709169,1.709169
39000,1.710752,1.705938,1.705938
40000,1.703245,1.701094,1.701094
41000,1.698024,1.696851,1.696851
42000,1.695613,1.693142,1.693142
43000,1.693159,1.688113,1.688113
44000,1.690226,1.684668,1.684668
45000,1.679813,1.683009,1.683009
46000,1.678471,1.677508,1.677508
47000,1.676543,1.674796,1.674796
48000,1.673219,1.669864,1.669864
49000,1.664461,1.669373,1.669373
50000,1.668242,1.666427,1.666427
51000,1.664150,1.662038,1.662038
52000,1.661775,1.660308,1.660308
53000,1.657649,1.656242,1.656242
54000,1.662321,1.655291,1.655291
55000,1.650179,1.651267,1.651267
56000,1.649895,1.650020,1.650020
57000,1.643267,1.646301,1.646301
58000,1.645654,1.645681,1.645681
59000,1.645569,1.640068,1.640068
60000,1.642145,1.637981,1.637981
61000,1.636126,1.635182,1.635182
62000,1.640624,1.635327,1.635327
63000,1.637059,1.632569,1.632569
64000,1.634462,1.632317,1.632317
65000,1.631377,1.628206,1.628206
66000,1.629284,1.628387,1.628387
67000,1.629692,1.626582,1.626582
68000,1.626951,1.625253,1.625253
69000,1.622067,1.619880,1.619880
70000,1.623523,1.622326,1.622326
71000,1.617329,1.618986,1.618986
72000,1.616698,1.617566,1.617566
73000,1.617628,1.615032,1.615032
74000,1.614483,1.613712,1.613712
75000,1.609963,1.612276,1.612276
76000,1.612426,1.610923,1.610923
77000,1.607143,1.610797,1.610797
78000,1.610979,1.607287,1.607287
79000,1.603950,1.606471,1.606471
80000,1.608293,1.605476,1.605476
81000,1.605467,1.604912,1.604912
82000,1.601922,1.602527,1.602527
83000,1.598451,1.601492,1.601492
84000,1.605045,1.601397,1.601397
85000,1.596426,1.598606,1.598606
86000,1.601903,1.598503,1.598503
87000,1.594077,1.597105,1.597105
88000,1.598376,1.596267,1.596267
89000,1.599721,1.595231,1.595231
90000,1.595963,1.594215,1.594215
91000,1.593774,1.594821,1.594821
92000,1.591354,1.593766,1.593766
93000,1.592362,1.592493,1.592493
94000,1.592779,1.590776,1.590776
95000,1.591036,1.590692,1.590692
96000,1.588934,1.590727,1.590727
97000,1.589769,1.590591,1.590591
98000,1.588089,1.589532,1.589532
99000,1.592569,1.588671,1.588671
