step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
500,7.044986,2.007798,19.761732,19.623137,19.625793,19.627125,19.627043,19.629204,1.008460,1.001388,1.001523,1.001591,1.001587,1.001697,19.705378,19.674503,19.667639,19.665730,19.665899,19.653872,1.36547567e-04,4.30687680e-04,9.07357244e-05,7.35785288e-05,7.45194266e-05,7.79250840e-05,7.18389565e-05
1000,5.884795,1.756843,19.873138,19.665791,19.674154,19.685400,19.693083,19.687765,1.014142,1.003562,1.003987,1.004560,1.004952,1.004682,19.598011,19.708202,19.695127,19.713305,19.746864,19.722212,7.05089905e-04,1.18668540e-03,5.81757631e-04,5.44445007e-04,6.12959964e-04,6.62576349e-04,6.42115076e-04
1500,5.360523,1.613434,19.933277,19.740681,19.762634,19.780622,19.792181,19.756611,1.017206,1.007374,1.008489,1.009407,1.009996,1.008187,19.307636,19.713037,19.643566,19.672985,19.787994,19.788193,1.96128472e-03,2.68566865e-03,1.59416394e-03,1.63237401e-03,1.87378284e-03,2.03086575e-03,1.95085315e-03
2000,5.009983,1.515249,19.867842,19.795324,19.824467,19.814413,19.819407,19.777353,1.013860,1.010147,1.011625,1.011110,1.011366,1.009235,18.861258,19.708160,19.517157,19.571243,19.869648,19.890951,3.46342882e-03,4.39771684e-03,2.83650449e-03,2.97130039e-03,3.41836992e-03,3.65897547e-03,3.49770579e-03
2500,4.772210,1.447539,19.733025,19.799669,19.825430,19.779509,19.786621,19.762466,1.006973,1.010351,1.011654,1.009309,1.009671,1.008458,18.364822,19.674263,19.382353,19.449352,20.186632,20.034735,4.55661103e-03,5.51158376e-03,3.77483759e-03,4.00032708e-03,4.56776377e-03,4.85774269e-03,4.62741125e-03
3000,4.574405,1.390708,19.557322,19.772818,19.790146,19.721205,19.726730,19.726877,0.998000,1.008961,1.009830,1.006314,1.006593,1.006620,17.857386,19.619812,19.222914,19.321777,20.591105,20.158432,5.37252411e-03,6.15940336e-03,4.51659132e-03,4.81694145e-03,5.44830225e-03,5.78261167e-03,5.51129458e-03
3500,4.440091,1.354870,19.344124,19.739006,19.750109,19.666447,19.660551,19.677900,0.987112,1.007218,1.007764,1.003499,1.003197,1.004093,17.375473,19.565582,19.058737,19.202341,20.841825,20.277109,5.94652498e-03,6.40970189e-03,5.05986530e-03,5.44666732e-03,6.09325757e-03,6.48256531e-03,6.18709251e-03
4000,4.360436,1.327913,19.104908,19.702223,19.710720,19.614883,19.595808,19.624464,0.974895,1.005320,1.005734,1.000851,0.999873,1.001335,16.925144,19.509048,18.913847,19.096491,21.020327,20.392879,6.33775583e-03,6.40851120e-03,5.44558140e-03,5.92595153e-03,6.55861665e-03,6.99370820e-03,6.69416599e-03
4500,4.285683,1.309400,18.855862,19.667477,19.672888,19.568445,19.536058,19.566790,0.962175,1.003527,1.003783,0.998465,0.996803,0.998350,16.517893,19.453239,18.775366,19.004076,21.152138,20.511230,6.59021867e-03,6.26203138e-03,5.69917122e-03,6.26930827e-03,6.87329657e-03,7.36860232e-03,7.06890225e-03
5000,4.238712,1.292926,18.606956,19.637053,19.636066,19.525179,19.480997,19.511309,0.949463,1.001956,1.001882,0.996245,0.993974,0.995480,16.141682,19.397373,18.658699,18.925264,21.265371,20.621353,6.73579603e-03,6.03400636e-03,5.87026402e-03,6.51109964e-03,7.06790434e-03,7.61012733e-03,7.32137449e-03
