step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,4.202995,1.279326,18.372841,19.608187,19.600723,19.487421,19.432503,19.458204,0.937498,1.000467,1.000058,0.994304,0.991485,0.992730,15.818908,19.344675,18.548738,18.854948,21.357483,20.730497,6.80656832e-03,5.78185823e-03,5.96581912e-03,6.65335078e-03,7.17541715e-03,7.76098389e-03,7.50198076e-03
6000,4.144716,1.266586,18.154436,19.584227,19.570433,19.455557,19.387094,19.407757,0.926335,0.999229,0.998489,0.992667,0.989153,0.990116,15.529951,19.291161,18.459370,18.798407,21.438866,20.832695,6.81491328e-03,5.49744209e-03,6.01400482e-03,6.74357638e-03,7.21766567e-03,7.82573503e-03,7.59105571e-03
6500,4.114362,1.257422,17.958786,19.560375,19.543705,19.424049,19.347603,19.361179,0.916328,0.997991,0.997109,0.991048,0.987122,0.987701,15.280027,19.242046,18.387146,18.750849,21.510660,20.926495,6.77106141e-03,5.21814497e-03,6.00622408e-03,6.75854459e-03,7.18962867e-03,7.82555528e-03,7.62827089e-03
7000,4.072626,1.248704,17.784540,19.542439,19.520041,19.398891,19.313131,19.318628,0.907417,0.997065,0.995890,0.989757,0.985349,0.985493,15.065030,19.197424,18.325352,18.713121,21.574333,21.017288,6.69151281e-03,4.93465830e-03,5.97429322e-03,6.73412113e-03,7.12462282e-03,7.77333789e-03,7.60804350e-03
7500,4.044736,1.239732,17.637747,19.524506,19.497589,19.376743,19.284067,19.279230,0.899906,0.996136,0.994732,0.988620,0.983855,0.983444,14.885118,19.156084,18.276936,18.683340,21.630989,21.104635,6.58628236e-03,4.66797408e-03,5.90696651e-03,6.67643733e-03,7.02279434e-03,7.68693164e-03,7.55659025e-03
8000,4.010222,1.233712,17.514730,19.510731,19.478710,19.355776,19.257212,19.245087,0.893607,0.995425,0.993752,0.987543,0.982472,0.981669,14.738610,19.117853,18.242315,18.660591,21.684427,21.186073,6.46070981e-03,4.41513816e-03,5.82541851e-03,6.59021782e-03,6.89665182e-03,7.56603852e-03,7.47079402e-03
8500,3.981854,1.226106,17.410866,19.497614,19.463352,19.339190,19.234333,19.213348,0.888282,0.994742,0.992960,0.986690,0.981295,0.980018,14.621513,19.084051,18.215494,18.642195,21.728432,21.264416,6.31704461e-03,4.17564251e-03,5.71958581e-03,6.47924468e-03,6.75097015e-03,7.41989724e-03,7.35692726e-03
9000,3.973810,1.220245,17.333820,19.488739,19.448755,19.325132,19.215309,19.185333,0.884329,0.994281,0.992203,0.985966,0.980320,0.978562,14.531156,19.053183,18.200544,18.631786,21.770121,21.334581,6.16555195e-03,3.95043101e-03,5.60563523e-03,6.35316735e-03,6.59870403e-03,7.25741219e-03,7.22796191e-03
9500,3.934339,1.214416,17.274300,19.480135,19.438156,19.311815,19.198463,19.161528,0.881277,0.993833,0.991655,0.985284,0.979451,0.977323,14.454163,19.024357,18.188362,18.627823,21.811684,21.401028,6.00896275e-03,3.74198263e-03,5.48104430e-03,6.21627225e-03,6.44025020e-03,7.08553288e-03,7.08869426e-03
10000,3.919309,1.208487,17.228762,19.473988,19.429634,19.300978,19.185307,19.140862,0.878939,0.993513,0.991214,0.984729,0.978777,0.976246,14.398525,18.997869,18.183493,18.623047,21.848698,21.463421,5.85023085e-03,3.54928221e-03,5.35073550e-03,6.07719552e-03,6.27432903e-03,6.91026589e-03,6.93957694e-03
10500,3.927147,1.203782,17.196341,19.468811,19.421602,19.292507,19.173689,19.123585,0.877271,0.993243,0.990802,0.984292,0.978179,0.975346,14.362241,18.974531,18.181425,18.622341,21.881529,21.518625,5.69333505e-03,3.37573304e-03,5.22100599e-03,5.93000976e-03,6.10744534e-03,6.73466269e-03,6.79115346e-03
11000,3.869498,1.199003,17.178968,19.465336,19.415716,19.286551,19.164022,19.106636,0.876375,0.993059,0.990494,0.983986,0.977684,0.974462,14.335183,18.954960,18.182575,18.622877,21.909973,21.565063,5.53796708e-03,3.21424636e-03,5.09072281e-03,5.78594208e-03,5.94512094e-03,6.55889977e-03,6.63287053e-03
11500,3.856954,1.195126,17.169682,19.464273,19.410824,19.281673,19.156652,19.094198,0.875894,0.993002,0.990241,0.983735,0.977302,0.973815,14.315771,18.937853,18.184061,18.626032,21.938812,21.606739,5.39203085e-03,3.07245343e-03,4.96927090e-03,5.64451981e-03,5.79187227e-03,6.39223075e-03,6.48183795e-03
12000,3.849089,1.191237,17.165857,19.464195,19.407393,19.277679,19.150129,19.083078,0.875697,0.992996,0.990064,0.983530,0.976966,0.973236,14.304636,18.921650,18.186371,18.628967,21.963299,21.643429,5.25456473e-03,2.94522149e-03,4.85672848e-03,5.51194418e-03,5.64445741e-03,6.23225374e-03,6.33678306e-03
12500,3.823775,1.187827,17.167429,19.464993,19.405972,19.274527,19.146280,19.074736,0.875773,0.993036,0.989991,0.983368,0.976766,0.972801,14.297187,18.908522,18.186260,18.632568,21.982441,21.676945,5.13037213e-03,2.83390214e-03,4.75243479e-03,5.39287552e-03,5.51057374e-03,6.08872715e-03,6.20371941e-03
13000,3.807327,1.184843,17.171833,19.466143,19.404472,19.272118,19.143175,19.067902,0.875997,0.993092,0.989912,0.983244,0.976605,0.972446,14.294538,18.896431,18.187653,18.635841,22.000507,21.704315,5.01920745e-03,2.73888721e-03,4.66034142e-03,5.28396154e-03,5.38982404e-03,5.95821673e-03,6.08401373e-03
13500,3.801060,1.182002,17.177385,19.467491,19.403845,19.270672,19.140356,19.062538,0.876278,0.993159,0.989878,0.983170,0.976458,0.972167,14.296927,18.887598,18.188841,18.639023,22.017252,21.727840,4.92156052e-03,2.66069523e-03,4.57885209e-03,5.18681295e-03,5.28267771e-03,5.84240351e-03,5.97792165e-03
14000,3.778955,1.179735,17.184235,19.469151,19.403708,19.269684,19.138577,19.058294,0.876627,0.993243,0.989869,0.983117,0.976367,0.971945,14.298781,18.878557,18.189939,18.641310,22.031218,21.748581,4.83651071e-03,2.59395828e-03,4.50753607e-03,5.10274386e-03,5.18983416e-03,5.74015547e-03,5.88483643e-03
14500,3.761565,1.178163,17.192396,19.471081,19.403988,19.269426,19.137846,19.054785,0.877045,0.993340,0.989882,0.983104,0.976329,0.971763,14.301828,18.871300,18.191006,18.644243,22.043987,21.766094,4.76397970e-03,2.53972970e-03,4.44667554e-03,5.03011281e-03,5.11120493e-03,5.65260137e-03,5.80355385e-03
15000,3.762522,1.176206,17.199526,19.472988,19.405048,19.269123,19.137344,19.051886,0.877410,0.993437,0.989936,0.983089,0.976304,0.971611,14.305151,18.863832,18.192305,18.647207,22.054428,21.782196,4.70217721e-03,2.49498338e-03,4.39468166e-03,4.96921968e-03,5.04242815e-03,5.57653978e-03,5.73521061e-03
15500,3.750776,1.175274,17.206564,19.475180,19.405573,19.269327,19.137266,19.049784,0.877770,0.993549,0.989963,0.983099,0.976299,0.971501,14.310176,18.856871,18.193596,18.649906,22.064793,21.796967,4.64927882e-03,2.46051862e-03,4.35072975e-03,4.91575152e-03,4.98284400e-03,5.51007828e-03,5.67575078e-03
16000,3.742266,1.174661,17.213369,19.476856,19.406380,19.269634,19.137344,19.047821,0.878118,0.993633,0.990004,0.983115,0.976305,0.971398,14.315189,18.850517,18.195471,18.652359,22.074656,21.811581,4.60285119e-03,2.43278965e-03,4.31178883e-03,4.86880913e-03,4.92916256e-03,5.45106735e-03,5.62348962e-03
