step,train_loss,val_loss
0,5.564366,5.566847
1000,2.426540,2.327855
2000,1.933966,1.928727
3000,1.874617,1.849473
4000,1.715283,1.710238
5000,1.697555,1.702386
6000,1.700000,1.699644
7000,1.697656,1.702644
8000,1.691352,1.686644
9000,1.667317,1.654953
10000,1.646040,1.638528
11000,1.634550,1.645536
12000,1.624682,1.625145
13000,1.598816,1.612656
14000,1.593398,1.602115
15000,1.584349,1.590864
16000,1.577322,1.585076
17000,1.581631,1.583667
18000,1.568065,1.573560
19000,1.561712,1.566690
20000,1.563827,1.563786
21000,1.560227,1.559688
22000,1.548791,1.556489
