seed,update,env_steps,ep_ret_mean,ep_ret_max,ep_len_mean,lr,logstd,kl,tau_actor,tau_critic
0,1,262144,-1.7428697907014454,22.36001205444336,16.333487768717568,0.0002999988705149873,-0.007128249853849411,0.01684618927538395,0.05008186027407646,0.25039157271385193
0,10,2621440,20.558478474936148,397.8929748535156,50.05591285349417,0.0002998870670902326,-0.057628389447927475,0.003912960644811392,0.04919035732746124,0.24618875980377197
0,20,5242880,239.06853596397679,636.7042236328125,168.31295177153692,0.0002995484573067394,-0.08526764810085297,0.00638709869235754,0.05069918930530548,0.24560338258743286
0,30,7864320,267.8737801111797,849.3215942382812,148.9715873996294,0.0002989847371708259,-0.13447041809558868,0.005708982702344656,0.05021798983216286,0.24558332562446594
0,40,10485760,417.366930711099,1012.1312255859375,206.78967495219885,0.0002981968498314587,-0.1896291971206665,0.005648050922900438,0.05056922882795334,0.2466493397951126
0,50,13107200,682.8520492774225,1514.6923828125,272.45238095238096,0.00029718611348730165,-0.24336612224578857,0.005379191599786282,0.051350437104701996,0.2522906959056854
0,60,15728640,918.4967923642622,2230.852783203125,330.55938037865747,0.0002959542191812635,-0.29365259408950806,0.0050902580842375755,0.05263645574450493,0.2592351734638214
0,70,18350080,1160.8455011207172,3069.328369140625,398.71821966058275,0.0002945032279712482,-0.3354260325431824,0.005089083220809698,0.05333021655678749,0.26091304421424866
0,80,20971520,1995.6755166931637,3548.1669921875,656.035294117647,0.0002928355674818394,-0.3886978030204773,0.005303408019244671,0.05432610586285591,0.26143878698349
0,90,23592960,2540.137190853943,3882.03271484375,783.1796546896874,0.0002909540278426898,-0.44122833013534546,0.005174958147108555,0.05533716455101967,0.2621529698371887
0,100,26214400,2553.574481074481,4092.17919921875,724.0332722832723,0.00028886175702041143,-0.4926318824291229,0.0055313631892204285,0.05638645216822624,0.2623453736305237
0,110,28835840,2824.743790849673,4364.58935546875,743.3179738562092,0.0002865622555517741,-0.5423355102539062,0.005183316767215729,0.057740218937397,0.2623644471168518
0,120,31457280,3212.783942012824,4516.3486328125,804.8346807917479,0.00028405937068702803,-0.5909076929092407,0.005113959312438965,0.058792028576135635,0.2626424729824066
0,130,34078720,3373.788349514563,4628.0673828125,806.7912621359224,0.0002813572899531447,-0.6310033202171326,0.005218478851020336,0.05992016941308975,0.26309067010879517
0,140,36700160,3485.929502171734,4728.1142578125,810.1135983962579,0.0002784605341477492,-0.6748306155204773,0.0054149022325873375,0.06098261475563049,0.2637108862400055
0,150,39321600,3729.1469237832875,4787.9560546875,847.5396388123661,0.000275373949775464,-0.7200502753257751,0.0052883559837937355,0.0620710514485836,0.2642747163772583
0,160,41943040,3834.6903268405413,4877.5625,852.2918454935623,0.00027210270093931693,-0.7617568969726562,0.005624102894216776,0.06311117857694626,0.2648339569568634
0,170,44564480,3951.674269422666,4904.869140625,863.1610833927299,0.0002686522607007845,-0.8039007186889648,0.005410834215581417,0.06412146240472794,0.26548245549201965
0,180,47185920,4121.6890028855405,4969.9365234375,885.2564924655338,0.00026502840192292,-0.8369919657707214,0.0052772751078009605,0.06504557281732559,0.2663164734840393
0,190,49807360,4123.73258869908,5036.677734375,874.9086727989487,0.0002612371876118919,-0.8673938512802124,0.0052519068121910095,0.06569790095090866,0.2671373188495636
0,200,52428800,4177.05406348099,5100.95703125,876.8943146145797,0.0002572849607730884,-0.8995194435119629,0.005506609566509724,0.06659761816263199,0.26812678575515747
0,210,55050240,4198.78312863607,5131.275390625,872.8648998060763,0.0002531783337987607,-0.9330415725708008,0.005427224095910788,0.06727637350559235,0.26897796988487244
0,220,57671680,4285.507681802663,5138.6640625,884.7743257084329,0.0002489241774049615,-0.9657704830169678,0.005211099982261658,0.06801261007785797,0.2696790099143982
0,230,60293120,4354.635699373695,5198.4677734375,892.3375086986778,0.0002445296091362855,-0.9969794154167175,0.005578174255788326,0.0686570405960083,0.2702406644821167
0,240,62914560,4467.333913043478,5279.72900390625,907.680347826087,0.00024000198145764752,-1.0313720703125,0.005442922934889793,0.06929853558540344,0.2707301378250122
0,250,65536000,4513.669814620496,5278.31005859375,910.5753760055964,0.00023534886945301934,-1.0592715740203857,0.005502878222614527,0.06984533369541168,0.27117377519607544
0,260,68157440,4563.272287491362,5308.5400390625,913.4616447823082,0.00023057805815170703,-1.0863600969314575,0.005285569000989199,0.0704135075211525,0.27159878611564636
0,270,70778880,4603.078790010552,5356.5146484375,915.1013014421386,0.00022569752950337294,-1.1114132404327393,0.00580243393778801,0.07089583575725555,0.27205032110214233
0,280,73400320,4604.408914043155,5374.2216796875,909.9801910152105,0.0002207154490235943,-1.1372075080871582,0.005645554978400469,0.07149088382720947,0.272440105676651
0,290,76021760,4661.086986537798,5454.869140625,916.2623403520884,0.00021564015213230116,-1.1620519161224365,0.005434527061879635,0.07195655256509781,0.2728179693222046
0,300,78643200,4710.134074331365,5441.3486328125,921.5675581799236,0.00021048013020795065,-1.1846740245819092,0.005736611783504486,0.0724295899271965,0.273220032453537
0,310,81264640,4745.008771929824,5462.14599609375,923.8110380116959,0.00020524401638077083,-1.2086619138717651,0.0053217606619000435,0.07279257476329803,0.2735489010810852
0,320,83886080,4774.0385015608745,5472.4384765625,925.8598681928547,0.00019994057108884122,-1.2311983108520508,0.005637743975967169,0.0731956958770752,0.27387747168540955
0,330,86507520,4793.768881118881,5510.3212890625,925.3905594405594,0.00019457866742117827,-1.2542245388031006,0.0054028634913265705,0.07360024750232697,0.2742057144641876
0,340,89128960,4801.088575560376,5500.826171875,922.8007953723788,0.00018916727627234616,-1.2745063304901123,0.005361408926546574,0.07396870851516724,0.2744768261909485
0,350,91750400,4800.250345781466,5546.0595703125,919.5871369294606,0.0001837154513334313,-1.2977831363677979,0.005179803818464279,0.07433096319437027,0.2748299837112427
0,360,94371840,4819.532544378698,5543.39453125,919.8590323703446,0.00017823231394449137,-1.3196289539337158,0.005203139036893845,0.07468106597661972,0.275133341550827
0,370,96993280,4848.014817491869,5605.97900390625,920.7918323093603,0.00017272703783382252,-1.3385246992111206,0.0053024920634925365,0.07501793652772903,0.27546873688697815
0,380,99614720,4902.745256500351,5598.1591796875,929.2849613492622,0.00016720883376957643,-1.3566874265670776,0.005284695886075497,0.07532614469528198,0.27570831775665283
0,390,102236160,4859.350190509179,5671.17333984375,918.6373397990994,0.00016168693414940754,-1.3718599081039429,0.0049198092892766,0.075628362596035,0.27592340111732483
0,400,104857600,4879.281775868242,5647.65087890625,918.3863229502327,0.00015617057755393137,-1.3911447525024414,0.005084739066660404,0.07596109062433243,0.27618178725242615
0,410,107479040,4892.149721448468,5652.263671875,918.2809888579387,0.00015066899328983896,-1.4081463813781738,0.005084137432277203,0.07627522945404053,0.2763775885105133
0,420,110100480,4979.25167903853,5724.52734375,929.9653587840227,0.00014519138594852683,-1.424057960510254,0.004725919105112553,0.07652676105499268,0.27655526995658875
0,430,112721920,5056.326150474799,5708.5439453125,939.935719503287,0.0001397469200060784,-1.4400718212127686,0.004811345133930445,0.07674220204353333,0.2767345905303955
0,440,115343360,5054.754743499649,5734.3681640625,936.8236120871398,0.0001343447044903603,-1.4540700912475586,0.00489776348695159,0.07709991186857224,0.2768433392047882
0,450,117964800,5087.482697110239,5719.6044921875,938.4998216196932,0.00012899377774088948,-1.4676647186279297,0.004427867941558361,0.07730913907289505,0.2769952416419983
0,460,120586240,5061.960260115607,5752.033203125,931.0653901734104,0.0001237030922869661,-1.4787582159042358,0.004937938414514065,0.07760829478502274,0.2770964205265045
0,470,123207680,5143.085724533716,5750.35009765625,941.2657819225251,0.00011848149986937494,-1.4907329082489014,0.0046326168812811375,0.07790479809045792,0.27717453241348267
0,480,125829120,5140.090845070423,5803.5302734375,936.2704225352113,0.00011333773663071365,-1.5008634328842163,0.0045798160135746,0.07814326882362366,0.2772727310657501
0,490,128450560,5177.257959479016,5832.0732421875,939.3563675832128,0.00010828040849912587,-1.5102590322494507,0.004233417566865683,0.07831696420907974,0.2773517668247223
0,500,131072000,5244.372289599412,5817.30029296875,947.9687614847483,0.00010331797678989386,-1.5178722143173218,0.004908856004476547,0.07860052585601807,0.27741527557373047
0,510,133693440,5255.792479602696,5843.75341796875,946.2731465058531,9.845874404897978e-05,-1.5258386135101318,0.004532243125140667,0.0787583738565445,0.2774369418621063
0,520,136314880,5242.39705882353,5903.1240234375,941.4027977044476,9.371084016220086e-05,-1.5329301357269287,0.004377143457531929,0.07895656675100327,0.27751466631889343
0,530,138936320,5281.30155210643,5848.57177734375,945.9423503325943,8.908220875327915e-05,-1.5406968593597412,0.0044721257872879505,0.07905972003936768,0.27755802869796753
0,540,141557760,5270.00140944327,5874.7685546875,942.099718111346,8.458059389352199e-05,-1.5453805923461914,0.003986021038144827,0.07930795103311539,0.2775958478450775
0,550,144179200,5262.940841054882,5883.3359375,938.4109052031362,8.021352714537036e-05,-1.5515108108520508,0.004024110734462738,0.07946205884218216,0.27768683433532715
0,560,146800640,5316.632170978628,5876.9140625,945.5748031496063,7.598831496149118e-05,-1.556931495666504,0.003826603526249528,0.07964266836643219,0.27776429057121277
0,570,149422080,5350.506177197317,5912.5029296875,950.4991175432403,7.191202646049642e-05,-1.56097412109375,0.003925547935068607,0.0798783078789711,0.27785149216651917
0,580,152043520,5348.991884262527,5956.25,948.3768525052928,6.799148159974119e-05,-1.5656249523162842,0.0037722375709563494,0.08000317215919495,0.27790209650993347
0,590,154664960,5283.0620817843865,5899.8310546875,937.9550185873605,6.423323976498846e-05,-1.569547414779663,0.0032436056062579155,0.08015428483486176,0.278039813041687
0,600,157286400,5335.683238636364,5922.04541015625,944.8821022727273,6.0643588796030915e-05,-1.5732896327972412,0.0037287536542862654,0.08034943044185638,0.27813661098480225
0,610,159907840,5339.967410556146,5982.7587890625,944.9160467587673,5.722853446663111e-05,-1.5756235122680664,0.0029385234229266644,0.08055812120437622,0.27822309732437134
0,620,162529280,5325.2636871508375,5921.73876953125,941.430540037244,5.399379043638068e-05,-1.5795698165893555,0.0025686202570796013,0.08050928264856339,0.2782627046108246
0,630,165150720,5328.979483551468,5936.873046875,941.8963565617262,5.094476869128981e-05,-1.5836681127548218,0.002871884498745203,0.08077293634414673,0.2783343195915222
