step,train_loss,val_bpb
200,8.668999,2.301443
400,7.178529,2.066460
600,6.610093,1.969760
800,6.344966,1.920730
1000,6.203209,1.883477
1200,6.082272,1.855275
1400,5.999808,1.832472
1600,5.923780,1.812638
1800,5.864612,1.797573
2000,5.797219,1.782013
2200,5.772368,1.770054
