step,train_loss,val_loss
0,5.567348,5.561048
1000,2.096357,2.009537
2000,1.777557,1.779068
3000,1.703668,1.694702
4000,1.654298,1.646801
5000,1.612410,1.609145
6000,1.581738,1.579494
7000,1.560396,1.558113
8000,1.552242,1.544931
9000,1.514652,1.525468
10000,1.506698,1.512610
11000,1.498198,1.498427
12000,1.494798,1.491192
13000,1.475100,1.476095
14000,1.467582,1.466315
15000,1.467168,1.457325
16000,1.454696,1.450344
17000,1.437586,1.442061
18000,1.445417,1.435054
19000,1.432635,1.428326
20000,1.426664,1.422791
21000,1.416464,1.416744
22000,1.414969,1.413583
23000,1.405542,1.409846
24000,1.412988,1.407810
