step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499298,0.499373,0.498874,0.498869,0.499585,0.499531,0.499276,0.498684,0.500511,0.499570,0.499175,0.499067,0.500208,0.500171,0.500525,0.499673,0.500343,0.499298,0.499264,0.499193,0.500488,0.500459,0.500857,0.500344,0.500402,0.499439,0.499211,0.499165,0.500454,0.500433,0.501018,0.500638,0.500269,0.499481,0.499450,0.499407,0.500280,0.500268,0.501051,0.500675,0.499979,0.499629,0.499747,0.499741,0.500062,0.500055,0.500856,0.500416
400,0.497962,0.498411,0.493728,0.493752,0.494194,0.494051,0.504050,0.498837,0.505607,0.501770,0.496346,0.494684,0.498253,0.497714,0.506022,0.504224,0.504664,0.500143,0.495818,0.495160,0.501842,0.501192,0.506427,0.505420,0.504715,0.500011,0.496980,0.496475,0.502435,0.501993,0.506557,0.505753,0.503475,0.500341,0.498267,0.498025,0.501023,0.500754,0.506420,0.505406,0.500487,0.499093,0.498864,0.498840,0.500098,0.500010,0.505743,0.504297
600,0.495691,0.496802,0.485386,0.485480,0.485492,0.485190,0.511706,0.502759,0.513593,0.503715,0.494483,0.488442,0.495894,0.493811,0.514272,0.510074,0.510237,0.499079,0.489662,0.487894,0.501707,0.499236,0.514394,0.510903,0.509605,0.498104,0.492372,0.490814,0.505994,0.504128,0.514611,0.511803,0.507070,0.499441,0.495670,0.495112,0.504414,0.503248,0.514437,0.511597,0.500531,0.497667,0.497116,0.497133,0.501140,0.500481,0.512325,0.508440
800,0.493221,0.494940,0.474450,0.474641,0.473864,0.473086,0.521448,0.507008,0.523075,0.502725,0.491645,0.479414,0.490872,0.485434,0.524568,0.514022,0.514832,0.493719,0.479818,0.476874,0.496508,0.491607,0.522767,0.511692,0.511535,0.492296,0.485008,0.482078,0.510027,0.504468,0.524154,0.514942,0.507487,0.494652,0.490884,0.490077,0.510400,0.506559,0.524707,0.517249,0.499151,0.494751,0.494333,0.494557,0.504739,0.502395,0.520528,0.512685
1000,0.489501,0.491788,0.461865,0.462009,0.461742,0.458371,0.535081,0.513577,0.534190,0.499942,0.490218,0.467585,0.486338,0.473347,0.538125,0.517227,0.522804,0.487136,0.469416,0.463980,0.487085,0.478664,0.532233,0.508638,0.517490,0.484766,0.475459,0.470606,0.515497,0.502411,0.535127,0.513814,0.510656,0.489966,0.483637,0.482012,0.519260,0.510287,0.537499,0.520299,0.498229,0.491005,0.490123,0.490669,0.509534,0.504142,0.531495,0.516664
1200,0.486177,0.488705,0.448471,0.448082,0.466549,0.442905,0.552317,0.522487,0.547423,0.495088,0.494919,0.455009,0.491533,0.460399,0.554816,0.519648,0.534106,0.479362,0.459186,0.449005,0.478765,0.463029,0.542660,0.503535,0.526598,0.476420,0.463776,0.456173,0.524298,0.497840,0.547340,0.509567,0.515207,0.482855,0.474763,0.472314,0.529988,0.513398,0.552184,0.520288,0.498270,0.486873,0.483224,0.484697,0.515714,0.504789,0.543318,0.518660
1400,0.482991,0.484913,0.436610,0.434038,0.487122,0.432758,0.574059,0.534474,0.563814,0.488801,0.507459,0.442466,0.510660,0.449275,0.575140,0.521701,0.549588,0.471572,0.452531,0.432888,0.480550,0.445568,0.555240,0.496938,0.540692,0.466824,0.452554,0.440225,0.537496,0.491479,0.560672,0.502946,0.523392,0.474616,0.465134,0.460720,0.544193,0.515326,0.568315,0.516784,0.500629,0.481240,0.474879,0.477253,0.524508,0.505022,0.557221,0.518820
1600,0.479773,0.480498,0.427153,0.419256,0.514082,0.435766,0.600206,0.548991,0.583065,0.480834,0.527553,0.431130,0.537648,0.446756,0.599811,0.523624,0.569898,0.462528,0.453702,0.416515,0.495607,0.428049,0.569759,0.489296,0.557774,0.456156,0.442210,0.423239,0.557838,0.485931,0.575868,0.495272,0.537028,0.468007,0.453462,0.446532,0.563013,0.516685,0.585653,0.510552,0.505650,0.476410,0.464550,0.468385,0.534770,0.503163,0.571991,0.516880
1800,0.476205,0.475387,0.424655,0.406502,0.544960,0.448758,0.630672,0.566508,0.600747,0.473435,0.551555,0.423209,0.569474,0.456063,0.627956,0.524916,0.591581,0.453540,0.464556,0.402351,0.520280,0.412355,0.586488,0.479843,0.577085,0.445100,0.437805,0.407521,0.583189,0.481694,0.591752,0.486158,0.551544,0.462215,0.442097,0.430554,0.585662,0.516387,0.604055,0.501402,0.510353,0.470605,0.454308,0.458345,0.545499,0.499670,0.586861,0.512257
