step,batch_loss,lr
10709,4.253826e+02,9.998622e-04
10710,4.268805e+02,9.998618e-04
10711,4.213989e+02,9.998614e-04
10712,4.170588e+02,9.998610e-04
10713,4.361109e+02,9.998606e-04
10714,4.410775e+02,9.998602e-04
10715,4.316295e+02,9.998599e-04
10716,4.328085e+02,9.998595e-04
10717,4.316788e+02,9.998591e-04
10718,4.189627e+02,9.998587e-04
10719,4.251210e+02,9.998583e-04
10720,4.356388e+02,9.998579e-04
10721,4.350058e+02,9.998575e-04
10722,4.391448e+02,9.998571e-04
10723,4.452898e+02,9.998567e-04
10724,4.279659e+02,9.998563e-04
10725,4.260024e+02,9.998559e-04
10726,4.572943e+02,9.998555e-04
10727,4.509301e+02,9.998551e-04
10728,4.231374e+02,9.998547e-04
10729,4.316746e+02,9.998543e-04
10730,4.501406e+02,9.998539e-04
10731,4.412759e+02,9.998535e-04
10732,4.143882e+02,9.998531e-04
10733,4.443900e+02,9.998527e-04
10734,4.618204e+02,9.998523e-04
10735,4.527816e+02,9.998519e-04
10736,4.433268e+02,9.998515e-04
10737,4.617326e+02,9.998511e-04
10738,4.710309e+02,9.998507e-04
10739,4.345160e+02,9.998503e-04
10740,4.254470e+02,9.998499e-04
10741,4.528350e+02,9.998495e-04
10742,4.615595e+02,9.998491e-04
10743,4.255263e+02,9.998487e-04
10744,4.222571e+02,9.998483e-04
10745,4.485193e+02,9.998478e-04
10746,4.777576e+02,9.998474e-04
10747,4.519118e+02,9.998470e-04
10748,4.263652e+02,9.998466e-04
10749,4.579925e+02,9.998462e-04
10750,4.576282e+02,9.998458e-04
10751,4.269366e+02,9.998454e-04
10752,4.295071e+02,9.998450e-04
10753,4.467244e+02,9.998446e-04
10754,4.394673e+02,9.998441e-04
10755,4.357527e+02,9.998437e-04
10756,4.486451e+02,9.998433e-04
10757,4.404117e+02,9.998429e-04
10758,4.311022e+02,9.998425e-04
10759,4.257289e+02,9.998421e-04
10760,4.357032e+02,9.998417e-04
10761,4.359615e+02,9.998412e-04
10762,4.419215e+02,9.998408e-04
10763,4.220052e+02,9.998404e-04
10764,4.270627e+02,9.998400e-04
10765,4.372151e+02,9.998396e-04
10766,4.126792e+02,9.998391e-04
10767,3.998805e+02,9.998387e-04
10768,4.267377e+02,9.998383e-04
10769,4.380777e+02,9.998379e-04
10770,4.232188e+02,9.998375e-04
10771,4.122017e+02,9.998370e-04
10772,4.364713e+02,9.998366e-04
10773,4.574530e+02,9.998362e-04
10774,4.276378e+02,9.998358e-04
10775,4.100021e+02,9.998353e-04
10776,4.315592e+02,9.998349e-04
10777,4.485585e+02,9.998345e-04
10778,4.435603e+02,9.998341e-04
10779,4.405068e+02,9.998336e-04
10780,4.548246e+02,9.998332e-04
10781,4.520093e+02,9.998328e-04
10782,4.311922e+02,9.998324e-04
10783,4.373989e+02,9.998319e-04
10784,4.585798e+02,9.998315e-04
10785,4.603768e+02,9.998311e-04
10786,4.227870e+02,9.998306e-04
10787,4.300215e+02,9.998302e-04
10788,4.469463e+02,9.998298e-04
10789,4.479347e+02,9.998293e-04
10790,4.458994e+02,9.998289e-04
10791,4.405679e+02,9.998285e-04
10792,4.260643e+02,9.998280e-04
10793,4.304194e+02,9.998276e-04
10794,4.416718e+02,9.998272e-04
10795,4.561773e+02,9.998267e-04
10796,4.417753e+02,9.998263e-04
10797,4.319114e+02,9.998259e-04
10798,4.390463e+02,9.998254e-04
10799,4.524385e+02,9.998250e-04
10800,4.421717e+02,9.998246e-04
10801,4.358348e+02,9.998241e-04
10802,4.305267e+02,9.998237e-04
10803,4.445569e+02,9.998232e-04
10804,4.370099e+02,9.998228e-04
10805,4.436435e+02,9.998224e-04
10806,4.457742e+02,9.998219e-04
10807,4.486900e+02,9.998215e-04
10808,4.523257e+02,9.998210e-04
10809,4.435323e+02,9.998206e-04
10810,4.353755e+02,9.998201e-04
10811,4.320236e+02,9.998197e-04
10812,4.450071e+02,9.998192e-04
10813,4.471511e+02,9.998188e-04
10814,4.288815e+02,9.998184e-04
10815,4.285631e+02,9.998179e-04
10816,4.372225e+02,9.998175e-04
10817,4.353248e+02,9.998170e-04
10818,4.304311e+02,9.998166e-04
10819,4.452382e+02,9.998161e-04
10820,4.598472e+02,9.998157e-04
10821,4.449446e+02,9.998152e-04
10822,4.279926e+02,9.998148e-04
10823,4.491125e+02,9.998143e-04
10824,4.596607e+02,9.998139e-04
10825,4.265436e+02,9.998134e-04
10826,4.197167e+02,9.998130e-04
10827,4.517377e+02,9.998125e-04
10828,4.578641e+02,9.998121e-04
10829,4.236150e+02,9.998116e-04
10830,4.210333e+02,9.998111e-04
10831,4.459479e+02,9.998107e-04
10832,4.404954e+02,9.998102e-04
10833,4.348404e+02,9.998098e-04
10834,4.386390e+02,9.998093e-04
10835,4.372894e+02,9.998089e-04
10836,4.151196e+02,9.998084e-04
10837,4.086569e+02,9.998079e-04
10838,4.356935e+02,9.998075e-04
10839,4.466542e+02,9.998070e-04
10840,4.378940e+02,9.998066e-04
10841,4.136802e+02,9.998061e-04
10842,4.342018e+02,9.998056e-04
10843,4.417799e+02,9.998052e-04
10844,4.364510e+02,9.998047e-04
10845,4.316228e+02,9.998043e-04
10846,4.395375e+02,9.998038e-04
10847,4.430516e+02,9.998033e-04
10848,4.554009e+02,9.998029e-04
10849,4.616358e+02,9.998024e-04
10850,4.291724e+02,9.998019e-04
10851,4.367983e+02,9.998015e-04
10852,4.650307e+02,9.998010e-04
10853,4.504303e+02,9.998005e-04
10854,4.201732e+02,9.998001e-04
10855,4.318399e+02,9.997996e-04
10856,4.405259e+02,9.997991e-04
10857,4.320634e+02,9.997987e-04
10858,4.257123e+02,9.997982e-04
10859,4.311248e+02,9.997977e-04
10860,4.258555e+02,9.997972e-04
10861,4.162249e+02,9.997968e-04
10862,4.251352e+02,9.997963e-04
10863,4.368816e+02,9.997958e-04
10864,4.238781e+02,9.997954e-04
10865,4.276630e+02,9.997949e-04
10866,4.217696e+02,9.997944e-04
10867,4.168143e+02,9.997939e-04
10868,4.264532e+02,9.997935e-04
10869,4.237081e+02,9.997930e-04
10870,4.209649e+02,9.997925e-04
10871,4.324256e+02,9.997920e-04
10872,4.283616e+02,9.997916e-04
10873,4.172816e+02,9.997911e-04
10874,4.190549e+02,9.997906e-04
10875,4.221698e+02,9.997901e-04
10876,4.174871e+02,9.997896e-04
10877,4.150038e+02,9.997892e-04
10878,4.190846e+02,9.997887e-04
10879,4.287350e+02,9.997882e-04
10880,4.343923e+02,9.997877e-04
10881,4.281243e+02,9.997872e-04
10882,4.370775e+02,9.997867e-04
10883,4.323985e+02,9.997863e-04
10884,4.127050e+02,9.997858e-04
10885,4.119059e+02,9.997853e-04
10886,4.314245e+02,9.997848e-04
10887,4.384811e+02,9.997843e-04
10888,4.278566e+02,9.997838e-04
10889,4.257778e+02,9.997833e-04
10890,4.296866e+02,9.997829e-04
10891,4.280941e+02,9.997824e-04
10892,4.106269e+02,9.997819e-04
10893,4.069903e+02,9.997814e-04
10894,4.128292e+02,9.997809e-04
10895,4.160779e+02,9.997804e-04
10896,4.190151e+02,9.997799e-04
10897,4.216336e+02,9.997794e-04
10898,4.290019e+02,9.997789e-04
10899,4.118777e+02,9.997784e-04
10900,3.977711e+02,9.997780e-04
10901,4.001589e+02,9.997775e-04
10902,4.267678e+02,9.997770e-04
10903,4.292010e+02,9.997765e-04
10904,4.247822e+02,9.997760e-04
10905,4.089709e+02,9.997755e-04
10906,4.178262e+02,9.997750e-04
10907,4.256474e+02,9.997745e-04
10908,4.247148e+02,9.997740e-04
10909,4.297529e+02,9.997735e-04
10910,4.320911e+02,9.997730e-04
10911,4.320001e+02,9.997725e-04
10912,4.280529e+02,9.997720e-04
10913,4.168365e+02,9.997715e-04
10914,4.245376e+02,9.997710e-04
10915,4.221860e+02,9.997705e-04
10916,4.350971e+02,9.997700e-04
10917,4.521321e+02,9.997695e-04
10918,4.462888e+02,9.997690e-04
10919,4.250521e+02,9.997685e-04
10920,4.219542e+02,9.997680e-04
10921,4.286107e+02,9.997675e-04
10922,4.205972e+02,9.997670e-04
10923,4.224591e+02,9.997665e-04
10924,4.366649e+02,9.997660e-04
10925,4.437440e+02,9.997654e-04
10926,4.328051e+02,9.997649e-04
10927,4.289463e+02,9.997644e-04
10928,4.458726e+02,9.997639e-04
10929,4.520128e+02,9.997634e-04
10930,4.363315e+02,9.997629e-04
10931,4.262845e+02,9.997624e-04
10932,4.426393e+02,9.997619e-04
10933,4.539999e+02,9.997614e-04
10934,4.411030e+02,9.997609e-04
10935,4.280137e+02,9.997603e-04
10936,4.239606e+02,9.997598e-04
10937,4.245908e+02,9.997593e-04
10938,4.315934e+02,9.997588e-04
10939,4.390695e+02,9.997583e-04
10940,4.243860e+02,9.997578e-04
10941,4.043687e+02,9.997573e-04
10942,4.215165e+02,9.997567e-04
10943,4.348608e+02,9.997562e-04
10944,4.390294e+02,9.997557e-04
10945,4.317351e+02,9.997552e-04
10946,4.268315e+02,9.997547e-04
10947,4.328864e+02,9.997542e-04
10948,4.497142e+02,9.997536e-04
10949,4.552656e+02,9.997531e-04
10950,4.461743e+02,9.997526e-04
10951,4.424947e+02,9.997521e-04
10952,4.578602e+02,9.997516e-04
10953,4.499202e+02,9.997510e-04
10954,4.600184e+02,9.997505e-04
10955,4.491730e+02,9.997500e-04
10956,4.349125e+02,9.997495e-04
10957,4.440190e+02,9.997489e-04
10958,4.501100e+02,9.997484e-04
10959,4.584562e+02,9.997479e-04
10960,4.370231e+02,9.997474e-04
10961,4.471503e+02,9.997468e-04
10962,4.684381e+02,9.997463e-04
10963,4.554207e+02,9.997458e-04
10964,4.388942e+02,9.997453e-04
10965,4.544384e+02,9.997447e-04
10966,4.608138e+02,9.997442e-04
10967,4.651522e+02,9.997437e-04
10968,4.379905e+02,9.997431e-04
10969,4.345179e+02,9.997426e-04
10970,4.579510e+02,9.997421e-04
10971,4.603725e+02,9.997415e-04
10972,4.495913e+02,9.997410e-04
10973,4.665079e+02,9.997405e-04
10974,4.574398e+02,9.997399e-04
10975,4.456699e+02,9.997394e-04
10976,4.573587e+02,9.997389e-04
10977,4.650585e+02,9.997383e-04
10978,4.352124e+02,9.997378e-04
10979,4.289959e+02,9.997373e-04
10980,4.321691e+02,9.997367e-04
10981,4.346577e+02,9.997362e-04
10982,4.460642e+02,9.997357e-04
10983,4.536246e+02,9.997351e-04
10984,4.419115e+02,9.997346e-04
10985,4.401390e+02,9.997340e-04
10986,4.461913e+02,9.997335e-04
10987,4.476376e+02,9.997330e-04
10988,4.313627e+02,9.997324e-04
10989,4.474923e+02,9.997319e-04
10990,4.661175e+02,9.997313e-04
10991,4.432091e+02,9.997308e-04
10992,4.637158e+02,9.997302e-04
10993,4.679292e+02,9.997297e-04
10994,4.683398e+02,9.997292e-04
10995,4.719025e+02,9.997286e-04
10996,4.525947e+02,9.997281e-04
10997,4.308203e+02,9.997275e-04
10998,4.411511e+02,9.997270e-04
10999,4.429841e+02,9.997264e-04
11000,4.271719e+02,9.997259e-04
11001,4.160071e+02,9.997253e-04
11002,4.441100e+02,9.997248e-04
11003,4.608598e+02,9.997242e-04
11004,4.529078e+02,9.997237e-04
11005,4.499982e+02,9.997231e-04
11006,4.391589e+02,9.997226e-04
11007,4.402746e+02,9.997220e-04
11008,4.536470e+02,9.997215e-04
11009,4.503754e+02,9.997209e-04
11010,4.347494e+02,9.997204e-04
11011,4.428125e+02,9.997198e-04
11012,4.447037e+02,9.997193e-04
11013,4.482693e+02,9.997187e-04
11014,4.609305e+02,9.997181e-04
11015,4.508550e+02,9.997176e-04
11016,4.347758e+02,9.997170e-04
11017,4.424793e+02,9.997165e-04
11018,4.439500e+02,9.997159e-04
11019,4.397712e+02,9.997154e-04
11020,4.552626e+02,9.997148e-04
11021,4.659881e+02,9.997142e-04
11022,4.401874e+02,9.997137e-04
11023,4.220040e+02,9.997131e-04
11024,4.281508e+02,9.997126e-04
11025,4.325795e+02,9.997120e-04
11026,4.271354e+02,9.997114e-04
11027,4.291136e+02,9.997109e-04
11028,4.413890e+02,9.997103e-04
11029,4.462282e+02,9.997097e-04
11030,4.330377e+02,9.997092e-04
11031,4.429543e+02,9.997086e-04
11032,4.531613e+02,9.997080e-04
11033,4.425704e+02,9.997075e-04
11034,4.347156e+02,9.997069e-04
11035,4.282097e+02,9.997063e-04
11036,4.340174e+02,9.997058e-04
11037,4.397545e+02,9.997052e-04
11038,4.328350e+02,9.997046e-04
11039,4.396700e+02,9.997041e-04
11040,4.418369e+02,9.997035e-04
11041,4.428235e+02,9.997029e-04
11042,4.367933e+02,9.997024e-04
11043,4.336984e+02,9.997018e-04
11044,4.262196e+02,9.997012e-04
11045,4.296170e+02,9.997006e-04
11046,4.377592e+02,9.997001e-04
11047,4.225365e+02,9.996995e-04
11048,4.257097e+02,9.996989e-04
11049,4.324290e+02,9.996984e-04
11050,4.356880e+02,9.996978e-04
11051,4.258374e+02,9.996972e-04
11052,4.232311e+02,9.996966e-04
11053,4.432123e+02,9.996960e-04
11054,4.288618e+02,9.996955e-04
11055,4.045498e+02,9.996949e-04
11056,4.185563e+02,9.996943e-04
11057,4.345413e+02,9.996937e-04
11058,4.291163e+02,9.996932e-04
11059,4.211735e+02,9.996926e-04
11060,4.210278e+02,9.996920e-04
11061,4.365465e+02,9.996914e-04
11062,4.378657e+02,9.996908e-04
11063,4.398904e+02,9.996902e-04
11064,4.441641e+02,9.996897e-04
11065,4.369919e+02,9.996891e-04
11066,4.309996e+02,9.996885e-04
11067,4.341617e+02,9.996879e-04
11068,4.443574e+02,9.996873e-04
11069,4.238978e+02,9.996867e-04
11070,4.231866e+02,9.996862e-04
11071,4.305577e+02,9.996856e-04
11072,4.194968e+02,9.996850e-04
11073,4.031331e+02,9.996844e-04
11074,4.265402e+02,9.996838e-04
11075,4.388494e+02,9.996832e-04
11076,4.359019e+02,9.996826e-04
11077,4.261138e+02,9.996820e-04
11078,4.317314e+02,9.996814e-04
11079,4.236810e+02,9.996809e-04
11080,4.230283e+02,9.996803e-04
11081,4.156210e+02,9.996797e-04
11082,4.273294e+02,9.996791e-04
11083,4.209297e+02,9.996785e-04
11084,4.229673e+02,9.996779e-04
11085,4.384576e+02,9.996773e-04
11086,4.380138e+02,9.996767e-04
11087,4.186395e+02,9.996761e-04
11088,4.289012e+02,9.996755e-04
11089,4.301697e+02,9.996749e-04
11090,4.256877e+02,9.996743e-04
11091,4.140829e+02,9.996737e-04
11092,4.269211e+02,9.996731e-04
11093,4.656877e+02,9.996725e-04
11094,4.673254e+02,9.996719e-04
11095,4.365657e+02,9.996713e-04
11096,4.342013e+02,9.996707e-04
11097,4.568069e+02,9.996701e-04
11098,4.413011e+02,9.996695e-04
11099,4.146230e+02,9.996689e-04
11100,4.253861e+02,9.996683e-04
11101,4.365324e+02,9.996677e-04
11102,4.178361e+02,9.996671e-04
11103,4.211348e+02,9.996665e-04
11104,4.395134e+02,9.996659e-04
11105,4.358999e+02,9.996653e-04
11106,4.408128e+02,9.996647e-04
11107,4.464765e+02,9.996641e-04
11108,4.373143e+02,9.996635e-04
11109,4.302353e+02,9.996629e-04
11110,4.465328e+02,9.996623e-04
11111,4.491014e+02,9.996616e-04
11112,4.386423e+02,9.996610e-04
11113,4.359280e+02,9.996604e-04
11114,4.338129e+02,9.996598e-04
11115,4.314671e+02,9.996592e-04
11116,4.176872e+02,9.996586e-04
11117,4.398339e+02,9.996580e-04
11118,4.431053e+02,9.996574e-04
11119,4.202167e+02,9.996568e-04
11120,4.230740e+02,9.996561e-04
11121,4.623559e+02,9.996555e-04
11122,4.569698e+02,9.996549e-04
11123,4.162642e+02,9.996543e-04
11124,4.281176e+02,9.996537e-04
11125,4.393556e+02,9.996531e-04
11126,4.456751e+02,9.996524e-04
11127,4.216244e+02,9.996518e-04
11128,4.290717e+02,9.996512e-04
11129,4.451763e+02,9.996506e-04
11130,4.370115e+02,9.996500e-04
11131,4.123876e+02,9.996494e-04
11132,4.218237e+02,9.996487e-04
11133,4.313887e+02,9.996481e-04
11134,4.305585e+02,9.996475e-04
11135,4.237453e+02,9.996469e-04
11136,4.413053e+02,9.996462e-04
11137,4.539807e+02,9.996456e-04
11138,4.297756e+02,9.996450e-04
11139,4.232479e+02,9.996444e-04
11140,4.665427e+02,9.996438e-04
11141,4.601231e+02,9.996431e-04
11142,4.390476e+02,9.996425e-04
11143,4.315106e+02,9.996419e-04
11144,4.315186e+02,9.996413e-04
11145,4.387945e+02,9.996406e-04
11146,4.483914e+02,9.996400e-04
11147,4.538829e+02,9.996394e-04
11148,4.432902e+02,9.996387e-04
11149,4.258714e+02,9.996381e-04
11150,4.301440e+02,9.996375e-04
11151,4.344814e+02,9.996368e-04
11152,4.286034e+02,9.996362e-04
11153,4.153221e+02,9.996356e-04
11154,4.184728e+02,9.996350e-04
11155,4.208181e+02,9.996343e-04
11156,4.199438e+02,9.996337e-04
11157,4.306946e+02,9.996331e-04
11158,4.426638e+02,9.996324e-04
11159,4.342778e+02,9.996318e-04
11160,4.311717e+02,9.996311e-04
11161,4.360858e+02,9.996305e-04
11162,4.374980e+02,9.996299e-04
11163,4.470896e+02,9.996292e-04
11164,4.463630e+02,9.996286e-04
11165,4.334405e+02,9.996280e-04
11166,4.199636e+02,9.996273e-04
11167,4.240303e+02,9.996267e-04
11168,4.371561e+02,9.996260e-04
11169,4.446192e+02,9.996254e-04
11170,4.504193e+02,9.996248e-04
11171,4.555768e+02,9.996241e-04
11172,4.647832e+02,9.996235e-04
11173,4.680084e+02,9.996228e-04
11174,4.641888e+02,9.996222e-04
11175,4.491769e+02,9.996215e-04
11176,4.525015e+02,9.996209e-04
11177,4.645244e+02,9.996203e-04
11178,4.476696e+02,9.996196e-04
11179,4.362772e+02,9.996190e-04
11180,4.646805e+02,9.996183e-04
11181,4.691906e+02,9.996177e-04
11182,4.543206e+02,9.996170e-04
11183,4.548724e+02,9.996164e-04
11184,4.596713e+02,9.996157e-04
11185,4.449988e+02,9.996151e-04
11186,4.279962e+02,9.996144e-04
11187,4.349905e+02,9.996138e-04
11188,4.479105e+02,9.996131e-04
11189,4.445274e+02,9.996125e-04
11190,4.482051e+02,9.996118e-04
11191,4.472223e+02,9.996112e-04
11192,4.599279e+02,9.996105e-04
11193,4.591846e+02,9.996099e-04
11194,4.398087e+02,9.996092e-04
11195,4.350089e+02,9.996086e-04
11196,4.341800e+02,9.996079e-04
11197,4.326475e+02,9.996072e-04
11198,4.438665e+02,9.996066e-04
11199,4.394084e+02,9.996059e-04
11200,4.266403e+02,9.996053e-04
11201,4.646451e+02,9.996046e-04
11202,4.811433e+02,9.996040e-04
11203,4.565282e+02,9.996033e-04
11204,4.542895e+02,9.996026e-04
11205,4.627546e+02,9.996020e-04
11206,4.511530e+02,9.996013e-04
11207,4.566537e+02,9.996007e-04
11208,4.262406e+02,9.996000e-04
11209,4.129669e+02,9.995993e-04
11210,4.316946e+02,9.995987e-04
11211,4.523423e+02,9.995980e-04
11212,4.362964e+02,9.995973e-04
11213,4.166945e+02,9.995967e-04
11214,4.377891e+02,9.995960e-04
11215,4.682806e+02,9.995953e-04
11216,4.437131e+02,9.995947e-04
11217,4.233707e+02,9.995940e-04
11218,4.290606e+02,9.995933e-04
11219,4.408722e+02,9.995927e-04
11220,4.240116e+02,9.995920e-04
11221,4.265661e+02,9.995913e-04
11222,4.375385e+02,9.995907e-04
11223,4.398902e+02,9.995900e-04
11224,4.278762e+02,9.995893e-04
11225,4.353250e+02,9.995887e-04
11226,4.466080e+02,9.995880e-04
11227,4.514372e+02,9.995873e-04
11228,4.377005e+02,9.995866e-04
11229,4.358704e+02,9.995860e-04
11230,4.624246e+02,9.995853e-04
11231,4.551715e+02,9.995846e-04
11232,4.324531e+02,9.995839e-04
11233,4.540456e+02,9.995833e-04
11234,4.830999e+02,9.995826e-04
11235,4.550666e+02,9.995819e-04
11236,4.098674e+02,9.995812e-04
11237,4.190961e+02,9.995806e-04
11238,4.384026e+02,9.995799e-04
11239,4.349583e+02,9.995792e-04
11240,4.209032e+02,9.995785e-04
11241,4.309336e+02,9.995778e-04
11242,4.321238e+02,9.995772e-04
11243,4.159418e+02,9.995765e-04
11244,4.386445e+02,9.995758e-04
11245,4.419352e+02,9.995751e-04
11246,4.292198e+02,9.995744e-04
11247,4.222222e+02,9.995738e-04
11248,4.240862e+02,9.995731e-04
11249,4.396984e+02,9.995724e-04
11250,4.385455e+02,9.995717e-04
11251,4.364506e+02,9.995710e-04
11252,4.283087e+02,9.995703e-04
11253,4.387359e+02,9.995696e-04
11254,4.400600e+02,9.995690e-04
11255,4.282252e+02,9.995683e-04
11256,4.276953e+02,9.995676e-04
11257,4.345972e+02,9.995669e-04
11258,4.555911e+02,9.995662e-04
11259,4.614755e+02,9.995655e-04
11260,4.476967e+02,9.995648e-04
11261,4.420847e+02,9.995641e-04
11262,4.602778e+02,9.995634e-04
11263,4.585174e+02,9.995627e-04
11264,4.352604e+02,9.995621e-04
11265,4.387779e+02,9.995614e-04
11266,4.545922e+02,9.995607e-04
11267,4.717364e+02,9.995600e-04
11268,4.580327e+02,9.995593e-04
11269,4.626132e+02,9.995586e-04
11270,4.602592e+02,9.995579e-04
11271,4.408691e+02,9.995572e-04
11272,4.283987e+02,9.995565e-04
11273,4.517518e+02,9.995558e-04
11274,4.682562e+02,9.995551e-04
11275,4.516970e+02,9.995544e-04
11276,4.515864e+02,9.995537e-04
11277,4.394006e+02,9.995530e-04
11278,4.288035e+02,9.995523e-04
11279,4.271797e+02,9.995516e-04
11280,4.348673e+02,9.995509e-04
11281,4.464313e+02,9.995502e-04
11282,4.296053e+02,9.995495e-04
11283,4.278533e+02,9.995488e-04
11284,4.411677e+02,9.995481e-04
11285,4.497134e+02,9.995474e-04
11286,4.336231e+02,9.995467e-04
11287,4.247406e+02,9.995460e-04
11288,4.427567e+02,9.995453e-04
11289,4.435773e+02,9.995446e-04
11290,4.421403e+02,9.995439e-04
11291,4.278416e+02,9.995431e-04
11292,4.453259e+02,9.995424e-04
11293,4.582902e+02,9.995417e-04
11294,4.563784e+02,9.995410e-04
11295,4.414747e+02,9.995403e-04
11296,4.417562e+02,9.995396e-04
11297,4.443972e+02,9.995389e-04
11298,4.324164e+02,9.995382e-04
11299,4.488931e+02,9.995375e-04
11300,4.583433e+02,9.995368e-04
11301,4.358326e+02,9.995360e-04
11302,4.334351e+02,9.995353e-04
11303,4.640735e+02,9.995346e-04
11304,4.599396e+02,9.995339e-04
11305,4.511095e+02,9.995332e-04
11306,4.540613e+02,9.995325e-04
11307,4.617751e+02,9.995318e-04
11308,4.639141e+02,9.995310e-04
11309,4.495743e+02,9.995303e-04
11310,4.434214e+02,9.995296e-04
11311,4.405465e+02,9.995289e-04
11312,4.287396e+02,9.995282e-04
11313,4.252913e+02,9.995274e-04
11314,4.372296e+02,9.995267e-04
11315,4.461814e+02,9.995260e-04
11316,4.192884e+02,9.995253e-04
11317,4.247121e+02,9.995246e-04
11318,4.432149e+02,9.995238e-04
11319,4.384673e+02,9.995231e-04
11320,4.256310e+02,9.995224e-04
11321,4.118174e+02,9.995217e-04
11322,4.375721e+02,9.995209e-04
11323,4.338271e+02,9.995202e-04
11324,4.209328e+02,9.995195e-04
11325,4.341797e+02,9.995188e-04
11326,4.499236e+02,9.995180e-04
11327,4.244745e+02,9.995173e-04
11328,4.205879e+02,9.995166e-04
11329,4.259433e+02,9.995159e-04
11330,4.258939e+02,9.995151e-04
11331,4.097615e+02,9.995144e-04
11332,4.220538e+02,9.995137e-04
11333,4.298454e+02,9.995129e-04
11334,4.178586e+02,9.995122e-04
11335,4.081204e+02,9.995115e-04
11336,4.182623e+02,9.995107e-04
11337,4.286172e+02,9.995100e-04
11338,4.084117e+02,9.995093e-04
11339,4.187162e+02,9.995086e-04
11340,4.411971e+02,9.995078e-04
11341,4.375886e+02,9.995071e-04
11342,4.179306e+02,9.995063e-04
11343,4.357581e+02,9.995056e-04
11344,4.367334e+02,9.995049e-04
11345,4.301179e+02,9.995041e-04
11346,4.367749e+02,9.995034e-04
11347,4.478012e+02,9.995027e-04
11348,4.533783e+02,9.995019e-04
11349,4.452808e+02,9.995012e-04
11350,4.567686e+02,9.995004e-04
11351,4.490527e+02,9.994997e-04
11352,4.312028e+02,9.994990e-04
11353,4.211103e+02,9.994982e-04
11354,4.216263e+02,9.994975e-04
11355,4.425495e+02,9.994967e-04
11356,4.356950e+02,9.994960e-04
11357,4.316132e+02,9.994953e-04
11358,4.321005e+02,9.994945e-04
11359,4.333257e+02,9.994938e-04
11360,4.376374e+02,9.994930e-04
11361,4.419599e+02,9.994923e-04
11362,4.240444e+02,9.994915e-04
11363,4.213071e+02,9.994908e-04
11364,4.445308e+02,9.994900e-04
11365,4.525995e+02,9.994893e-04
11366,4.380784e+02,9.994885e-04
11367,4.447927e+02,9.994878e-04
11368,4.601910e+02,9.994870e-04
11369,4.373690e+02,9.994863e-04
11370,4.262036e+02,9.994855e-04
11371,4.494703e+02,9.994848e-04
11372,4.449578e+02,9.994840e-04
11373,4.271163e+02,9.994833e-04
11374,4.357400e+02,9.994825e-04
11375,4.364196e+02,9.994818e-04
11376,4.259907e+02,9.994810e-04
11377,4.307017e+02,9.994803e-04
11378,4.261361e+02,9.994795e-04
11379,4.230662e+02,9.994788e-04
11380,4.370999e+02,9.994780e-04
11381,4.551671e+02,9.994772e-04
11382,4.537424e+02,9.994765e-04
11383,4.390407e+02,9.994757e-04
11384,4.256102e+02,9.994750e-04
11385,4.099542e+02,9.994742e-04
11386,4.113049e+02,9.994735e-04
11387,4.224792e+02,9.994727e-04
11388,4.452093e+02,9.994719e-04
11389,4.419678e+02,9.994712e-04
11390,4.113549e+02,9.994704e-04
11391,4.332070e+02,9.994696e-04
11392,4.489539e+02,9.994689e-04
11393,4.307275e+02,9.994681e-04
11394,4.193477e+02,9.994674e-04
11395,4.399930e+02,9.994666e-04
11396,4.450736e+02,9.994658e-04
11397,4.288728e+02,9.994651e-04
11398,4.329789e+02,9.994643e-04
11399,4.348513e+02,9.994635e-04
11400,4.355994e+02,9.994628e-04
11401,4.509374e+02,9.994620e-04
11402,4.581705e+02,9.994612e-04
11403,4.303734e+02,9.994605e-04
11404,4.134437e+02,9.994597e-04
11405,4.327300e+02,9.994589e-04
11406,4.375729e+02,9.994581e-04
11407,4.352905e+02,9.994574e-04
11408,4.280676e+02,9.994566e-04
11409,4.353360e+02,9.994558e-04
11410,4.366070e+02,9.994551e-04
11411,4.370119e+02,9.994543e-04
11412,4.459255e+02,9.994535e-04
11413,4.425255e+02,9.994527e-04
11414,4.149209e+02,9.994520e-04
11415,4.159716e+02,9.994512e-04
11416,4.363425e+02,9.994504e-04
11417,4.245461e+02,9.994496e-04
11418,4.015656e+02,9.994489e-04
11419,4.177021e+02,9.994481e-04
11420,4.452518e+02,9.994473e-04
11421,4.228898e+02,9.994465e-04
11422,4.120482e+02,9.994457e-04
11423,4.388988e+02,9.994450e-04
11424,4.455621e+02,9.994442e-04
11425,4.227166e+02,9.994434e-04
11426,4.206836e+02,9.994426e-04
11427,4.568677e+02,9.994418e-04
11428,4.446161e+02,9.994411e-04
11429,4.183826e+02,9.994403e-04
11430,4.326325e+02,9.994395e-04
11431,4.417328e+02,9.994387e-04
11432,4.243408e+02,9.994379e-04
11433,4.151065e+02,9.994371e-04
11434,4.142395e+02,9.994364e-04
11435,4.150294e+02,9.994356e-04
11436,4.093121e+02,9.994348e-04
11437,4.235433e+02,9.994340e-04
11438,4.362040e+02,9.994332e-04
11439,4.323072e+02,9.994324e-04
11440,4.149191e+02,9.994316e-04
11441,4.141790e+02,9.994308e-04
11442,4.332654e+02,9.994301e-04
11443,4.312254e+02,9.994293e-04
11444,4.286558e+02,9.994285e-04
