step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
2000,0.478070,0.476938,0.421547,0.429368,0.416636,0.401384,0.704936,0.611668,0.504527,0.445672,0.511853,0.453218,0.718343,0.615654,0.507995,0.450877,0.495003,0.444728,0.736394,0.629912,0.513465,0.442395,0.501316,0.454336,0.680943,0.599679,0.525695,0.475479,0.485418,0.484684,0.673285,0.585129,0.511745,0.489886,0.494359,0.493509
2200,0.481224,0.477421,0.417121,0.424550,0.419952,0.396870,0.726320,0.617064,0.520795,0.447434,0.528322,0.456470,0.745327,0.622093,0.524050,0.452246,0.507875,0.443989,0.767719,0.637940,0.532348,0.444594,0.513432,0.453862,0.710766,0.612479,0.541351,0.476352,0.484275,0.481855,0.703089,0.597812,0.520160,0.490551,0.493445,0.492134
2400,0.484781,0.478417,0.413233,0.420225,0.426020,0.393870,0.748995,0.623098,0.539028,0.450734,0.546193,0.460389,0.770239,0.626914,0.541146,0.454048,0.522251,0.444526,0.799217,0.642803,0.552426,0.446173,0.525751,0.453542,0.739005,0.622111,0.557879,0.477768,0.484057,0.479256,0.732983,0.608742,0.530436,0.491701,0.492262,0.490516
2600,0.486723,0.478155,0.410372,0.416367,0.433435,0.391672,0.767441,0.624245,0.556960,0.452684,0.563777,0.463272,0.795314,0.630707,0.561352,0.458505,0.538926,0.447111,0.829388,0.643918,0.573695,0.449796,0.539610,0.453607,0.767971,0.629370,0.576442,0.480290,0.484316,0.476886,0.763192,0.618345,0.541893,0.493167,0.491390,0.488999
2800,0.488700,0.478208,0.408017,0.412846,0.441393,0.389526,0.786400,0.626903,0.576553,0.456583,0.581067,0.466368,0.820085,0.633986,0.581038,0.462860,0.556529,0.449646,0.859875,0.646183,0.595512,0.454293,0.555452,0.455691,0.796917,0.636200,0.596161,0.483339,0.485520,0.474445,0.792555,0.627017,0.555890,0.495608,0.490466,0.487223
3000,0.490867,0.478168,0.406115,0.409733,0.450688,0.386944,0.807013,0.629901,0.595792,0.459534,0.598286,0.468839,0.843534,0.634978,0.601338,0.467125,0.573356,0.451882,0.889547,0.646298,0.617938,0.460296,0.572240,0.458936,0.824423,0.640749,0.615046,0.486395,0.487526,0.472449,0.822351,0.634391,0.570424,0.498275,0.489750,0.485615
3200,0.492518,0.477846,0.404618,0.406929,0.458938,0.384901,0.821535,0.628778,0.614019,0.462099,0.615011,0.469879,0.865229,0.635985,0.620940,0.470999,0.589289,0.453203,0.916379,0.642452,0.638609,0.465037,0.587279,0.461450,0.853057,0.646184,0.636185,0.490911,0.491651,0.470846,0.851351,0.639919,0.587325,0.501807,0.489049,0.483597
3400,0.494872,0.478193,0.403770,0.404564,0.467426,0.382879,0.836216,0.628813,0.633252,0.465485,0.631519,0.471533,0.884395,0.635404,0.640009,0.474573,0.604941,0.454857,0.942422,0.640201,0.659972,0.469877,0.603642,0.464278,0.878008,0.647303,0.655572,0.494684,0.494893,0.469345,0.879868,0.643571,0.603569,0.504724,0.488430,0.481725
3600,0.496537,0.477858,0.402442,0.402110,0.475803,0.380698,0.848940,0.627755,0.651581,0.468038,0.648205,0.472728,0.903471,0.635181,0.658896,0.478048,0.621389,0.457134,0.967971,0.636858,0.681092,0.473732,0.618824,0.465895,0.905170,0.648557,0.673341,0.497634,0.498561,0.468086,0.906586,0.646127,0.620326,0.507997,0.488240,0.480145
3800,0.497591,0.477343,0.402189,0.400240,0.482224,0.377750,0.860277,0.625406,0.669704,0.470612,0.664111,0.473009,0.920552,0.633384,0.677282,0.481369,0.636138,0.458420,0.992758,0.632779,0.701058,0.477968,0.633816,0.468322,0.931079,0.649079,0.691580,0.501143,0.502757,0.467065,0.933813,0.648050,0.637955,0.511522,0.488277,0.478552
4000,0.498655,0.477104,0.401189,0.398045,0.489093,0.375439,0.873165,0.624443,0.686345,0.472306,0.678213,0.472547,0.936932,0.631641,0.695970,0.484925,0.650865,0.460252,1.016199,0.630741,0.720997,0.481979,0.648522,0.470621,0.954545,0.650242,0.709585,0.504302,0.506953,0.465891,0.958307,0.648544,0.655236,0.515191,0.488598,0.477113
4200,0.499091,0.476516,0.401240,0.396625,0.495822,0.373379,0.883845,0.623364,0.701747,0.473683,0.693082,0.472581,0.951991,0.629456,0.713169,0.487755,0.664948,0.461410,1.035810,0.626307,0.739922,0.484541,0.661562,0.471482,0.975398,0.648121,0.727237,0.507916,0.511391,0.464873,0.981293,0.648458,0.672122,0.518289,0.488640,0.475504
4400,0.499073,0.475756,0.400516,0.394723,0.500775,0.370646,0.891018,0.620767,0.716800,0.474459,0.706748,0.472115,0.964735,0.626543,0.728233,0.489329,0.677965,0.461643,1.054586,0.622751,0.758304,0.487613,0.674149,0.472400,0.995308,0.646332,0.744620,0.511160,0.517085,0.464279,1.003674,0.647901,0.688730,0.521467,0.488781,0.473829
4600,0.499875,0.475728,0.400302,0.393111,0.505660,0.368085,0.899002,0.618595,0.730263,0.475261,0.718786,0.471231,0.976060,0.624168,0.743322,0.491871,0.691651,0.463058,1.070656,0.617735,0.776783,0.491160,0.686428,0.473426,1.015833,0.645272,0.761472,0.514261,0.521927,0.463592,1.024020,0.646779,0.704759,0.524454,0.489066,0.472329
4800,0.499390,0.474690,0.399902,0.391615,0.511357,0.365997,0.906099,0.616886,0.743617,0.475842,0.729163,0.470127,0.985411,0.621199,0.756154,0.493191,0.702887,0.463322,1.085991,0.613788,0.792210,0.493469,0.696835,0.474136,1.033176,0.642513,0.775984,0.516697,0.526038,0.462962,1.044302,0.645785,0.719977,0.527354,0.489585,0.471103
5000,0.499745,0.474188,0.399153,0.390190,0.514305,0.363204,0.912630,0.615243,0.755576,0.476172,0.738010,0.468064,0.994658,0.618814,0.770045,0.495346,0.714045,0.463717,1.101043,0.610523,0.807317,0.495739,0.706863,0.474869,1.048789,0.639429,0.790248,0.518605,0.529838,0.462319,1.061651,0.643236,0.734924,0.530016,0.490184,0.469967
5200,0.500408,0.474225,0.398579,0.388958,0.516728,0.360865,0.919176,0.614018,0.765792,0.476239,0.747472,0.467139,1.002819,0.616406,0.782671,0.497291,0.723791,0.464225,1.113694,0.606661,0.820538,0.497760,0.716263,0.475599,1.062827,0.636477,0.803611,0.520630,0.533816,0.461925,1.077974,0.641964,0.748114,0.532176,0.490631,0.468825
5400,0.499543,0.472816,0.397477,0.387403,0.518798,0.358776,0.923376,0.611569,0.775365,0.476152,0.754568,0.465300,1.011409,0.615005,0.793517,0.498377,0.733038,0.464355,1.126455,0.603664,0.832840,0.499482,0.724248,0.475776,1.076301,0.634213,0.815362,0.522454,0.537476,0.461571,1.092374,0.639994,0.761093,0.534362,0.491161,0.467820
5600,0.499505,0.472334,0.396743,0.386273,0.520373,0.356529,0.926437,0.609245,0.783982,0.476281,0.761595,0.463727,1.017796,0.613081,0.803310,0.499530,0.741427,0.464643,1.136938,0.600306,0.843917,0.500695,0.731826,0.475814,1.087889,0.631438,0.826121,0.524025,0.540367,0.461073,1.105989,0.637398,0.772257,0.536079,0.491608,0.466931
5800,0.499267,0.471823,0.395784,0.385010,0.520745,0.354164,0.930705,0.608082,0.792065,0.476121,0.767755,0.462398,1.024027,0.611081,0.812373,0.500426,0.747906,0.463999,1.146184,0.597783,0.853504,0.501653,0.738161,0.475837,1.098437,0.628990,0.835950,0.525371,0.543489,0.460800,1.119167,0.635997,0.782851,0.537691,0.492300,0.466138
6000,0.499869,0.472224,0.394829,0.383794,0.521068,0.352294,0.932973,0.606006,0.799363,0.476116,0.773371,0.460754,1.027364,0.608367,0.820641,0.500758,0.754225,0.463328,1.152678,0.594677,0.862717,0.502910,0.744140,0.476053,1.108377,0.626715,0.845039,0.526697,0.546370,0.460475,1.129416,0.633744,0.793165,0.539507,0.492833,0.465274
6200,0.499546,0.471660,0.393934,0.382788,0.520263,0.349976,0.935134,0.604404,0.805863,0.475805,0.778295,0.458726,1.033154,0.607676,0.828242,0.501709,0.760074,0.463346,1.159563,0.592457,0.871154,0.503928,0.749448,0.475984,1.116533,0.624235,0.853121,0.527761,0.548744,0.460126,1.138762,0.631937,0.802336,0.541076,0.493580,0.464681
6400,0.499262,0.471227,0.393152,0.381819,0.519678,0.348159,0.936201,0.602723,0.811564,0.475576,0.782262,0.457324,1.037114,0.605966,0.834833,0.502280,0.765156,0.463064,1.166284,0.590078,0.878488,0.504896,0.754036,0.475988,1.124746,0.622853,0.860538,0.528843,0.551042,0.459884,1.146596,0.630302,0.810335,0.542241,0.494113,0.464051
6600,0.499195,0.470994,0.392297,0.380920,0.518837,0.346488,0.938246,0.601871,0.816628,0.475597,0.785671,0.455957,1.039883,0.604176,0.840610,0.502712,0.769584,0.462741,1.172005,0.588219,0.885202,0.505672,0.757981,0.475848,1.131333,0.620966,0.866831,0.529632,0.552950,0.459654,1.154243,0.628843,0.817303,0.543251,0.494585,0.463526
6800,0.499017,0.470788,0.391174,0.379867,0.517549,0.344749,0.938759,0.600262,0.820810,0.475278,0.789154,0.454857,1.042993,0.602669,0.845942,0.503340,0.773943,0.462895,1.176035,0.585918,0.890996,0.506217,0.761651,0.475905,1.137283,0.619419,0.872547,0.530188,0.554748,0.459415,1.160592,0.627384,0.823813,0.544130,0.494934,0.462992
7000,0.498650,0.470331,0.390338,0.379043,0.516021,0.343055,0.940188,0.599292,0.824333,0.475006,0.792118,0.453669,1.045528,0.601749,0.850678,0.503791,0.777145,0.462551,1.179552,0.584167,0.896173,0.506909,0.765080,0.475796,1.142244,0.617550,0.877866,0.530934,0.556486,0.459303,1.166530,0.625895,0.829404,0.544836,0.495388,0.462528
7200,0.498615,0.470233,0.389491,0.378260,0.514758,0.341659,0.940794,0.598135,0.827492,0.474909,0.794646,0.452738,1.047390,0.600468,0.854607,0.504165,0.780137,0.462458,1.183073,0.582814,0.900827,0.507434,0.767735,0.475533,1.147009,0.616077,0.882434,0.531451,0.557897,0.459037,1.171486,0.624603,0.834528,0.545525,0.495814,0.462119
7400,0.498258,0.469815,0.388704,0.377541,0.513559,0.340447,0.940997,0.596999,0.829844,0.474525,0.796292,0.451731,1.049320,0.599620,0.857965,0.504351,0.783008,0.462268,1.186217,0.581463,0.904906,0.507725,0.769912,0.475292,1.151233,0.615025,0.886234,0.531737,0.559066,0.458908,1.176254,0.623615,0.839149,0.546272,0.496253,0.461829
7600,0.498015,0.469554,0.387941,0.376847,0.512321,0.339300,0.941524,0.596158,0.832549,0.474351,0.798084,0.450913,1.050857,0.598653,0.861350,0.504597,0.785573,0.462184,1.189158,0.580041,0.908840,0.508189,0.772083,0.475007,1.154502,0.613427,0.890141,0.532205,0.560323,0.458764,1.180182,0.622588,0.843493,0.546786,0.496574,0.461468
7800,0.497814,0.469376,0.387345,0.376313,0.510833,0.338050,0.941991,0.595339,0.834661,0.474128,0.799553,0.450048,1.052321,0.597721,0.864611,0.504886,0.788031,0.462143,1.191884,0.578765,0.912293,0.508330,0.773919,0.474780,1.158204,0.612523,0.893730,0.532570,0.561542,0.458678,1.183826,0.621609,0.847595,0.547319,0.496925,0.461183
8000,0.497762,0.469333,0.386487,0.375522,0.509498,0.336967,0.942667,0.594755,0.836791,0.473907,0.801168,0.449216,1.053840,0.597032,0.867742,0.505104,0.790210,0.461723,1.194737,0.577691,0.915919,0.508854,0.776079,0.474769,1.161356,0.611538,0.897087,0.532890,0.562732,0.458571,1.187238,0.620698,0.851490,0.547748,0.497199,0.460823
