step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497567,0.497800,0.496302,0.496305,0.496277,0.496220,0.498046,0.497630,0.497387,0.497360,0.498508,0.498477,0.497975,0.497860,0.497486,0.497512,0.498912,0.498942,0.497755,0.497708,0.497644,0.497658,0.499267,0.499275,0.498089,0.497974,0.497790,0.497822,0.499379,0.499381,0.497565,0.497475,0.497760,0.497796,0.499483,0.499492
400,0.493036,0.494686,0.489720,0.489861,0.487009,0.486916,0.505592,0.502094,0.494946,0.495203,0.499188,0.498684,0.504458,0.500326,0.494997,0.495325,0.497607,0.497303,0.504488,0.500620,0.496315,0.496510,0.499732,0.499401,0.500784,0.498799,0.496634,0.496801,0.498993,0.498822,0.500161,0.497928,0.496892,0.497019,0.499191,0.499115
600,0.484731,0.489012,0.481325,0.482185,0.473148,0.473728,0.522509,0.514669,0.489349,0.489954,0.495283,0.493656,0.520206,0.510593,0.491015,0.491595,0.495727,0.494764,0.520958,0.511891,0.492503,0.492794,0.498449,0.497635,0.508991,0.503037,0.495202,0.495276,0.498748,0.498478,0.506477,0.500571,0.496020,0.496113,0.499032,0.498910
800,0.474849,0.481665,0.471709,0.474005,0.456920,0.458689,0.547243,0.532917,0.478159,0.478233,0.487277,0.483487,0.544274,0.527935,0.484700,0.484483,0.491532,0.489422,0.545930,0.531436,0.485207,0.485019,0.493709,0.492346,0.524609,0.512065,0.492926,0.492379,0.498062,0.497871,0.519096,0.506499,0.495152,0.494949,0.498822,0.498687
1000,0.469898,0.476937,0.460510,0.464378,0.441603,0.444297,0.575174,0.552376,0.468527,0.465614,0.480313,0.472574,0.573990,0.549235,0.478102,0.474669,0.485570,0.480486,0.576235,0.553877,0.476227,0.474055,0.486742,0.483500,0.545974,0.524879,0.490945,0.488227,0.496758,0.496751,0.540089,0.517714,0.494567,0.493361,0.498461,0.498339
1200,0.469181,0.475297,0.449983,0.455337,0.428923,0.431626,0.603533,0.570153,0.464208,0.455377,0.475722,0.462017,0.602678,0.566369,0.474991,0.466390,0.479620,0.470277,0.607739,0.575445,0.471728,0.463953,0.482010,0.474856,0.569139,0.538670,0.491565,0.484116,0.495164,0.495307,0.562797,0.529694,0.494851,0.491899,0.497907,0.497761
1400,0.470621,0.475500,0.440690,0.447172,0.419385,0.420891,0.629719,0.583453,0.468083,0.449619,0.479320,0.455991,0.631684,0.581465,0.476514,0.459002,0.477453,0.461239,0.639467,0.593738,0.473740,0.455098,0.481306,0.467262,0.595332,0.554509,0.494926,0.480633,0.492861,0.493223,0.587253,0.541988,0.496649,0.490953,0.497122,0.496978
1600,0.471125,0.474876,0.432803,0.440214,0.415539,0.413351,0.655561,0.594684,0.476116,0.446199,0.486840,0.452420,0.661365,0.595284,0.482774,0.453632,0.479004,0.453385,0.671307,0.607797,0.482492,0.447957,0.484985,0.461082,0.621813,0.569013,0.501898,0.477677,0.489763,0.490244,0.615503,0.557421,0.499935,0.489994,0.496235,0.495941
1800,0.473177,0.474828,0.426381,0.434234,0.413847,0.406223,0.680171,0.603205,0.488905,0.445116,0.498809,0.452777,0.689885,0.605977,0.493578,0.450963,0.485253,0.447939,0.703596,0.619794,0.496693,0.444081,0.491729,0.456971,0.651048,0.584498,0.512984,0.476011,0.487147,0.487465,0.644129,0.572274,0.504806,0.489636,0.495300,0.494769
