step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,7.390741,0.362790,0.000000,7.416495,
1000,2.065969,0.405339,0.000000,1.950121,
2000,1.726680,0.438333,0.000000,1.717494,
3000,1.671100,0.458791,0.000000,1.665177,
4000,1.643469,0.470848,0.000000,1.640896,
5000,1.624944,0.478566,0.000000,1.617972,
6000,1.612704,0.484874,0.000000,1.607120,
7000,1.601595,0.489438,0.000000,1.599609,
8000,1.583562,0.493061,0.000000,1.589080,
9000,1.580179,0.495471,0.000000,1.586187,
10000,1.576068,0.497288,0.000000,1.577723,
11000,1.567709,0.498261,0.000000,1.566647,
12000,1.557529,0.499041,0.000000,1.564661,
13000,1.552074,0.499312,0.000000,1.551770,
14000,1.547437,0.499589,0.000000,1.544413,
15000,1.539915,0.499700,0.000000,1.539335,
16000,1.540403,0.499781,0.000000,1.538141,
17000,1.531804,0.499830,0.000000,1.532045,
18000,1.527624,0.499967,0.000000,1.526162,
19000,1.524573,0.499886,0.000000,1.524746,
20000,1.517241,0.499945,0.000000,1.521218,
21000,1.517025,0.499886,0.000000,1.516203,
22000,1.509564,0.499975,0.000000,1.512966,
23000,1.509024,0.499895,0.000000,1.508899,
24000,1.505518,0.499931,0.000000,1.509811,
25000,1.507052,0.499925,0.000000,1.504846,
26000,1.501580,0.500002,0.000000,1.502240,
27000,1.501844,0.500050,0.000000,1.500319,
28000,1.495501,0.500007,0.000000,1.499968,
29000,1.497059,0.499928,0.000000,1.493377,
30000,1.494283,0.500061,0.000000,1.493041,
31000,1.494088,0.500059,0.000000,1.494240,
32000,1.495349,0.499937,0.000000,1.488923,
33000,1.492168,0.499953,0.000000,1.488123,
34000,1.489824,0.500069,0.000000,1.486769,
35000,1.486430,0.499928,0.000000,1.483242,
36000,1.486456,0.499950,0.000000,1.482706,
37000,1.481821,0.500003,0.000000,1.482617,
38000,1.480243,0.499885,0.000000,1.479888,
39000,1.479097,0.499961,0.000000,1.480417,
40000,1.477235,0.500029,0.000000,1.477857,
41000,1.477298,0.500078,0.000000,1.475965,
42000,1.471433,0.499940,0.000000,1.475540,
43000,1.475440,0.499908,0.000000,1.471127,
44000,1.467040,0.499986,0.000000,1.472037,
45000,1.470396,0.499946,0.000000,1.471858,
46000,1.468020,0.499950,0.000000,1.470052,
47000,1.467077,0.499923,0.000000,1.467157,
48000,1.464402,0.499989,0.000000,1.468084,
49000,1.464774,0.499983,0.000000,1.466708,
50000,1.461478,0.499968,0.000000,1.464346,
51000,1.462937,0.500015,0.000000,1.460201,
52000,1.455658,0.499941,0.000000,1.460209,
53000,1.456161,0.499949,0.000000,1.459116,
54000,1.457017,0.499889,0.000000,1.457071,
55000,1.458602,0.500036,0.000000,1.456938,
56000,1.451115,0.499930,0.000000,1.455566,
57000,1.454255,0.500028,0.000000,1.455143,
58000,1.456094,0.499866,0.000000,1.453580,
59000,1.448273,0.499987,0.000000,1.452162,
60000,1.449971,0.499919,0.000000,1.448690,
61000,1.453039,0.500030,0.000000,1.448696,
62000,1.445196,0.500030,0.000000,1.448421,
63000,1.445943,0.500025,0.000000,1.448143,
64000,1.445619,0.500054,0.000000,1.445864,
65000,1.446613,0.499994,0.000000,1.446504,
66000,1.444692,0.499970,0.000000,1.443506,
67000,1.445934,0.499981,0.000000,1.441311,
68000,1.438567,0.500009,0.000000,1.442141,
69000,1.437007,0.499966,0.000000,1.440922,
70000,1.435857,0.499996,0.000000,1.440193,
71000,1.436029,0.499948,0.000000,1.437650,
72000,1.436179,0.500061,0.000000,1.436960,
73000,1.433788,0.500053,0.000000,1.435088,
74000,1.430338,0.500012,0.000000,1.433997,
75000,1.437612,0.499954,0.000000,1.433866,
76000,1.436052,0.499920,0.000000,1.432561,
77000,1.431021,0.500113,0.000000,1.432452,
78000,1.428444,0.500056,0.000000,1.432507,
79000,1.429544,0.499969,0.000000,1.430972,
80000,1.430406,0.500114,0.000000,1.430252,
81000,1.425468,0.499990,0.000000,1.430010,
82000,1.426813,0.500096,0.000000,1.429447,
83000,1.432056,0.499998,0.000000,1.427824,
84000,1.429594,0.499970,0.000000,1.426412,
85000,1.426417,0.499863,0.000000,1.426590,
86000,1.420318,0.499951,0.000000,1.425737,
87000,1.421996,0.500026,0.000000,1.425733,
88000,1.421876,0.499963,0.000000,1.425439,
89000,1.425756,0.500012,0.000000,1.423537,
90000,1.421918,0.500149,0.000000,1.423006,
91000,1.423279,0.500008,0.000000,1.423717,
92000,1.424129,0.499903,0.000000,1.422405,
93000,1.422198,0.499842,0.000000,1.421990,
94000,1.421955,0.499975,0.000000,1.420325,
95000,1.421272,0.500242,0.000000,1.420908,
96000,1.419975,0.499875,0.000000,1.420301,
97000,1.420329,0.500039,0.000000,1.421548,
98000,1.418050,0.500345,0.000000,1.420333,
99000,1.418861,0.499750,0.000000,1.420155,
