step,train_loss,val_loss
0,5.544505,5.538762
1000,2.155067,2.098187
2000,1.770895,1.759609
3000,1.648308,1.657454
4000,1.612364,1.598979
5000,1.573226,1.568924
6000,1.546270,1.537724
7000,1.532603,1.520069
8000,1.498172,1.506122
9000,1.483737,1.488787
10000,1.478295,1.476463
11000,1.459769,1.467141
12000,1.449975,1.455304
13000,1.447885,1.445661
14000,1.437584,1.435936
15000,1.425460,1.428343
16000,1.409975,1.419319
17000,1.403816,1.411318
18000,1.401022,1.406527
19000,1.389342,1.399506
20000,1.408717,1.395434
21000,1.389295,1.389998
22000,1.386170,1.386622
23000,1.374915,1.382663
24000,1.380258,1.380790
