step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
5500,4.191458,1.274139,19.607599,19.616121,19.607887,19.600487,19.598928,19.508774,1.000507,1.000880,1.000446,1.000061,0.999968,0.995353,14.900854,18.796026,20.079929,20.168774,21.940176,21.333250
6000,4.132770,1.262538,19.608641,19.616795,19.607691,19.598389,19.596657,19.494059,1.000552,1.000902,1.000416,0.999934,0.999832,0.994577,14.605858,18.686909,20.108551,20.151709,22.039682,21.452978
6500,4.101922,1.252372,19.609104,19.617525,19.608318,19.596790,19.596497,19.478916,1.000566,1.000923,1.000434,0.999839,0.999811,0.993779,14.361360,18.586977,20.136143,20.137604,22.127728,21.566393
7000,4.057745,1.243397,19.609308,19.617132,19.607777,19.595058,19.595116,19.464304,1.000564,1.000889,1.000391,0.999732,0.999728,0.993005,14.154248,18.493971,20.166666,20.121483,22.203186,21.670883
7500,4.028263,1.235087,19.609976,19.616804,19.607546,19.595388,19.594364,19.451155,1.000594,1.000862,1.000369,0.999738,0.999682,0.992313,13.988373,18.415051,20.191580,20.116323,22.270912,21.774218
8000,3.991097,1.228281,19.610998,19.617794,19.608150,19.594252,19.593445,19.440073,1.000641,1.000905,1.000393,0.999671,0.999621,0.991728,13.857003,18.341272,20.210661,20.108347,22.337856,21.861971
8500,3.960202,1.221554,19.610884,19.617514,19.607702,19.593719,19.592258,19.427885,1.000628,1.000882,1.000358,0.999634,0.999557,0.991090,13.750771,18.276825,20.234529,20.103704,22.388466,21.947952
9000,3.950070,1.214946,19.611113,19.617748,19.608292,19.593016,19.591349,19.417089,1.000632,1.000882,1.000377,0.999591,0.999500,0.990519,13.667599,18.222715,20.258263,20.106956,22.436686,22.025757
9500,3.910477,1.208781,19.611183,19.617699,19.608284,19.591766,19.589783,19.407455,1.000632,1.000873,1.000374,0.999521,0.999413,0.990011,13.597728,18.178709,20.281742,20.107418,22.487154,22.099482
10000,3.893337,1.203733,19.611757,19.618086,19.608673,19.590841,19.589371,19.399744,1.000660,1.000889,1.000387,0.999463,0.999386,0.989602,13.549296,18.141880,20.302662,20.109156,22.537081,22.167532
10500,3.902470,1.198811,19.611864,19.618364,19.608500,19.590616,19.589386,19.393476,1.000663,1.000897,1.000370,0.999446,0.999385,0.989275,13.509830,18.108713,20.323696,20.117567,22.580669,22.232645
11000,3.843687,1.194814,19.611881,19.617966,19.608488,19.590305,19.588434,19.386776,1.000662,1.000873,1.000367,0.999428,0.999328,0.988921,13.486246,18.084536,20.347136,20.127604,22.619724,22.290337
11500,3.832409,1.190735,19.611830,19.618221,19.608635,19.590076,19.587835,19.381691,1.000658,1.000883,1.000372,0.999414,0.999295,0.988654,13.470548,18.064749,20.367842,20.136433,22.656651,22.340654
12000,3.824169,1.187216,19.612259,19.618334,19.608431,19.589806,19.587156,19.376293,1.000677,1.000888,1.000360,0.999397,0.999260,0.988368,13.462453,18.051697,20.388716,20.145609,22.691206,22.386173
12500,3.800213,1.183989,19.612299,19.618238,19.608484,19.589668,19.586342,19.372482,1.000678,1.000879,1.000360,0.999386,0.999217,0.988167,13.460554,18.039301,20.408972,20.156326,22.719034,22.426332
13000,3.784254,1.181346,19.612310,19.618261,19.608376,19.589676,19.586096,19.369402,1.000677,1.000880,1.000353,0.999385,0.999203,0.988006,13.462385,18.032009,20.426727,20.167429,22.744398,22.460463
13500,3.780121,1.178741,19.612362,19.618370,19.608648,19.589437,19.585779,19.367252,1.000681,1.000885,1.000367,0.999373,0.999186,0.987893,13.465688,18.025311,20.441429,20.175694,22.767345,22.489321
14000,3.759259,1.176673,19.612524,19.618357,19.608545,19.589540,19.585243,19.365074,1.000689,1.000884,1.000361,0.999378,0.999156,0.987780,13.471009,18.021362,20.456039,20.183960,22.786190,22.517195
14500,3.743436,1.175151,19.612494,19.618198,19.608500,19.589502,19.584969,19.362707,1.000687,1.000875,1.000358,0.999377,0.999142,0.987656,13.477507,18.018633,20.469870,20.191759,22.802990,22.540470
15000,3.746619,1.173610,19.612619,19.618099,19.608534,19.589399,19.584776,19.360912,1.000695,1.000870,1.000360,0.999372,0.999131,0.987560,13.483212,18.015982,20.479219,20.198425,22.818586,22.561316
15500,3.736842,1.172582,19.612549,19.618093,19.608595,19.589071,19.584591,19.359793,1.000690,1.000869,1.000363,0.999352,0.999120,0.987502,13.489157,18.015556,20.490055,20.204487,22.835979,22.580276
16000,3.731122,1.171830,19.612722,19.618080,19.608501,19.588745,19.584345,19.358387,1.000699,1.000867,1.000357,0.999335,0.999106,0.987427,13.495915,18.013407,20.501104,20.213024,22.850996,22.600523
