step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
500,6.927573,1.969926,19.597191,19.600542,19.598692,19.600065,19.597719,19.596710,1.000064,1.000235,1.000141,1.000211,1.000091,1.000040,19.667273,19.646105,19.650949,19.663568,19.669199,19.660074
1000,5.777085,1.724878,19.599337,19.605366,19.602697,19.602293,19.599220,19.597437,1.000171,1.000479,1.000343,1.000322,1.000165,1.000073,19.530655,19.652927,19.689922,19.703505,19.751553,19.747425
1500,5.295583,1.596847,19.602041,19.610180,19.606743,19.605385,19.600782,19.596453,1.000306,1.000718,1.000541,1.000471,1.000235,1.000014,19.165745,19.621088,19.707666,19.760151,19.846302,19.894924
2000,4.974050,1.506469,19.603922,19.612667,19.608215,19.606228,19.601627,19.591223,1.000396,1.000832,1.000601,1.000499,1.000260,0.999732,18.547497,19.561945,19.732651,19.877651,20.034357,20.144629
2500,4.745321,1.439680,19.605574,19.614704,19.608881,19.606571,19.600937,19.583815,1.000471,1.000922,1.000617,1.000499,1.000206,0.999335,17.878014,19.494661,19.809549,20.057106,20.487982,20.402260
3000,4.559304,1.386739,19.605936,19.614437,19.608860,19.605238,19.600731,19.574984,1.000480,1.000889,1.000595,1.000406,1.000171,0.998863,17.224615,19.403326,19.871517,20.171003,20.981916,20.590738
3500,4.428283,1.350987,19.606262,19.614340,19.608675,19.605175,19.600481,19.564558,1.000484,1.000867,1.000565,1.000382,1.000136,0.998305,16.642475,19.291639,19.914873,20.208729,21.293713,20.754200
4000,4.350455,1.325657,19.607277,19.615011,19.608509,19.604109,19.600571,19.551079,1.000525,1.000880,1.000536,1.000306,1.000119,0.997594,16.115669,19.162191,19.961998,20.214680,21.510048,20.914505
4500,4.275480,1.304937,19.608232,19.615793,19.608145,19.604311,19.599663,19.536539,1.000566,1.000903,1.000497,1.000295,1.000045,0.996822,15.657372,19.039236,20.007242,20.201962,21.675745,21.054747
5000,4.227670,1.288787,19.607910,19.616816,19.607477,19.601515,19.599503,19.522427,1.000535,1.000937,1.000446,1.000127,1.000022,0.996075,15.257307,18.916946,20.046741,20.186445,21.820423,21.197874
