step,train_loss,val_bpb
200,8.650175,2.297996
400,7.146590,2.058937
600,6.570890,1.961482
800,6.304514,1.914374
1000,6.163451,1.877806
1200,6.043780,1.847248
1400,5.963947,1.826320
1600,5.890476,1.806515
1800,5.831249,1.794685
2000,5.767274,1.775769
2200,5.745258,1.765213
2400,5.717085,1.755933
2600,5.660580,1.745081
2800,5.637694,1.736669
3000,5.608484,1.725924
3200,5.570544,1.717856
3400,5.547079,1.712165
3600,5.525750,1.705701
3800,5.497008,1.697590
4000,5.477951,1.690791
4200,5.455797,1.684443
4400,5.442295,1.679225
