step,module,touch_frac,c_r_mean,c_r_median,c_r_max,frac_eq1,frac_ge8,frac_ge32,frac_ge64
2600,L4.v_lut,0.9438,33.91,18,1126,0.0402,0.6932,0.3043,0.1369
2600,L4.out_proj,0.8545,37.45,14,1076,0.0823,0.5421,0.2658,0.1453
2600,L4.residual_lut,1.0000,128.00,113,762,0.0000,0.9956,0.9536,0.8079
2600,L5.qkv_lut,0.9971,128.38,114,764,0.0013,0.9927,0.9435,0.8128
2600,L5.v_lut,0.9862,32.45,26,370,0.0104,0.8762,0.3945,0.1063
2600,L5.out_proj,0.9856,32.47,20,780,0.0229,0.7767,0.3284,0.1348
2600,L5.residual_lut,0.9082,140.94,125,900,0.0000,0.9082,0.8994,0.8259
2800,L0.qkv_lut,1.0000,128.00,101,739,0.0000,0.9995,0.9622,0.7780
2800,L0.v_lut,0.9899,32.33,20,550,0.0109,0.8454,0.3031,0.0930
2800,L0.out_proj,0.9724,32.91,20,762,0.0292,0.7618,0.3375,0.1371
2800,L0.residual_lut,0.9983,128.22,89,1168,0.0027,0.9663,0.8176,0.6172
2800,L1.qkv_lut,0.9969,128.40,88,1279,0.0029,0.9647,0.8071,0.6110
2800,L1.v_lut,0.9259,34.56,16,875,0.0581,0.6442,0.2943,0.1427
2800,L1.out_proj,0.9857,32.47,21,593,0.0223,0.7913,0.3476,0.1353
2800,L1.residual_lut,0.9998,128.03,102,852,0.0000,0.9905,0.8926,0.7024
2800,L2.qkv_lut,0.9948,128.67,102,828,0.0002,0.9888,0.8838,0.7013
2800,L2.v_lut,0.9746,32.84,19,671,0.0306,0.7489,0.3311,0.1401
2800,L2.out_proj,0.9780,32.72,20,605,0.0276,0.7702,0.3426,0.1343
2800,L2.residual_lut,0.9993,128.09,98,928,0.0012,0.9834,0.8647,0.6760
2800,L3.qkv_lut,0.9997,128.04,96,1016,0.0011,0.9811,0.8514,0.6616
2800,L3.v_lut,0.9491,33.72,19,757,0.0461,0.6985,0.3224,0.1451
2800,L3.out_proj,0.9424,33.96,16,844,0.0522,0.6628,0.2981,0.1433
2800,L3.residual_lut,0.9993,128.09,83,1040,0.0010,0.9785,0.8250,0.6042
2800,L4.qkv_lut,0.9897,129.33,86,1386,0.0065,0.9585,0.8062,0.6032
2800,L4.v_lut,0.9348,34.23,15,975,0.0492,0.6499,0.2759,0.1352
2800,L4.out_proj,0.8398,38.10,13,1146,0.0869,0.5182,0.2459,0.1339
2800,L4.residual_lut,1.0000,128.00,113,577,0.0000,0.9995,0.9646,0.8118
2800,L5.qkv_lut,0.9963,128.48,114,648,0.0008,0.9937,0.9626,0.8242
2800,L5.v_lut,0.9880,32.39,26,413,0.0054,0.9090,0.3963,0.0992
2800,L5.out_proj,0.9870,32.42,19,601,0.0233,0.7665,0.3170,0.1362
2800,L5.residual_lut,0.9082,140.94,127,981,0.0000,0.9082,0.8987,0.8293
3000,L0.qkv_lut,1.0000,128.00,102,741,0.0000,0.9993,0.9629,0.7783
3000,L0.v_lut,0.9900,32.32,20,492,0.0110,0.8454,0.3024,0.0938
3000,L0.out_proj,0.9723,32.91,21,743,0.0281,0.7651,0.3384,0.1357
3000,L0.residual_lut,0.9978,128.28,88,1206,0.0017,0.9680,0.8125,0.6165
3000,L1.qkv_lut,0.9990,128.13,86,1293,0.0057,0.9647,0.8088,0.6095
3000,L1.v_lut,0.9267,34.53,16,810,0.0592,0.6453,0.2930,0.1429
3000,L1.out_proj,0.9863,32.44,21,637,0.0212,0.7961,0.3513,0.1337
3000,L1.residual_lut,1.0000,128.00,102,864,0.0005,0.9932,0.8904,0.6997
3000,L2.qkv_lut,0.9946,128.69,100,873,0.0000,0.9893,0.8908,0.7004
3000,L2.v_lut,0.9766,32.77,19,621,0.0317,0.7528,0.3315,0.1378
3000,L2.out_proj,0.9761,32.78,20,589,0.0299,0.7645,0.3390,0.1346
3000,L2.residual_lut,0.9993,128.09,96,935,0.0027,0.9846,0.8569,0.6667
3000,L3.qkv_lut,0.9987,128.17,94,1035,0.0011,0.9782,0.8411,0.6507
3000,L3.v_lut,0.9475,33.77,18,699,0.0484,0.6918,0.3196,0.1437
3000,L3.out_proj,0.9319,34.34,17,680,0.0557,0.6584,0.3031,0.1443
3000,L3.residual_lut,0.9993,128.09,93,1219,0.0017,0.9834,0.8574,0.6514
3000,L4.qkv_lut,0.9904,129.24,92,1068,0.0041,0.9595,0.8257,0.6354
3000,L4.v_lut,0.9379,34.12,17,1256,0.0445,0.6841,0.3039,0.1399
3000,L4.out_proj,0.8991,35.59,16,838,0.0681,0.6043,0.2855,0.1471
3000,L4.residual_lut,1.0000,128.00,116,613,0.0000,0.9998,0.9739,0.8364
3000,L5.qkv_lut,0.9980,128.25,116,877,0.0013,0.9937,0.9683,0.8431
3000,L5.v_lut,0.9892,32.35,27,351,0.0062,0.9118,0.4033,0.0963
3000,L5.out_proj,0.9719,32.93,17,825,0.0393,0.7124,0.3083,0.1377
3000,L5.residual_lut,0.9082,140.94,124,821,0.0000,0.9080,0.8916,0.8083
3200,L0.qkv_lut,1.0000,128.00,101,699,0.0000,0.9995,0.9647,0.7795
3200,L0.v_lut,0.9901,32.32,21,496,0.0113,0.8444,0.3033,0.0941
3200,L0.out_proj,0.9709,32.96,21,792,0.0284,0.7581,0.3359,0.1374
3200,L0.residual_lut,0.9985,128.19,88,1135,0.0024,0.9705,0.8130,0.6118
3200,L1.qkv_lut,0.9979,128.27,86,1324,0.0037,0.9647,0.8115,0.6115
3200,L1.v_lut,0.9244,34.62,16,796,0.0585,0.6452,0.2933,0.1426
3200,L1.out_proj,0.9852,32.48,21,648,0.0196,0.8000,0.3500,0.1353
3200,L1.residual_lut,0.9998,128.03,102,832,0.0000,0.9937,0.8967,0.7126
3200,L2.qkv_lut,0.9948,128.67,103,853,0.0002,0.9896,0.8914,0.7017
3200,L2.v_lut,0.9764,32.77,20,647,0.0305,0.7536,0.3337,0.1387
3200,L2.out_proj,0.9799,32.66,20,536,0.0267,0.7710,0.3420,0.1339
3200,L2.residual_lut,0.9985,128.19,95,1027,0.0002,0.9819,0.8604,0.6658
3200,L3.qkv_lut,0.9992,128.10,94,1173,0.0023,0.9798,0.8480,0.6510
3200,L3.v_lut,0.9491,33.72,18,774,0.0463,0.6939,0.3194,0.1431
3200,L3.out_proj,0.9218,34.71,16,793,0.0618,0.6299,0.2891,0.1438
3200,L3.residual_lut,0.9983,128.22,78,1379,0.0024,0.9670,0.7822,0.5679
3200,L4.qkv_lut,0.9893,129.39,77,1622,0.0050,0.9442,0.7616,0.5553
3200,L4.v_lut,0.9194,34.81,14,1325,0.0575,0.6157,0.2649,0.1315
3200,L4.out_proj,0.8328,38.42,12,1504,0.0869,0.5059,0.2370,0.1331
3200,L4.residual_lut,1.0000,128.00,114,570,0.0000,0.9978,0.9626,0.8176
3200,L5.qkv_lut,0.9964,128.46,116,708,0.0018,0.9930,0.9502,0.8218
3200,L5.v_lut,0.9855,32.47,26,299,0.0069,0.8916,0.3947,0.1043
3200,L5.out_proj,0.9917,32.27,21,545,0.0148,0.8164,0.3460,0.1288
3200,L5.residual_lut,0.9082,140.94,126,766,0.0000,0.9080,0.8979,0.8279
3400,L0.qkv_lut,1.0000,128.00,101,707,0.0000,0.9990,0.9632,0.7762
3400,L0.v_lut,0.9899,32.33,21,564,0.0117,0.8434,0.3033,0.0940
3400,L0.out_proj,0.9728,32.89,20,753,0.0280,0.7669,0.3387,0.1370
3400,L0.residual_lut,0.9985,128.19,87,1161,0.0020,0.9722,0.8198,0.6235
3400,L1.qkv_lut,0.9977,128.29,88,1237,0.0026,0.9661,0.8115,0.6178
3400,L1.v_lut,0.9263,34.55,16,801,0.0564,0.6486,0.2956,0.1428
3400,L1.out_proj,0.9872,32.42,21,528,0.0219,0.8014,0.3523,0.1337
3400,L1.residual_lut,1.0000,128.00,102,856,0.0007,0.9915,0.9060,0.7122
3400,L2.qkv_lut,0.9948,128.67,102,863,0.0002,0.9893,0.8945,0.7126
3400,L2.v_lut,0.9787,32.70,19,625,0.0291,0.7559,0.3330,0.1392
3400,L2.out_proj,0.9786,32.70,21,461,0.0254,0.7821,0.3476,0.1352
3400,L2.residual_lut,0.9998,128.03,97,934,0.0015,0.9841,0.8525,0.6702
3400,L3.qkv_lut,0.9992,128.10,94,1042,0.0013,0.9779,0.8436,0.6517
3400,L3.v_lut,0.9501,33.68,18,680,0.0462,0.6961,0.3219,0.1455
3400,L3.out_proj,0.9512,33.64,18,667,0.0453,0.6962,0.3171,0.1440
3400,L3.residual_lut,0.9983,128.22,88,1074,0.0010,0.9780,0.8301,0.6230
3400,L4.qkv_lut,0.9902,129.26,87,1230,0.0050,0.9520,0.8040,0.6100
3400,L4.v_lut,0.9334,34.28,16,1557,0.0491,0.6601,0.2831,0.1375
3400,L4.out_proj,0.9111,35.12,15,826,0.0622,0.6161,0.2863,0.1440
3400,L4.residual_lut,1.0000,128.00,116,510,0.0000,0.9998,0.9731,0.8416
3400,L5.qkv_lut,0.9972,128.36,115,627,0.0011,0.9941,0.9663,0.8447
3400,L5.v_lut,0.9889,32.36,27,278,0.0049,0.9158,0.4006,0.0969
3400,L5.out_proj,0.9886,32.37,20,721,0.0209,0.7860,0.3289,0.1314
3400,L5.residual_lut,0.9082,140.94,128,909,0.0000,0.9082,0.9014,0.8291
3600,L0.qkv_lut,1.0000,128.00,101,686,0.0000,0.9995,0.9626,0.7741
3600,L0.v_lut,0.9898,32.33,20,478,0.0116,0.8435,0.3041,0.0940
3600,L0.out_proj,0.9730,32.89,20,828,0.0299,0.7644,0.3393,0.1358
3600,L0.residual_lut,0.9978,128.28,89,1137,0.0022,0.9724,0.8174,0.6218
3600,L1.qkv_lut,0.9982,128.23,88,1282,0.0028,0.9648,0.8122,0.6169
3600,L1.v_lut,0.9259,34.56,16,785,0.0576,0.6490,0.2951,0.1422
3600,L1.out_proj,0.9869,32.43,21,599,0.0208,0.8026,0.3519,0.1323
3600,L1.residual_lut,1.0000,128.00,102,928,0.0000,0.9907,0.8953,0.7107
3600,L2.qkv_lut,0.9948,128.67,102,893,0.0003,0.9896,0.8926,0.7015
3600,L2.v_lut,0.9771,32.75,19,646,0.0290,0.7542,0.3321,0.1386
3600,L2.out_proj,0.9786,32.70,21,504,0.0271,0.7711,0.3434,0.1360
3600,L2.residual_lut,0.9993,128.09,96,1103,0.0005,0.9810,0.8538,0.6655
3600,L3.qkv_lut,0.9989,128.15,93,1100,0.0026,0.9788,0.8389,0.6427
3600,L3.v_lut,0.9470,33.79,18,854,0.0476,0.6889,0.3171,0.1448
3600,L3.out_proj,0.9366,34.17,17,611,0.0557,0.6579,0.3027,0.1444
3600,L3.residual_lut,0.9983,128.22,79,1542,0.0039,0.9678,0.7915,0.5740
3600,L4.qkv_lut,0.9909,129.18,78,1807,0.0062,0.9443,0.7679,0.5672
3600,L4.v_lut,0.9224,34.69,14,1641,0.0589,0.6164,0.2663,0.1332
3600,L4.out_proj,0.8634,37.06,14,1322,0.0775,0.5562,0.2721,0.1417
3600,L4.residual_lut,1.0000,128.00,116,515,0.0000,0.9998,0.9768,0.8406
3600,L5.qkv_lut,0.9980,128.25,116,852,0.0016,0.9938,0.9691,0.8376
3600,L5.v_lut,0.9890,32.36,27,343,0.0048,0.9184,0.4011,0.0951
3600,L5.out_proj,0.9946,32.17,21,527,0.0134,0.8309,0.3419,0.1248
3600,L5.residual_lut,0.9082,140.94,128,935,0.0000,0.9082,0.9004,0.8372
3800,L0.qkv_lut,1.0000,128.00,101,687,0.0000,0.9997,0.9626,0.7736
3800,L0.v_lut,0.9897,32.33,20,535,0.0119,0.8439,0.3026,0.0950
3800,L0.out_proj,0.9722,32.91,21,807,0.0276,0.7669,0.3398,0.1352
3800,L0.residual_lut,0.9980,128.25,90,1146,0.0044,0.9724,0.8274,0.6265
3800,L1.qkv_lut,0.9972,128.36,89,1235,0.0026,0.9674,0.8177,0.6134
3800,L1.v_lut,0.9291,34.44,17,773,0.0561,0.6514,0.2979,0.1420
3800,L1.out_proj,0.9864,32.44,21,602,0.0207,0.8035,0.3512,0.1335
3800,L1.residual_lut,1.0000,128.00,102,954,0.0000,0.9917,0.9019,0.7134
3800,L2.qkv_lut,0.9946,128.69,102,860,0.0003,0.9884,0.8950,0.7035
3800,L2.v_lut,0.9784,32.71,20,601,0.0280,0.7572,0.3315,0.1390
3800,L2.out_proj,0.9814,32.61,21,429,0.0254,0.7816,0.3460,0.1339
3800,L2.residual_lut,0.9995,128.06,96,914,0.0024,0.9824,0.8645,0.6697
3800,L3.qkv_lut,0.9985,128.19,95,1129,0.0015,0.9819,0.8472,0.6512
3800,L3.v_lut,0.9496,33.70,18,754,0.0452,0.6967,0.3206,0.1436
3800,L3.out_proj,0.9427,33.94,17,547,0.0489,0.6754,0.3062,0.1461
3800,L3.residual_lut,0.9993,128.09,80,1477,0.0027,0.9673,0.7864,0.5791
3800,L4.qkv_lut,0.9910,129.16,78,1518,0.0057,0.9466,0.7616,0.5610
3800,L4.v_lut,0.9209,34.75,14,1017,0.0602,0.6164,0.2653,0.1350
3800,L4.out_proj,0.9118,35.10,15,1127,0.0666,0.6110,0.2787,0.1390
3800,L4.residual_lut,1.0000,128.00,115,682,0.0000,0.9995,0.9739,0.8420
3800,L5.qkv_lut,0.9977,128.29,115,725,0.0016,0.9938,0.9738,0.8436
3800,L5.v_lut,0.9887,32.36,27,310,0.0053,0.9176,0.4023,0.0950
3800,L5.out_proj,0.9967,32.11,23,418,0.0064,0.8829,0.3609,0.1143
3800,L5.residual_lut,0.9082,140.94,130,825,0.0000,0.9082,0.8999,0.8486
4000,L0.qkv_lut,1.0000,128.00,101,685,0.0000,0.9993,0.9622,0.7756
4000,L0.v_lut,0.9897,32.33,21,535,0.0116,0.8435,0.3024,0.0946
4000,L0.out_proj,0.9727,32.90,21,764,0.0278,0.7669,0.3387,0.1363
4000,L0.residual_lut,0.9988,128.16,90,1166,0.0027,0.9722,0.8213,0.6191
4000,L1.qkv_lut,0.9969,128.40,87,1181,0.0039,0.9668,0.8148,0.6182
4000,L1.v_lut,0.9251,34.59,17,810,0.0567,0.6490,0.2978,0.1431
4000,L1.out_proj,0.9876,32.40,22,639,0.0203,0.8034,0.3529,0.1321
4000,L1.residual_lut,0.9998,128.03,102,904,0.0000,0.9917,0.9036,0.7095
4000,L2.qkv_lut,0.9948,128.67,102,900,0.0005,0.9896,0.8880,0.7035
4000,L2.v_lut,0.9776,32.73,20,560,0.0291,0.7545,0.3329,0.1382
4000,L2.out_proj,0.9780,32.72,21,481,0.0273,0.7740,0.3439,0.1339
4000,L2.residual_lut,0.9988,128.16,95,855,0.0010,0.9800,0.8494,0.6609
4000,L3.qkv_lut,0.9979,128.27,94,1080,0.0013,0.9767,0.8351,0.6413
4000,L3.v_lut,0.9457,33.84,18,892,0.0479,0.6863,0.3158,0.1437
4000,L3.out_proj,0.9426,33.95,17,667,0.0493,0.6751,0.3088,0.1440
4000,L3.residual_lut,0.9983,128.22,88,1419,0.0017,0.9749,0.8215,0.6174
4000,L4.qkv_lut,0.9906,129.22,88,1291,0.0062,0.9531,0.8011,0.6160
4000,L4.v_lut,0.9253,34.58,16,1448,0.0533,0.6478,0.2848,0.1376
4000,L4.out_proj,0.9288,34.45,16,1264,0.0610,0.6365,0.2941,0.1428
4000,L4.residual_lut,1.0000,128.00,115,624,0.0000,0.9998,0.9741,0.8359
4000,L5.qkv_lut,0.9987,128.17,115,857,0.0013,0.9941,0.9725,0.8498
4000,L5.v_lut,0.9900,32.32,27,400,0.0049,0.9202,0.3999,0.0916
4000,L5.out_proj,0.9963,32.12,23,433,0.0071,0.8712,0.3585,0.1175
4000,L5.residual_lut,0.9082,140.94,129,832,0.0000,0.9082,0.9009,0.8445
4200,L0.qkv_lut,1.0000,128.00,101,679,0.0000,0.9992,0.9606,0.7713
4200,L0.v_lut,0.9899,32.33,20,567,0.0114,0.8412,0.3024,0.0946
4200,L0.out_proj,0.9739,32.86,21,758,0.0266,0.7698,0.3383,0.1346
4200,L0.residual_lut,0.9990,128.13,90,1153,0.0022,0.9771,0.8252,0.6226
4200,L1.qkv_lut,0.9977,128.29,89,1176,0.0021,0.9679,0.8153,0.6204
4200,L1.v_lut,0.9303,34.40,17,790,0.0553,0.6537,0.2974,0.1418
4200,L1.out_proj,0.9875,32.40,21,598,0.0208,0.8043,0.3503,0.1327
4200,L1.residual_lut,0.9998,128.03,103,889,0.0000,0.9932,0.8979,0.7136
4200,L2.qkv_lut,0.9946,128.69,101,884,0.0000,0.9886,0.8932,0.7095
4200,L2.v_lut,0.9780,32.72,20,628,0.0296,0.7569,0.3341,0.1382
4200,L2.out_proj,0.9817,32.60,21,427,0.0234,0.7878,0.3469,0.1336
4200,L2.residual_lut,0.9998,128.03,96,1158,0.0010,0.9827,0.8589,0.6648
4200,L3.qkv_lut,0.9990,128.13,94,1176,0.0020,0.9798,0.8407,0.6493
4200,L3.v_lut,0.9488,33.73,18,649,0.0448,0.6932,0.3195,0.1444
4200,L3.out_proj,0.9387,34.09,17,704,0.0523,0.6683,0.3087,0.1451
4200,L3.residual_lut,0.9983,128.22,83,1257,0.0044,0.9661,0.7861,0.5830
4200,L4.qkv_lut,0.9888,129.45,81,1612,0.0060,0.9435,0.7723,0.5771
4200,L4.v_lut,0.9147,34.99,15,1187,0.0596,0.6223,0.2756,0.1363
4200,L4.out_proj,0.8356,38.30,14,1710,0.0812,0.5312,0.2569,0.1382
4200,L4.residual_lut,1.0000,128.00,114,585,0.0000,0.9998,0.9717,0.8174
4200,L5.qkv_lut,0.9980,128.25,112,614,0.0016,0.9932,0.9684,0.8262
4200,L5.v_lut,0.9883,32.38,26,368,0.0054,0.9097,0.3896,0.1003
4200,L5.out_proj,0.9923,32.25,21,507,0.0149,0.8179,0.3469,0.1272
4200,L5.residual_lut,0.9082,140.94,129,834,0.0000,0.9082,0.9011,0.8425
4400,L0.qkv_lut,1.0000,128.00,101,702,0.0000,0.9992,0.9609,0.7767
4400,L0.v_lut,0.9899,32.33,21,533,0.0117,0.8429,0.3021,0.0946
4400,L0.out_proj,0.9722,32.92,21,784,0.0281,0.7672,0.3396,0.1351
4400,L0.residual_lut,0.9980,128.25,89,1085,0.0020,0.9736,0.8247,0.6265
4400,L1.qkv_lut,0.9984,128.21,89,1261,0.0046,0.9678,0.8172,0.6203
4400,L1.v_lut,0.9272,34.51,17,786,0.0555,0.6535,0.2981,0.1419
4400,L1.out_proj,0.9873,32.41,22,602,0.0218,0.8006,0.3520,0.1329
4400,L1.residual_lut,1.0000,128.00,102,838,0.0000,0.9919,0.9016,0.7109
4400,L2.qkv_lut,0.9946,128.69,101,865,0.0000,0.9891,0.8971,0.7111
4400,L2.v_lut,0.9777,32.73,19,654,0.0285,0.7559,0.3336,0.1388
4400,L2.out_proj,0.9807,32.63,21,470,0.0269,0.7773,0.3426,0.1351
4400,L2.residual_lut,0.9993,128.09,96,1078,0.0017,0.9795,0.8523,0.6614
4400,L3.qkv_lut,0.9984,128.21,93,1132,0.0013,0.9771,0.8351,0.6419
4400,L3.v_lut,0.9464,33.81,18,706,0.0469,0.6902,0.3163,0.1441
4400,L3.out_proj,0.9373,34.14,18,696,0.0510,0.6704,0.3085,0.1442
4400,L3.residual_lut,0.9985,128.19,83,1387,0.0020,0.9641,0.7883,0.5901
4400,L4.qkv_lut,0.9893,129.39,83,1309,0.0065,0.9421,0.7677,0.5796
4400,L4.v_lut,0.9154,34.96,15,1319,0.0612,0.6198,0.2719,0.1379
4400,L4.out_proj,0.9192,34.81,15,790,0.0616,0.6213,0.2817,0.1413
4400,L4.residual_lut,1.0000,128.00,115,646,0.0000,1.0000,0.9763,0.8574
4400,L5.qkv_lut,0.9974,128.33,116,765,0.0013,0.9941,0.9754,0.8600
4400,L5.v_lut,0.9883,32.38,27,438,0.0038,0.9291,0.3988,0.0890
4400,L5.out_proj,0.9973,32.09,24,407,0.0059,0.8853,0.3625,0.1128
4400,L5.residual_lut,0.9082,140.94,129,785,0.0000,0.9080,0.9014,0.8413
