step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.500114,0.500186,0.497645,0.497658,0.497591,0.497597,0.496801,0.496766,0.499374,0.497645,0.497553,0.497546,0.498404,0.498407,0.499931,0.499199,0.498127,0.497828,0.498005,0.498020,0.498008,0.498005,0.502682,0.502455,0.498136,0.498096,0.498025,0.498075,0.498085,0.498068,0.502963,0.502725,0.498560,0.498391,0.498275,0.498223,0.498042,0.498029,0.503106,0.502913,0.498211,0.498175,0.498180,0.498122,0.498051,0.498043,0.503039,0.502794
400,0.499023,0.499452,0.489185,0.489390,0.487200,0.487309,0.487430,0.487160,0.504572,0.493089,0.488778,0.488427,0.488109,0.488196,0.493241,0.491033,0.500755,0.495352,0.492453,0.492294,0.493965,0.494280,0.507933,0.505096,0.494026,0.493557,0.494420,0.494409,0.494389,0.494502,0.513014,0.510460,0.492646,0.492024,0.492607,0.492014,0.491936,0.491965,0.512648,0.510364,0.491696,0.490931,0.491762,0.491040,0.491176,0.491247,0.513281,0.510577
600,0.493741,0.494371,0.477996,0.478640,0.469343,0.469350,0.474827,0.473734,0.516702,0.488041,0.473626,0.472412,0.469942,0.469939,0.483664,0.478750,0.511318,0.493959,0.482080,0.480920,0.481454,0.481959,0.512045,0.502817,0.489463,0.486533,0.489099,0.488391,0.485868,0.486963,0.527858,0.517384,0.486067,0.483025,0.486134,0.482531,0.483742,0.484082,0.528891,0.520918,0.487650,0.479470,0.489045,0.479711,0.480089,0.480297,0.529789,0.517159
800,0.482260,0.483016,0.460744,0.461895,0.445352,0.445207,0.459159,0.456663,0.537297,0.483422,0.454753,0.451400,0.446780,0.446240,0.472553,0.463242,0.527118,0.492776,0.469164,0.466240,0.461867,0.461813,0.514791,0.498534,0.485693,0.480882,0.483975,0.482073,0.470645,0.472826,0.539620,0.523460,0.475017,0.467865,0.474404,0.466917,0.470017,0.470746,0.551012,0.531876,0.484740,0.464393,0.488248,0.462142,0.463915,0.464390,0.549938,0.523342
1000,0.466591,0.467236,0.440285,0.441786,0.419998,0.419577,0.444014,0.439265,0.564160,0.480142,0.441321,0.430548,0.424162,0.422023,0.462949,0.447911,0.546882,0.492980,0.456535,0.450802,0.441305,0.440285,0.516950,0.493380,0.484092,0.477677,0.480818,0.478023,0.461964,0.457655,0.550121,0.531837,0.471782,0.457309,0.473848,0.458098,0.456485,0.453248,0.568931,0.539215,0.476551,0.448147,0.486659,0.444133,0.447259,0.447506,0.569887,0.528608
1200,0.450633,0.451042,0.419862,0.421463,0.396735,0.395851,0.430679,0.423358,0.591611,0.477138,0.439605,0.413702,0.406421,0.400391,0.455224,0.433633,0.564404,0.491993,0.448100,0.437766,0.421579,0.418778,0.517810,0.486574,0.484877,0.472754,0.476180,0.472153,0.453046,0.442983,0.559558,0.539490,0.473304,0.451589,0.481479,0.458746,0.451810,0.440929,0.581968,0.545796,0.468864,0.437192,0.479952,0.430620,0.439923,0.430952,0.591642,0.535912
1400,0.433547,0.433724,0.400678,0.402333,0.376258,0.374051,0.418827,0.407807,0.619253,0.474868,0.450237,0.401884,0.395565,0.381152,0.450369,0.420084,0.583862,0.490991,0.443458,0.426609,0.404849,0.399153,0.519517,0.480726,0.487573,0.468743,0.471205,0.466337,0.443481,0.427129,0.564356,0.541410,0.477651,0.449847,0.491712,0.462567,0.452612,0.435887,0.596120,0.555053,0.458538,0.426279,0.468746,0.418705,0.436422,0.416500,0.615106,0.544827
1600,0.417157,0.417047,0.381344,0.382986,0.363056,0.354272,0.408867,0.392994,0.645305,0.472087,0.465699,0.394665,0.396409,0.364001,0.449874,0.407790,0.602807,0.488727,0.442294,0.417434,0.391841,0.380499,0.521341,0.473395,0.491511,0.466288,0.467972,0.462343,0.438094,0.415112,0.569359,0.542333,0.483327,0.451742,0.502189,0.467668,0.454193,0.431995,0.624466,0.578281,0.463209,0.422410,0.476304,0.414502,0.428798,0.401610,0.638087,0.553989
1800,0.401332,0.400986,0.362690,0.364296,0.368300,0.336906,0.400437,0.378422,0.669749,0.467991,0.482942,0.391398,0.406409,0.350378,0.452933,0.396377,0.622159,0.485323,0.443765,0.409065,0.385154,0.365040,0.523374,0.465682,0.494692,0.463433,0.464215,0.457910,0.434350,0.402830,0.572440,0.540790,0.490457,0.454583,0.515124,0.474522,0.455750,0.428118,0.656348,0.604863,0.471440,0.419207,0.487798,0.413522,0.424974,0.390195,0.656013,0.561036
