step,train_loss,val_bpb
200,8.369733,2.201080
400,6.650684,1.909598
600,5.955770,1.782371
800,5.606808,1.703311
1000,5.377129,1.649788
1200,5.207302,1.607457
1400,5.073537,1.569248
1600,4.953998,1.528189
1800,4.815873,1.493545
2000,4.708236,1.464484
2200,4.628324,1.441368
2400,4.567475,1.424918
2600,4.506599,1.410997
2800,4.464309,1.398845
3000,4.433142,1.388471
3200,4.416903,1.380569
3400,4.385379,1.374146
3600,4.359953,1.368838
3800,4.362956,1.364762
4000,4.347444,1.361734
4096,4.336779,1.360619
